search_id,row_index,DOI,Year & Author,Mxene formula,Composition,Synthesis method,Layer No,Interlayer spacing (d),Flake Size,Porosity,Pore Diameter,Tortuosity,Electrode Thickness,Mass Loading,Electrolyte,SSA,Scan Rate,Current Density,Gravimetric Capacitance,Volumetric Capacitance,Areal Capacitance
3,55,10.1021/acsomega.3c02002,2023; Aravind et al.,MoN,MoN films,Salt-templated method (bottom-up; Xiao et al.),Film,,,,,,,,,,,,,928 F cm⁻³,
3,56,10.1021/acsomega.3c02002,2023; Aravind et al.,Ti₃C₂Tₓ/PVA,Ti₃C₂Tₓ with PVA confinement between flakes,,,,,,,,,,KOH,,2 mV s⁻¹,,,530 F cm⁻³,
3,57,10.1021/acsomega.3c02002,2023; Aravind et al.,Ti₃C₂Tₓ,Few-layered Ti₃C₂Tₓ in deep eutectic solvents,Water-free etching in deep eutectic solvents at room temperature,Few-layer,,,,,,,,,,2 mV s⁻¹,,320 F g⁻¹,,
3,69,10.2139/ssrn.4354743,2023; Liu et al.,Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, =O terminations",,,1.06 nm,19 µm (agglomerated nanoparticles),,2–4 nm + ~20 nm mesopores; weak micropore at 1.2 nm,,,,3 M H₂SO₄,25.4 m² g⁻¹,2 mV s⁻¹,1 A g⁻¹,293 F g⁻¹,,
3,72,10.1088/2515-7639/ab78f1,"Tontini et al., 2020",Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, =O terminations",Delamination + vacuum filtration,,,,,,,,,,,,1C / 36C,410 mAh g⁻¹ (1C); 110 mAh g⁻¹ (36C),,
3,73,10.1088/2515-7639/ab78f1,"Tontini et al., 2020",Ti₃C₂Tₓ,Ti₃C₂ with surface terminations,,Multilayer,,,,,,,,,,,0.2 A g⁻¹,203 mAh g⁻¹,,
3,74,10.1088/2515-7639/ab78f1,"Tontini et al., 2020",N-Ti₃C₂Tₓ/S,Ti₃C₂ with surface terminations (fluorine-free),Fluorine-free synthesis (alkali treatment),Multilayer,,,,,,,,,,,20 mA g⁻¹ / 5 A g⁻¹,175 mAh g⁻¹ (20 mA g⁻¹); 60 mAh g⁻¹ (5 A g⁻¹),,
3,75,10.1088/2515-7639/ab78f1,"Tontini et al., 2020",Ti₃C₂Tₓ/S,Ti₃C₂ with N-doping and sulfur composite,Acid/alkali crumpling + sulfur compositing,,,,,,,,5.1 mg cm⁻²,,,,0.2C / 2C,585 mAh g⁻¹ (0.2C); 418 mAh g⁻¹ (2C),,
3,76,10.1088/2515-7639/ab78f1,"Tontini et al., 2020",Ti₃C₂Tₓ,Ti₃C₂ crumpled via HCl,HCl acid-induced crumpling,,,,,,,,,,,,20 mA g⁻¹ / 0.5 A g⁻¹,250 mAh g⁻¹ (20 mA g⁻¹); 120 mAh g⁻¹ (0.5 A g⁻¹),,
3,77,10.1088/2515-7639/ab78f1,"Tontini et al., 2020",Ti₃C₂Tₓ,Ti₃C₂ crumpled via LiOH,LiOH-induced crumpling,,,,,,,,,,,,0.1 A g⁻¹ / 1.0 A g⁻¹,157 mAh g⁻¹ (0.1 A g⁻¹); 238 mAh g⁻¹ (1.0 A g⁻¹),,
3,78,10.1088/2515-7639/ab78f1,"Tontini et al., 2020",Ti₃C₂Tₓ,Ti₃C₂ crumpled via NaOH,NaOH-induced crumpling,,,,,,,,,,,,0.1 A g⁻¹ / 1.0 A g⁻¹,130 mAh g⁻¹ (0.1 A g⁻¹); 61 mAh g⁻¹ (1.0 A g⁻¹),,
3,79,10.1088/2515-7639/ab78f1,"Tontini et al., 2020",Ti₃C₂Tₓ,Ti₃C₂ crumpled via KOH,KOH-induced crumpling,,,,,,,,,,,,0.1 A g⁻¹ / 1.0 A g⁻¹,45 mAh g⁻¹ (0.1 A g⁻¹); 97 mAh g⁻¹ (1.0 A g⁻¹),,
3,80,10.1088/2515-7639/ab78f1,"Tontini et al., 2020",N-Ti₃C₂Tₓ/S,N-doped Ti₃C₂ with sulfur composite,N-doping + acid crumpling + sulfur annealing,,,,,,,,5.1 mg cm⁻²,,,,0.2C / 2C,1144 mAh g⁻¹ (0.2C); 610 mAh g⁻¹ (2C),,
3,81,10.1088/2515-7639/ab78f1,"Tontini et al., 2020",Na₀.₂₃TiO₂/Ti₃C₂,Ti₃C₂ with Na₀.₂₃TiO₂ nanobelt composite,In situ hydrothermal,,,,,,,,,,,,5 A g⁻¹,178 mAh g⁻¹ (5 A g⁻¹),,
3,82,10.1088/2515-7639/ab78f1,"Tontini et al., 2020",MoS₂/Ti₃C₂@C,Ti₃C₂ with MoS₂ and amorphous carbon nanoplating,In situ hydrothermal MoS₂ + C nanoplating,,,,,,,,,,,,0.2 A g⁻¹ / 20 A g⁻¹,1130 mAh g⁻¹ (0.2 A g⁻¹); 580 mAh g⁻¹ (20 A g⁻¹),,
3,83,10.1088/2515-7639/ab78f1,"Tontini et al., 2020",CNTs@Ti₃C₂,Ti₃C₂ with in situ grown CNTs,In situ microwave CVD CNT synthesis,,,,,,,,,,,,1 A g⁻¹ / 10 A g⁻¹,430 mAh g⁻¹ (1 A g⁻¹); 175 mAh g⁻¹ (10 A g⁻¹),,
3,84,10.1088/2515-7639/ab78f1,"Tontini et al., 2020",Ti₃C₂(OH)₂,"Ti₃C₂ fluorine-free with –OH terminations, nanoribbon morphology","Fluorine-free hydrothermal (KOH, 180°C)",,,~700 nm (wide nanoribbons),,,,,,,,,0.1 A g⁻¹,120 mAh g⁻¹ (0.1 A g⁻¹),,
3,85,10.1088/2515-7639/ab78f1,"Tontini et al., 2020",Ti₃C₂Tₓ (alkalized nanoribbons),Ti₃C₂ alkalized to form nanoribbons with expanded interlayer,KOH alkalization + shaking 72 h,,,~700 nm (narrow nanoribbons),,,,,,,,,20 mA g⁻¹ / 0.3 A g⁻¹,141 mAh g⁻¹ K-ion (20 mA g⁻¹); 60 mAh g⁻¹ (0.3 A g⁻¹),,
3,86,10.1088/2515-7639/ab78f1,"Tontini et al., 2020",Ti₃C₂Tₓ/S (alkalized nanoribbons),Ti₃C₂ alkalized nanoribbon framework with sulfur,KOH alkalization + sulfur loading,,,,,,,,0.7–1 mg cm⁻²,,,,0.5C / 10C,632 mAh g⁻¹ (0.5C); 288 mAh g⁻¹ (10C),,
3,87,10.1088/2515-7639/ab78f1,"Tontini et al., 2020",Mo₂CTₓ,"Mo₂C with surface terminations, hollow sphere morphology",PMMA sacrificial template + vacuum filtration,,,200 nm–2 µm (tunable),,,,,,,,,50 mA g⁻¹ / 5 A g⁻¹,370 mAh g⁻¹ (50 mA g⁻¹); 130 mAh g⁻¹ (5 A g⁻¹),,
3,88,10.1088/2515-7639/ab78f1,"Tontini et al., 2020",Ti₃C₂Tₓ,"Ti₃C₂ with surface terminations, hollow sphere morphology",PMMA sacrificial template + vacuum filtration,,,200 nm–2 µm (tunable),,,,,,,,,50 mA g⁻¹ / 5 A g⁻¹,330 mAh g⁻¹ (50 mA g⁻¹); 124 mAh g⁻¹ (5 A g⁻¹),,
3,89,10.1088/2515-7639/ab78f1,"Tontini et al., 2020",V₂CTₓ,"V₂C with surface terminations, hollow sphere morphology",PMMA sacrificial template + vacuum filtration,,,200 nm–2 µm (tunable),,,,,,,,,50 mA g⁻¹ / 5 A g⁻¹,340 mAh g⁻¹ (50 mA g⁻¹); 174 mAh g⁻¹ (5 A g⁻¹),,
3,90,10.1088/2515-7639/ab78f1,"Tontini et al., 2020",Ti₃C₂/rGO,"Ti₃C₂ with reduced graphene oxide, macroporous foam",Ti₃C₂/GO hydrazine vapor reduction + annealing,,,,,,,,,,,,50 mA g⁻¹ / 4 A g⁻¹,336 mAh g⁻¹ (50 mA g⁻¹); 99 mAh g⁻¹ (4 A g⁻¹),,
3,118,10.1021/acsenergylett.8b00718,2018; Yu et al.,,AC (80 wt%) + carbon black (10 wt%) + PVDF (10 wt%) on Al foil,Slurry coating on aluminum foil current collector,,,AC particle size 10–20 µm,,1–3 nm,,~24 µm,,1 mol L⁻¹ Et₄NBF₄/AN,1607 m² g⁻¹,10 mV s⁻¹,0.1 A g⁻¹,124 F g⁻¹,39 F cm⁻³,
4,7,10.1016/j.apsusc.2021.149710,"2021, Hwang et al.",Ti3C2Tx,Ti3C2Tx with oxygen-containing surface terminations; TiO2 formation during stabilization indicates surface –O groups; XPS confirmed,,,,0.7–0.8 µm (SMX); 2–3 µm (MMX); 6–8 µm (LMX). Best-performing SMX: 0.7–0.8 µm,,,,,,1 M H2SO4 aqueous electrolyte,,2 mV s-1,,~120 F g-1 (SMX/C) at 2 mV s-1; 90 F g-1 at 300 mV s-1,,
4,17,10.1016/j.ceramint.2018.05.055,"2018, Ramachandran et al.",,Cobalt metal-organic framework on Ni foam; Co2+/Co3+ redox; -OH surface groups,In-situ hydrothermal at 120C for 12 h in DMF with Co(NO3)2.6H2O and H3BTC,,,~5 um (microsphere diameter),,27.99 nm,,,2.9 +/- 0.1 mg,3 M KOH,3.431 m2 g-1,2 mV s-1,3 mA cm-2,2872.5 F g-1,,8.61 F cm-2
4,27,10.1016/j.nanoen.2019.103991,"2019, Allah et al.",,Nitrogen-doped ordered mesoporous carbon spheres (20-100 nm); N-doping from melamine precursor; no MXene component,"PMF/P123 micelle self-assembly (without Ti3C2Tx) + hydrothermal 130°C, 20h; carbonization 900°C, 4h, N2 atmosphere, ramping rate 5°C min-1",,,"20-100 nm sphere diameter (SEM, Fig. S5)",,,,,"~1 mg cm-2 (calculated from same ink preparation: 2 mg/400 µL ink, 200 µL on 1×1 cm2 graphite paper)","3 M KOH (aqueous, three-electrode system)",,"5 mV s-1 (CV comparison, Fig. S11a)",1 A g-1 (GCD condition),285 F g-1 at 1 A g-1; retains 24% (68.4 F g-1) at 50 A g-1,,
4,44,10.1088/0957-4484/27/17/172001,"2016, Yoon et al.",Ti₃C₂Tₓ / SWNT composite,Ti₃C₂Tₓ with single-walled CNTs as interlayer spacers,Alternating vacuum filtration of MXene and SWNT dispersion,Few-layer / delaminated MXene sheets,,,,,,,,,,2 mV s⁻¹,5 A g⁻¹,,390 F cm⁻³ (MXene/SWNTs); 350 F cm⁻³ (MXene/CNTs),
4,45,10.1088/0957-4484/27/17/172001,"2016, Yoon et al.",Ti₃C₂Tₓ / rGO composite,Ti₃C₂Tₓ with reduced graphene oxide (rGO) as additive/spacer,Vacuum filtration of MXene/rGO dispersion,Delaminated / few-layer MXene,,,,,,,,,,,,,435 F cm⁻³,
4,55,10.1002/smll.201804732,"2019, Zhang et al.",,"Poly(3,4-ethylenedioxythiophene):polystyrene sulfonate (PH1000, ~12 mg mL⁻¹)",Wet-spinning into H₂SO₄ coagulation bath; no MXene,,"3.4 Å (d(010) π–π stacking of PEDOT thiophene rings, WAXS)",,,,,,,1 M H₂SO₄ (3-electrode),,5 mV s⁻¹,,,74.6 F cm⁻³ (at 5 mV s⁻¹; reference baseline),
5,50,10.1016/j.electacta.2022.140144,2022 Shen et al.,,Co₃O₄ nanoparticles; Co³⁺ and Co²⁺ co-existing,"Hydrothermal (185 °C, 8 h) without MXene substrate",,,,,,,,~1mg cm⁻²,6 M KOH,,10mV s⁻¹,2A g⁻¹,Lower than Co-MXeneF g⁻¹,,
