search_id,row_index,DOI,Year & Author,Mxene formula,Composition,Synthesis method,Layer No,Interlayer spacing (d),Flake Size,Porosity,Pore Diameter,Tortuosity,Electrode Thickness,Mass Loading,Electrolyte,SSA,Scan Rate,Current Density,Gravimetric Capacitance,Volumetric Capacitance,Areal Capacitance
2,8,10.1002/advs.202100775,2021; Cheng et al.,Ti₃C₂Tₓ,Ti₃C₂Tₓ nanosheets + BC@PPy core-shell nanofibers (51.6 wt% BC@PPy); PPy shell via chemical oxidative polymerization,Vacuum filtration of mixed Ti₃C₂Tₓ + BC@PPy dispersion; BC@PPy by pyrrole polymerization on BC nanofibers,Few-layer,17.16 Å,,,,,97.2 µm,,2 M Zn(CF₃SO₃)₂ – 0.1 M MnSO₄ / PAM hydrogel,,5 mV s⁻¹,1 mA cm⁻²,,,388 mF cm⁻²
2,9,10.1002/advs.202100775,2021; Cheng et al.,Ti₃C₂Tₓ,"Capacitor-type: MXene/BC@PPy (51.6 wt%); Battery-type: CNTs@MnO₂ (MnO₂ mainly Mn⁴⁺, flower-like; 0.33 mg cm⁻² MnO₂)",Laser-cut interdigital electrodes; CNTs@MnO₂ by electrodeposition on CNTs film; assembled with PAM hydrogel,Few-layer (anode side),17.16 Å,,,,,,,2 M Zn(CF₃SO₃)₂ – 0.1 M MnSO₄ / PAM hydrogel,,2–6 mV s⁻¹,0.75 mA cm⁻²,,28.1 mWh cm⁻³ (energy density); 69.5 mW cm⁻³ (power density),290 mF cm⁻²
2,10,10.1021/acsomega.1c06761,"2022, Gandla et al.",Mo2Ti2C3Tx,"Mo2Ti2C3 with -OH, -F, =O terminations","HF etching (50% aq. HF, 60°C, 96 h), ultrasonication delamination, vacuum-assisted filtration",Multilayer/delaminated,2.46 nm,,,,,,~3 mg cm-2,1 M EMIMTFSI in acetonitrile,,200 mV s-1,10 mA cm-2,152 F g-1,,
2,11,10.1021/acsomega.1c06761,"2022, Gandla et al.",Ti3C2Tx,"Ti3C2 with -OH, -F, =O terminations","HF etching (50% aq. HF, 60°C, 48 h), vacuum-assisted filtration",Multilayer,1.02 nm,,,,,,~3 mg cm-2,1 M EMIMTFSI in acetonitrile,,200 mV s-1,10 mA cm-2,61 F g-1,,
2,12,10.1002/cnl2.70006,"2025, Zhang et al.",Ti₃C₂Tₓ,"Ti₃C₂ with δ-MnO₂ nanoflowers intercalated; –OH, –F, =O surface terminations",Hydrothermal (δ-MnO₂) + water bath mixing with MXene at 140°C for 12 h,,,,,,,,,1 M Na₂SO₄,,50 mV s⁻¹,1.0 A g⁻¹,108 F g⁻¹,,
2,20,10.1002/eem2.12090,2020; Li et al.,Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, =O terminations",HF-containing etching,,,,,,,,,1 M H₂SO₄ (aqueous),,,,,900,
2,21,10.1002/eem2.12090,2020; Li et al.,Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, =O terminations",HF-containing etching,,,,,,,,,1 M Li₂SO₄ (aqueous),,,,,209,
2,22,10.1002/eem2.12090,2020; Li et al.,Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, =O terminations",HF-containing etching,,,,,,,,,1 M KOH (aqueous),,,,,350,
2,23,10.1002/eem2.12090,2020; Li et al.,Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, =O terminations",HF-containing etching,,,,,,,,,EMIMTFSI (nonaqueous),,,,70,,
2,24,10.1002/eem2.12090,2020; Li et al.,Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, =O terminations",HF-containing etching,,,,,,,up to 200 µm,,1 M H₂SO₄ (aqueous),,,,270,,
2,25,10.1002/eem2.12090,2020; Li et al.,Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, =O terminations",HF-containing etching + PMMA template,,,,,,,,,3 M H₂SO₄ (aqueous),,,,,1500,
2,26,10.1002/eem2.12090,2020; Li et al.,Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, =O terminations",HF-containing etching + PMMA template,,,,,,,,,1 M LiTFSI (nonaqueous),,,,,410,
2,27,10.1002/eem2.12090,2020; Li et al.,Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, =O terminations",HF-containing etching,,,,,,,,,1 M NaClO₄ (nonaqueous),,,,166 mAh g⁻¹,,
2,28,10.1002/eem2.12090,2020; Li et al.,Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, =O terminations",HF-containing etching,,,,,,,,,3 M H₂SO₄ (aqueous),,,,272,,
2,29,10.1002/eem2.12090,2020; Li et al.,Ti₂CTₓ,Ti₂C with surface terminations,HF-containing etching,,,,,,,,,1 M LiPF₆ (nonaqueous),,,,176 mAh g⁻¹,,
2,30,10.1002/eem2.12090,2020; Li et al.,Nb₄C₃Tₓ,Nb₄C₃ with surface terminations,HF-containing etching,,,,,,,,,1 M LiPF₆ (nonaqueous),,,,333 mAh g⁻¹,,
2,31,10.1002/eem2.12090,2020; Li et al.,V₂CTₓ,V₂C with surface terminations,HF-containing etching,,,,,,,,,1 M KOH (aqueous),,,,184,,
2,32,10.1002/eem2.12090,2020; Li et al.,V₂CTₓ,V₂C with surface terminations,HF-containing etching,,,,,,,,,1 M MgSO₄ (aqueous),,,,225,,
2,33,10.1002/eem2.12090,2020; Li et al.,V₂CTₓ,V₂C with surface terminations,HF-containing etching,,,,,,,,,1 M NaPF₆ (nonaqueous),,,,,170,
2,34,10.1002/eem2.12090,2020; Li et al.,Mo₂CTₓ,Mo₂C with surface terminations,HF-containing etching,,,,,,,,,1 M H₂SO₄ (aqueous),,,,,700,
2,35,10.1002/eem2.12090,2020; Li et al.,Mo₂CTₓ,Mo₂C with surface terminations,HF-containing etching + PMMA template,,,,,,,,,3 M H₂SO₄ (aqueous),,,,,750,
2,36,10.1002/eem2.12090,2020; Li et al.,Nb₂CTₓ,Nb₂C with surface terminations,HF-containing etching,,,,,,,,,1 M LiPF₆ (nonaqueous),,,,600 mAh g⁻¹,,
2,37,10.1002/eem2.12090,2020; Li et al.,Mo₂Ti₂C₃Tₓ,Mo₂Ti₂C₃ with surface terminations,HF-containing etching,,,,,,,,,1 M LiPF₆ (nonaqueous),,,,269 mAh g⁻¹,,
2,38,10.1002/eem2.12090,2020; Li et al.,Mo₁.₃₃CTₓ,Mo₁.₃₃C with surface terminations,HF-containing etching,,,,,,,,,1 M H₂SO₄ (aqueous),,,,,1153,
2,39,10.1002/eem2.12090,2020; Li et al.,Ta₄C₃Tₓ,Ta₄C₃ with surface terminations,HF-containing etching,,,,,,,,,0.1 M H₂SO₄ (aqueous),,,,480,,
2,40,10.1002/eem2.12090,2020; Li et al.,Mo₂TiC₂Tₓ,Mo₂TiC₂ with surface terminations,HF-containing etching,,,,,,,,,1 M H₂SO₄ (aqueous),,,,,413,
2,46,10.1021/acsomega.3c04058,"2024, Bukhari et al.",Ti₃C₂Tₓ,10% Ti₃C₂ MXene + 90% C60 (wt%),"HF/H₂O₂ etching of Ti₃SiC₂ (55°C, 45h) + TMAOH delamination + hydrothermal composite (90°C, 24h)",Multilayer (delaminated),,,,,,,,6 M KOH,,2 mV s⁻¹,,~50 F g⁻¹,,
2,47,10.1021/acsomega.3c04058,"2024, Bukhari et al.",Ti₃C₂Tₓ,25% Ti₃C₂ MXene + 75% C60 (wt%),"HF/H₂O₂ etching of Ti₃SiC₂ (55°C, 45h) + TMAOH delamination + hydrothermal composite (90°C, 24h)",Multilayer (delaminated),,,,,,,,6 M KOH,,2 mV s⁻¹,,~120 F g⁻¹,,
2,48,10.1021/acsomega.3c04058,"2024, Bukhari et al.",Ti₃C₂Tₓ,50% Ti₃C₂ MXene + 50% C60 (wt%),"HF/H₂O₂ etching of Ti₃SiC₂ (55°C, 45h) + TMAOH delamination + hydrothermal composite (90°C, 24h)",Multilayer (delaminated),,,,,,,,6 M KOH,,2 mV s⁻¹,,~160 F g⁻¹,,
2,49,10.1021/acsomega.3c04058,"2024, Bukhari et al.",Ti₃C₂Tₓ,75% Ti₃C₂ MXene + 25% C60 (wt%),"HF/H₂O₂ etching of Ti₃SiC₂ (55°C, 45h) + TMAOH delamination + hydrothermal composite (90°C, 24h)",Multilayer (delaminated),,,,,,,,6 M KOH,,2 mV s⁻¹,,~240 F g⁻¹,,
2,50,10.1021/acsomega.3c04058,"2024, Bukhari et al.",Ti₃C₂Tₓ,90% Ti₃C₂ MXene + 10% C60 (wt%),"HF/H₂O₂ etching of Ti₃SiC₂ (55°C, 45h) + TMAOH delamination + hydrothermal composite (90°C, 24h)",Multilayer (delaminated),,,,,,,,6 M KOH,,2 mV s⁻¹,,348 F g⁻¹,,
2,51,10.1002/adfm.202003721,"2020, Li et al.",Ti3C2Tx,"Ti3C2 with -O, -F, -OH terminations",MILD (LiF/HCl etching + ultrasonication),Multilayer (delaminated),13.16 Å,500-1200 nm,,,,,,1.0 M Li2SO4,,20 mV s-1,,,289.73 F cm-3,
2,52,10.1002/adfm.202003721,"2020, Li et al.",Ti3C2Tx,"Ti3C2 with -O, -F, -OH terminations",MILD (LiF/HCl etching + ultrasonication),Multilayer (delaminated),14.71 Å,500-1200 nm,,,,,,1.0 M Li2SO4,,20 mV s-1,,,288.35 F cm-3,
2,53,10.1002/adfm.202003721,"2020, Li et al.",Ti3C2Tx,"Ti3C2 with -O, -F, -OH terminations",MILD (LiF/HCl etching + ultrasonication),Multilayer (delaminated),15.01 Å,500-1200 nm,,,,,,1.0 M Li2SO4,,20 mV s-1,,,290.34 F cm-3,
2,54,10.1002/adfm.202003721,"2020, Li et al.",Ti3C2Tx,"Ti3C2 with -O, -F, -OH terminations",MILD (LiF/HCl etching + ultrasonication),Multilayer (delaminated),15.62 Å,500-1200 nm,,,,,,1.0 M Li2SO4,,20 mV s-1,,,363.25 F cm-3,
2,55,10.1002/adfm.202003721,"2020, Li et al.",Ti3C2Tx,"Ti3C2 with -O, -F, -OH terminations",MILD (LiF/HCl etching + ultrasonication),Multilayer (delaminated),15.05 Å,500-1200 nm,,,,,,1.0 M Li2SO4,,20 mV s-1,,,338.25 F cm-3,
2,56,10.1002/adfm.202003721,"2020, Li et al.",Ti3C2Tx,"Ti3C2 with -O, -F, -OH terminations",MILD (LiF/HCl etching + ultrasonication),Multilayer (delaminated),15.15 Å,500-1200 nm,,,,,,1.0 M Li2SO4,,20 mV s-1,,,331.29 F cm-3,
2,57,10.1002/adfm.202003721,"2020, Li et al.",Ti3C2Tx,"Ti3C2 with -O, -F, -OH terminations",MILD (LiF/HCl etching + ultrasonication),Multilayer (delaminated),15.40 Å,500-1200 nm,,,,,,1.0 M Li2SO4,,20 mV s-1,,,338.24 F cm-3,
2,58,10.1002/adfm.202003721,"2020, Li et al.",Ti3C2Tx,"Ti3C2 with -O, -F, -OH terminations",MILD (LiF/HCl etching + ultrasonication),Multilayer (delaminated),,500-1200 nm,,,,,,1.0 M Li2SO4,,20 mV s-1,,,329.50 F cm-3,
2,59,10.1002/adfm.202003721,"2020, Li et al.",Ti3C2Tx,"Ti3C2 with -O, -F, -OH terminations",MILD (LiF/HCl etching + ultrasonication),Multilayer (delaminated),,500-1200 nm,,,,,,1.0 M Li2SO4,,20 mV s-1,,,307.83 F cm-3,
2,60,10.1002/adfm.202003721,"2020, Li et al.",Ti3C2Tx,"Ti3C2 with -O, -F, -OH terminations",MILD (LiF/HCl etching + ultrasonication),Multilayer (delaminated),15.40 Å,500-1200 nm,,,,2.0 µm (crumple-textured),0.36 mg cm-2,1.0 M ZnSO4/gelatin gel,,5 mV s-1,,,665.5 F cm-3,77.2 mF cm-2
2,61,10.1007/s12274-021-3939-1,"2022, Li et al.",Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, –O terminations","HF etching of Ti₃AlC₂ (6 mol·L⁻¹, RT, 72 h)",Multilayer,9.5,,,,,,,1 mol·L⁻¹ H₂SO₄,,2,,72,,
2,62,10.1007/s12274-021-3939-1,"2022, Li et al.",Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, –O; K⁺ intercalated (Ti₃C₂TₓK₀.₂₄)",HF etching + electrochemical discharge in sat. K₂SO₄ at 10 mV·s⁻¹ (0 to −0.7 V vs. Ag/AgCl),Multilayer,12.4,,,,,,,1 mol·L⁻¹ H₂SO₄,,2,,185,,
2,63,10.1007/s12274-021-3939-1,"2022, Li et al.",Ti₃C₂Tₓ,Ti₃C₂ with –O enriched terminations; trapped K⁺ pillar (Ti₃C₂TₓK₀.₀₆),HF etching + electrochemical discharge/charge cycling in sat. K₂SO₄ at 10 mV·s⁻¹,Multilayer,12.7,,,,,,,1 mol·L⁻¹ H₂SO₄,,2,,380,,
2,64,10.1007/s12274-021-3939-1,"2022, Li et al.",Ti₃C₂Tₓ,Ti₃C₂ with –O enriched terminations; trapped Cs⁺ pillar,HF etching + electrochemical cycling in 1 mol·L⁻¹ Cs₂SO₄ at 10 mV·s⁻¹,Multilayer,12.7,,,,,,,1 mol·L⁻¹ H₂SO₄,,2,,,,
2,65,10.1007/s12274-021-3939-1,"2022, Li et al.",Ti₃C₂Tₓ,,HF etching + electrochemical cycling in 1 mol·L⁻¹ Na₂SO₄ at 10 mV·s⁻¹,Multilayer,,,,,,,,1 mol·L⁻¹ H₂SO₄,,2,,~250,,
2,66,10.1007/s12274-021-3939-1,"2022, Li et al.",Ti₃C₂Tₓ,Ti₃C₂ with –O enriched terminations; Li⁺ treated,HF etching + electrochemical cycling in 1 mol·L⁻¹ Li₂SO₄ at 10 mV·s⁻¹,Multilayer,,,,,,,,1 mol·L⁻¹ H₂SO₄,,2,,,,
2,67,10.1007/s12274-021-3939-1,"2022, Li et al.",Ti₃C₂Tₓ,Ti₃C₂ with partly hydrated Mg²⁺ intercalated,HF etching + electrochemical cycling in 1 mol·L⁻¹ MgSO₄ at 10 mV·s⁻¹,Multilayer,15.2,,,,,,,1 mol·L⁻¹ H₂SO₄,,2,,72,,
2,68,10.1007/s12274-021-3939-1,"2022, Li et al.",Ti₃C₂Tₓ,Ti₃C₂ with original terminations; Al³⁺ fully extracted,HF etching + electrochemical cycling in sat. Al₂(SO₄)₃ at 10 mV·s⁻¹,Multilayer,9.5,,,,,,,1 mol·L⁻¹ H₂SO₄,,,,~72,,
2,69,10.1002/adfm.202109524,"2021, Peng et al.",Ti₃C₂Tₓ,"Ti₃C₂ with –F, –OH, =O terminations","MILD (LiF/HCl etching), 35°C, 24 h",Few-layer,1.23 nm,,,2.60 and 11.7 nm,,,1 mg cm⁻²,2 M ZnSO₄ (aqueous),112.7 m² g⁻¹,20 mV s⁻¹,0.2 A g⁻¹,78.6 F g⁻¹,,
2,70,10.1002/adfm.202109524,"2021, Peng et al.",Ti₃C₂Tₓ (EDA-intercalated),"Ti₃C₂ with –F, –OH, =O terminations + EDA pillars; N: 3.73%","MILD etching + one-step amination (70°C, 6 h)",Few-layer,1.36 nm,,,3.38 and 7.52 nm,,,1 mg cm⁻²,2 M ZnSO₄ (aqueous),,20 mV s⁻¹,0.2 A g⁻¹,96.6 F g⁻¹,,
2,71,10.1002/adfm.202109524,"2021, Peng et al.",Ti₃C₂Tₓ (PrDA-intercalated),"Ti₃C₂ with –F, –OH, =O terminations + PrDA pillars; N: 4.15%","MILD etching + one-step amination (70°C, 6 h)",Few-layer,1.39 nm,,,3.38 and 7.52 nm,,,1 mg cm⁻²,2 M ZnSO₄ (aqueous),,20 mV s⁻¹,0.2 A g⁻¹,101.0 F g⁻¹,,
2,72,10.1002/adfm.202109524,"2021, Peng et al.",Ti₃C₂Tₓ (BDA-intercalated),"Ti₃C₂ with –F, –OH, =O terminations + BDA pillars; N: 4.38%","MILD etching + one-step amination (70°C, 6 h)",Few-layer,1.40 nm,,,3.38 and 7.55 nm,,,1 mg cm⁻²,2 M ZnSO₄ (aqueous),,20 mV s⁻¹,0.2 A g⁻¹,101.3 F g⁻¹,,
2,73,10.1002/adfm.202109524,"2021, Peng et al.",Ti₃C₂Tₓ (PDA-intercalated),"Ti₃C₂ with –F, –OH, =O terminations + PDA pillars; N: 8.72%","MILD etching + one-step amination (70°C, 6 h)",Few-layer,1.38 nm,,,2.84 and 11.7 nm,,,1 mg cm⁻²,2 M ZnSO₄ (aqueous); also 1 M Zn(OTF)₂ + 21 M LiTFSI,195.8 m² g⁻¹,20 mV s⁻¹,0.2 A g⁻¹,124.4 F g⁻¹,,
2,74,10.1002/adfm.202211199,"2023, Wang et al.",Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, =O terminations","MILD (LiF/HCl etching of Ti₃AlC₂, 35°C, 24 h)",,1.33 nm,4.51 μm,,,,<10.08 μm,,2 M ZnSO₄ / PAM gel,,5 mV s⁻¹,3 mA cm⁻²,,,
2,75,10.1002/adfm.202211199,"2023, Wang et al.",Ti₃C₂Tₓ (Porous),"Ti₃C₂ with –OH, –F, =O terminations; C/O ratio 2.9","MILD etching + H₂O₂ oxidation-etching (15 μL, 30%, 1 h, RT)",,1.37 nm,1.13 μm,16.90%,12.15 nm,,<10.08 μm,,2 M ZnSO₄ / PAM gel,,5 mV s⁻¹,3 mA cm⁻²,,,
2,76,10.1002/adfm.202211199,"2023, Wang et al.",Ti₃C₂Tₓ / CNF Foam,"Ti₃C₂ with –OH, –F, =O + CNF intercalant; C/O ratio 2.6","MILD etching + H₂O₂ pore-making + CNF intercalation + N₂H₄·H₂O gas foaming (90°C, 6 h)",,1.40 nm,1.13 μm,,Micro <2 nm / Meso ~12.15 nm / Macro >50 nm,,276.32 μm,,2 M ZnSO₄ / PAM gel,,5 mV s⁻¹,3 mA cm⁻²,,,410 mF cm⁻²
2,77,10.1039/c9ta02190f,"2019, Zheng et al.",Ti₃C₂Tₓ,"Ti₃C₂ with surface terminations (–OH, –F, =O)",LiF/HCl etching (MILD),Single-layer / delaminated,1.45 nm,1–3 µm,,,,3.2 µm,,EMIMBF₄ (liquid),,50 mV s⁻¹,0.1 mA cm⁻²,,139 F cm⁻³,44 mF cm⁻²
2,78,10.1039/c9ta02190f,"2019, Zheng et al.",Ti₃C₂Tₓ,"Ti₃C₂ with surface terminations (–OH, –F, =O)",LiF/HCl etching (MILD),Single-layer / delaminated,1.09 nm,1–3 µm,,,,3.2 µm,,EMIMBF₄ (liquid),,50 mV s⁻¹,,,63 F cm⁻³,
2,79,10.1039/c9ta02190f,"2019, Zheng et al.",Ti₃C₂Tₓ,"Ti₃C₂ with surface terminations (–OH, –F, =O)",LiF/HCl etching (MILD),Single-layer / delaminated,,1–3 µm,,,,3.2 µm,,EMIMTFSI,,50 mV s⁻¹,0.1 mA cm⁻²,,93 F cm⁻³,29 mF cm⁻²
2,80,10.1039/c9ta02190f,"2019, Zheng et al.",Ti₃C₂Tₓ,"Ti₃C₂ with surface terminations (–OH, –F, =O)",LiF/HCl etching (MILD),Single-layer / delaminated,,1–3 µm,,,,3.2 µm,,"N₁₁,₁O₁,₁O₂BF₄",,50 mV s⁻¹,0.1 mA cm⁻²,,103 F cm⁻³,33 mF cm⁻²
2,81,10.1039/c9ta02190f,"2019, Zheng et al.",Ti₃C₂Tₓ,"Ti₃C₂ with surface terminations (–OH, –F, =O)",LiF/HCl etching (MILD),Single-layer / delaminated,,1–3 µm,,,,3.2 µm,,BMIMPF₆,,50 mV s⁻¹,0.1 mA cm⁻²,,39 F cm⁻³,12 mF cm⁻²
2,82,10.1039/c9ta02190f,"2019, Zheng et al.",Ti₃C₂Tₓ,"Ti₃C₂ with surface terminations (–OH, –F, =O)",LiF/HCl etching (MILD),Single-layer / delaminated,1.45 nm,1–3 µm,,,,3.2 µm,,EMIMBF₄/PVDF-HFP ionogel,,50 mV s⁻¹,0.1 mA cm⁻²,,133 F cm⁻³,42 mF cm⁻²
2,83,10.1021/acsnano.6b07668,"2017, Luo et al.",Ti₃C₂,"Ti₃C₂ with –OH, –F, =O terminations","HF etching of Ti₃AlC₂ (40% HF, 24 h, RT), freeze-dried",Multilayer,0.977 nm,,,,,,,1 M LiPF₆ in EC/DEC/EMC (1:1:1) + 1 wt% FEC,,,0.1 A g⁻¹,,,
2,84,10.1021/acsnano.6b07668,"2017, Luo et al.",Ti₃C₂,Ti₃C₂ intercalated with CTA⁺ surfactant,"HF etching + CTAB prepillaring at 40 °C, 24 h (0.15 g CTAB in 40 mL solution)",Multilayer,2.230 nm,,,,,,,1 M LiPF₆ in EC/DEC/EMC (1:1:1) + 1 wt% FEC,,,0.1 A g⁻¹,248 mAh g⁻¹,,
2,85,10.1021/acsnano.6b07668,"2017, Luo et al.",Ti₃C₂,"Ti₃C₂ with Sn(IV) nanocomplex, no surfactant",HF etching + direct SnCl₄ immersion without CTAB prepillaring (control sample),Multilayer,0.977 nm,,,,,,,1 M LiPF₆ in EC/DEC/EMC (1:1:1) + 1 wt% FEC,,,0.1 A g⁻¹,218 mAh g⁻¹,,
2,86,10.1021/acsnano.6b07668,"2017, Luo et al.",Ti₃C₂,Ti₃C₂ with CTA⁺ + Sn(IV) nanocomplex; 8.41 wt% Sn; Ti/Sn ratio 5.99,"HF etching → CTAB prepillaring (40 °C, 24 h) → SnCl₄·5H₂O intercalation (24 h); ion-exchange",Multilayer,,,,,,,,1 M LiPF₆ in EC/DEC/EMC (1:1:1) + 1 wt% FEC,,0.1–2 mV s⁻¹,0.1 / 1 A g⁻¹,765 mAh g⁻¹ (0.1 A g⁻¹); 506 mAh g⁻¹ (1 A g⁻¹),,
2,87,10.1016/j.electacta.2018.02.019,"2018, Qian et al.",Ti3C2Tx,"Ti3C2 with -OH, -F, =O terminations","LiF/HCl etching, DMSO delamination",Delaminated multilayer,1.344 nm (after 5000 cycles),,,,,40 µm,,2 M LiCl (aqueous),,5 mV s-1,1 mA cm-2,,"463 F cm-3 (GCD, 1 mA cm-2)",
2,88,10.1016/j.electacta.2018.02.019,"2018, Qian et al.",Ti3C2Tx,"Ti3C2 with -OH, -F, =O terminations","LiF/HCl etching, DMSO delamination",Delaminated multilayer,1.313 nm (after 5000 cycles),,,,,40 µm,,2 M NaCl (aqueous),,5 mV s-1,1 mA cm-2,,"316 F cm-3 (GCD, 1 mA cm-2)",
2,89,10.1016/j.electacta.2018.02.019,"2018, Qian et al.",Ti3C2Tx,"Ti3C2 with -OH, -F, =O terminations","LiF/HCl etching, DMSO delamination",Delaminated multilayer,1.305 nm (after 5000 cycles),,,,,40 µm,,2 M KCl (aqueous),,5 mV s-1,1 mA cm-2,,"508 F cm-3 (GCD, 1 mA cm-2)",
2,90,10.1038/s41467-020-19992-3,"2020, Gao et al.",Ti₃C₂Tₓ,"Ti₃C₂ with surface terminations (–OH, –F, =O)","HF/HCl etching of Ti₃AlC₂ MAX phase, LiCl delamination",Delaminated single layer,10.8 Å,~250 nm,,,High (qualitative),~10 µm,>1.8 mg cm⁻²,1 M EMIM-TFSI/Li-TFSI (1:1) in ACN,,10 mV s⁻¹,,50 F g⁻¹,,
2,91,10.1038/s41467-020-19992-3,"2020, Gao et al.",Ti₃C₂Tₓ,"Ti₃C₂ + knotted CNTs (17 wt%); thin ~15 nm, thick ~55 nm CNTs",HF/HCl etching + LiCl delamination; knotted CNTs via two-stage fluidized bed CVD; self-assembly vacuum filtration,Delaminated; 3D misaligned,15.8 Å,~250 nm,,,Reduced (qualitative),~10 µm,>1.8 mg cm⁻²,1 M EMIM-TFSI/Li-TFSI (1:1) in ACN,,10 mV s⁻¹,,130 F g⁻¹,276 F cm⁻³,
2,92,10.1038/s41467-020-19992-3,"2020, Gao et al.",Ti₃C₂Tₓ,Ti₃C₂ + knotted CNTs (9 wt%),HF/HCl etching + LiCl delamination; knotted CNTs via two-stage fluidized bed CVD; self-assembly vacuum filtration,Delaminated; partially disrupted stacking,14.7 Å,~250 nm,,,Partially reduced (qualitative),~10 µm,>1.8 mg cm⁻²,1 M EMIM-TFSI/Li-TFSI (1:1) in ACN,,10 mV s⁻¹,,~100 F g⁻¹,,
2,93,10.1038/s41467-020-19992-3,"2020, Gao et al.",Ti₃C₂Tₓ,Ti₃C₂ + commercial non-knotted MWCNTs (~35 nm uniform diameter),HF/HCl etching + LiCl delamination; commercial MWCNTs; self-assembly vacuum filtration,Delaminated; 2D stacked,,~250 nm,,,High (qualitative),,,1 M EMIM-TFSI/Li-TFSI (1:1) in ACN,,10–500 mV s⁻¹,,,,
2,95,10.1557/s43577-021-00150-z,"2021, Wang & Bannenberg",Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, =O terminations",HF etching of Ti₃AlC₂ MAX phase; macropores via polymer nanosphere template + annealing,,,,,,,13–180 µm,,H₂SO₄ (acidic aqueous),,100 V s⁻¹,,,,
2,98,10.1557/s43577-021-00150-z,"2021, Wang & Bannenberg",Ti₃C₂Cl₂,Ti₃C₂ with –Cl terminations,Etching of Ti₃ZnC₂ in ZnCl₂ Lewis acidic molten salt,,,,,,,,,Li⁺-based organic electrolyte,,,,,,
2,99,10.1007/s40843-022-2243-2,"2022, Hu et al.",Ti3C2Tx,"Ti3C2 with -OH, -F, =O terminations",HF etching of Ti3AlC2 (6 mol/L HF),Multilayer,9.6 Å,,,,,,,1 mol/L H2SO4,,2 mV/s,,,,
2,100,10.1007/s40843-022-2243-2,"2022, Hu et al.",Ti3C2Tx,"Ti3C2 with -OH, -F, =O; Li+ intercalated","HF etching + 1 mol/L Li2SO4 immersion 36 h, dried 60°C",Multilayer,12.1 Å,,,,,,,1 mol/L H2SO4,,2 mV/s,,~150 F/g,,
2,101,10.1007/s40843-022-2243-2,"2022, Hu et al.",Ti3C2Tx,,"HF etching + 1 mol/L Na2SO4 immersion 36 h, dried 60°C",Multilayer,,,,,,,,1 mol/L H2SO4,,2 mV/s,,~180 F/g,,
2,102,10.1007/s40843-022-2243-2,"2022, Hu et al.",Ti3C2Tx,"Ti3C2 with -OH, -F, =O; K+ intercalated","HF etching + saturated K2SO4 immersion 36 h, dried 60°C",Multilayer,,,,,,,,1 mol/L H2SO4,,2 mV/s,,~220 F/g,,
2,103,10.1007/s40843-022-2243-2,"2022, Hu et al.",Ti3C2Tx,"Ti3C2 with -OH, -F, =O; Cs+ intercalated (dehydrated, pore center)","HF etching + 1 mol/L Cs2SO4 immersion 36 h, dried 60°C",Multilayer,12.6 Å,,,,,,,1 mol/L H2SO4,,2 mV/s,,254 F/g,,
2,104,10.1007/s40843-022-2243-2,"2022, Hu et al.",Ti3C2Tx,"Ti3C2 with -OH, -F, =O; Mg2+ intercalated","HF etching + 1 mol/L MgSO4 immersion 36 h, dried 60°C",Multilayer,,,,,,,,1 mol/L H2SO4,,,,,,
2,105,10.1007/s40843-022-2243-2,"2022, Hu et al.",Ti3C2Tx,"Ti3C2 with -OH, -F, =O; Zn2+ intercalated (dehydrated, uneven spacing)","HF etching + 1 mol/L ZnSO4 immersion 36 h, dried 60°C",Multilayer,~12.1 Å,,,,,,,1 mol/L H2SO4,,20 mV/s,,,,
2,106,10.1007/s40843-022-2243-2,"2022, Hu et al.",Ti3C2Tx,"Ti3C2 with reduced -F, increased =O/-OH; Cs+ intercalated","HF etching + 1 mol/L CsOH immersion 36 h, dried 60°C",Multilayer,~12.6 Å,,,,,,,1 mol/L H2SO4,,2 mV/s,,~725% of pristine,,
2,108,10.1002/smsc.202500367,"2025, Li et al.",Ti₃C₂Tₓ,"Ti₃C₂ with –F, =O, –OH terminations",MILD (LiF/HCl etching of Ti₃AlC₂),Multilayer,16.3–17.0 Å (0–1 V),,,,,~2 mm,~1–2 mg,1M LiCl,<10 m² g⁻¹,,0.03 A g⁻¹,62.8 F g⁻¹,,
2,109,10.1002/smsc.202500367,"2025, Li et al.",Ti₃C₂Tₓ,"Ti₃C₂ with –F, =O, –OH terminations",MILD (LiF/HCl etching of Ti₃AlC₂),Multilayer,15.6–17.3 Å (0–1 V),,,,,~2 mm,~1–2 mg,1M NaCl,<10 m² g⁻¹,,0.03 A g⁻¹,50.1 F g⁻¹,,
