search_id,row_index,DOI,Year & Author,Mxene formula,Composition,Synthesis method,Layer No,Interlayer spacing (d),Flake Size,Porosity,Pore Diameter,Tortuosity,Electrode Thickness,Mass Loading,Electrolyte,SSA,Scan Rate,Current Density,Gravimetric Capacitance,Volumetric Capacitance,Areal Capacitance
3,46,10.1002/smll.202202203,"2022, Lv & Zhang et al.",Ti₃C₂Tₓ,"Ti₃C₂ with -O, -OH, -F terminations; PS80 used as sacrificial template","LiF/HCl etching + PS80 templating (6:1 MXene:PS), vacuum filtration, annealing 450 °C under Ar",Monolayer flakes; some regional restacking noted,"15.2 Å (XRD (002) at ~5.8°, after PS assembly)",300–500 nm (SEM),,~80 nm (matches PS80 template),,,~0.16 mg (1×1 mm electrode),1 M H₂SO₄ (aqueous),,2 mV s⁻¹,,457 F g⁻¹ at 2 mV s⁻¹; 105 F g⁻¹ at 1000 mV s⁻¹,1089 F cm⁻³ at 2 mV s⁻¹; 246 F cm⁻³ at 1000 mV s⁻¹,
3,47,10.1002/smll.202202203,"2022, Lv & Zhang et al.",Ti₃C₂Tₓ,"Ti₃C₂ with -O, -OH, -F terminations; PS310 template (size matches flakes)","LiF/HCl etching + PS310 templating (6:1 MXene:PS), vacuum filtration, annealing 450 °C under Ar",Monolayer flakes; minimum restacking (optimal template match),"15.2 Å (XRD (002) at 5.8°, confirmed pre- and post-annealing)",300–500 nm (SEM); template 310 nm closely matches,,~310 nm (matches PS310 template),,,~0.16 mg (1×1 mm electrode),1 M H₂SO₄ (aqueous),,2 mV s⁻¹,1 A g⁻¹,474 ± 12 F g⁻¹ at 2 mV s⁻¹; 115 F g⁻¹ at 1000 mV s⁻¹,1121 F cm⁻³ at 2 mV s⁻¹; 268 F cm⁻³ at 1000 mV s⁻¹,
3,48,10.1002/smll.202202203,"2022, Lv & Zhang et al.",Ti₃C₂Tₓ,"Ti₃C₂ with -O, -OH, -F terminations; PS570 template (oversized vs flakes)","LiF/HCl etching + PS570 templating (6:1 MXene:PS), vacuum filtration, annealing 450 °C under Ar",Monolayer flakes; large pores and thick stacked walls between spheres,,300–500 nm (SEM); template 570 nm oversized,,~570 nm (matches PS570 template),,,~0.16 mg (1×1 mm electrode),1 M H₂SO₄ (aqueous),,2 mV s⁻¹,,424 F g⁻¹ at 2 mV s⁻¹; 98 F g⁻¹ at 1000 mV s⁻¹,810 F cm⁻³ at 2 mV s⁻¹; 140 F cm⁻³ at 1000 mV s⁻¹,
3,49,10.1002/smll.202202203,"2022, Lv & Zhang et al.",Ti₃C₂Tₓ,"Ti₃C₂ with -O, -OH, -F terminations + SWCNT (5 wt%) as conductive spacer","LiF/HCl etching + PS310 templating + SWCNT dispersion (5 wt%, STDC surfactant), vacuum filtration, annealing 450 °C under Ar",Monolayer flakes in foam; CNTs enrich nanosized channels,,300–500 nm (SEM),,"~310 nm (PS-templated) + nanosized CNT-induced pores (BET in SI, values not stated)",,,~0.16 mg (1×1 mm electrode),1 M H₂SO₄ (aqueous); PVA-H₂SO₄ gel for assembled SC,,2 mV s⁻¹,1 A g⁻¹,462 ± 8 F g⁻¹ at 2 mV s⁻¹; 205 F g⁻¹ at 1000 mV s⁻¹ (44% retention),1007 F cm⁻³ at 2 mV s⁻¹; 445 F cm⁻³ at 1000 mV s⁻¹,
3,60,10.1002/adfm.202102874,"2021, Wu et al.",Ti3C2Tx,Ti3C2 with surface terminations (Tx); pure nanosheet film,LiF/HCl etching of Ti3AlC2 MAX phase; vacuum filtration,"Multilayer, delaminated",,,Low; 15 wt% trapped water,,High; tortuous ion-transport paths noted,3 µm,1.19 mg cm-2,3 M H2SO4 (aqueous),8.4 m2 g-1,10–2000 mV s-1,,,~978 F cm-3 at 10 mV s-1; ~10% retention at 2000 mV s-1,
3,61,10.1002/adfm.202102874,"2021, Wu et al.",Ti3C2Tx,Ti3C2Tx nanosheets + 25 wt% Ti3C2Tx microgel,LiF/HCl etching; microgel reassembly by vacuum filtration,"Multilayer, delaminated",,,,,,,,3 M H2SO4 (aqueous),,10–2000 mV s-1,,,~200 F cm-3 at 2000 mV s-1; ~30% retention,
3,62,10.1002/adfm.202102874,"2021, Wu et al.",Ti3C2Tx,Ti3C2Tx nanosheets + 50 wt% Ti3C2Tx microgel; mesopore-rich film,LiF/HCl etching; microgel reassembly by vacuum filtration,"Multilayer, delaminated",,,61 wt% trapped water; mesopore-dominated,3–5 nm,Reduced vs. Ti3C2Tx film; relaxation time 200 ms,3.5 µm,1.16 mg cm-2,3 M H2SO4 (aqueous),~33 m2 g-1 (from Fig. 2g),10–2000 mV s-1,2 A g-1 (flexible device GCD),~300 F g-1 at 2000 mV s-1,978 F cm-3 at 10 mV s-1; 736 F cm-3 at 2000 mV s-1 (75% retention),
3,63,10.1002/adfm.202102874,"2021, Wu et al.",Ti3C2Tx,Ti3C2Tx nanosheets + 75 wt% Ti3C2Tx microgel,LiF/HCl etching; microgel reassembly by vacuum filtration,"Multilayer, delaminated",,,,3–5 nm,,,,3 M H2SO4 (aqueous),~50 m2 g-1 (from Fig. 2g),10–2000 mV s-1,,~300 F g-1 at 2000 mV s-1,<736 F cm-3 at 2000 mV s-1; slightly below RAMX-50%,
3,64,10.1002/adfm.202102874,"2021, Wu et al.",Ti3C2Tx,100% Ti3C2Tx microgel with ~5 wt% rGO (from hydrogel crosslinking),LiF/HCl etching; GO-assisted gelation; probe sonication to form microgel; vacuum filtration,3D crosslinked multilayer,,~570 nm average microgel particle diameter,Highest among all films,3–5 nm,,,,3 M H2SO4 (aqueous),65.4 m2 g-1,10–2000 mV s-1,,~300 F g-1 at 2000 mV s-1,Lowest volumetric at 2000 mV s-1 due to low density (~2.6 g cm-3),
3,65,10.1002/smll.201802225,"2018, Wang, Qin et al.",Ti3C2Tx,"Ti3C2 with -F, -O, -OH terminations",MILD (LiF/HCl etching + delamination),Delaminated (single/few-layer),,,,,,120 µm (yarn diameter),97.4 wt%,3 M H2SO4,,5 mV s-1,2 mA cm-2,428 F g-1,1083 F cm-3,3188 mF cm-2
3,66,10.1002/smll.201802225,"2018, Wang, Qin et al.",Ti3C2Tx,"Ti3C2 with -F, -O, -OH terminations",MILD (LiF/HCl etching + delamination),Delaminated (single/few-layer),,,,,,,86.2 wt%,3 M H2SO4,,5 mV s-1,2 mA cm-2,,,
3,67,10.1002/smll.201802225,"2018, Wang, Qin et al.",Ti3C2Tx,"Ti3C2 with -F, -O, -OH terminations",MILD (LiF/HCl etching + delamination),Delaminated (single/few-layer),,,,,,,69.2 wt%,3 M H2SO4,,5 mV s-1,2 mA cm-2,,,
3,68,10.2139/ssrn.4354743,2023; Liu et al.,Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, =O terminations",LiF/HCl etching (MILD); vacuum filtered layered film,Few-layer (~1.3 nm single layer by TEM),1.10 nm,1 µm,,2–4 nm (mesopore; no micropores),,,,3 M H₂SO₄,17.8 m² g⁻¹,2 mV s⁻¹,1 A g⁻¹,258 F g⁻¹,,
3,70,10.2139/ssrn.4354743,2023; Liu et al.,Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, =O terminations",LiF/HCl etching + Mg²⁺ ion-assisted 3D porous assembly,,1.43 nm,54 µm (agglomerated nanoparticles),,5–10 nm mesopores; enhanced micropore at 1.2 nm,,,,3 M H₂SO₄,33.0 m² g⁻¹,2 mV s⁻¹,1 A g⁻¹,420 F g⁻¹,,
3,71,10.2139/ssrn.4354743,2023; Liu et al.,Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, =O terminations",LiF/HCl etching + Al³⁺ ion-assisted 3D porous assembly,,1.36 nm,200 µm (agglomerated nanoparticles),,2–4 nm + ~20 nm mesopores; no micropores,,,,3 M H₂SO₄,43.7 m² g⁻¹,2 mV s⁻¹,1 A g⁻¹,288 F g⁻¹,,
4,1,10.1002/aelm.201800179,2018; Huang et al.,Ti₃C₂Tₓ,"Ti₃C₂ with –O, –OH, –F terminations",MILD (LiF/HCl etching),Few-layer (two-layer flakes shown by HRTEM),2.04 nm,Several µm,,,,21 µm,,PVA/H₂SO₄ gel,,5 mV s⁻¹,0.25 mA cm⁻²,,183 F cm⁻³,340 mF cm⁻²
4,2,10.1002/advs.202305991,2024; He et al.,Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, =O terminations",MILD (LiF/HCl etching) + mechanical delamination; QDs by ultrasonication,Delaminated (single-/few-layer NSs),,7.6–9.5 µm (NSs); ~2.3 nm (QDs),,,,,,1 M H₂SO₄,,10 mV s⁻¹,1 A cm⁻³,,1560 F cm⁻³,
4,8,10.1002/cssc.201902679,"2020, Li, Wen, Zhang",Ti3C2Tx,"Ti3C2Tx with –O, –OH, –F and –Cl surface terminations; terminations bonded to outer Ti layers","Review covers HF, MILD (LiF/HCl), NH4HF2, NaOH hydrothermal and electrochemical etching; headline 1500 F cm-3 result uses MILD-etched hydrogel","Few-layer / monolayer (delaminated), highlighted as preferred form for high performance",,,,,,,Discussed; commercial target >10 mg cm-2; review notes ~20% capacitance decrease at 10 mg cm-2 loading,3 M H2SO4 aqueous acidic electrolyte,,2 mV s-1,,517 F g-1 (best pure Ti3C2Tx value highlighted; K+ intercalation plus terminal group removal),1500 F cm-3 (best pure Ti3C2Tx hydrogel result highlighted); 900 F cm-3 for additive-free clay film,3440 mF cm-2 (highest reported in review for Ti3C2Tx/PDA composite at 13.6 mg cm-2)
4,11,10.3390/molecules30020241,"2025, Liu et al.",Ti3C2Tx,"Ti3C2Tx with –OH, –O (C–Ti–O, Ti–O) and –F surface terminations; confirmed by XPS and FTIR","MILD route: LiF/HCl etching of Ti3AlC2 (38 °C, 48 h), followed by ultrasonic fragmentation for 3 h under Ar atmosphere","Few-layer / delaminated nanosheets; TEM confirms 2D sheet morphology, but explicit layer count not stated",,"~250 nm (TCS-3); TCS-0 ≈1.3 µm, TCS-1 ≈600 nm, TCS-2 ≈400 nm",,"4.81 nm, mesoporous pore-size distribution center for sonicated sample",,,"~1.6 mg cm-2, calculated from ~0.4 mg active material on 0.25 cm2 electrode; not explicitly stated as areal mass loading",H2SO4 aqueous electrolyte; concentration not explicitly stated in main text,19.898 m² g⁻¹,5 mV s⁻¹,1 A g⁻¹,658 F g⁻¹ at 1 A g⁻¹; 316 F g⁻¹ retained at 10 A g⁻¹,,
4,12,10.1002/smll.202205947,"2022, Guo et al.","Ti3C2Tx (holey, H-Ti3C2Tx)","Ti3C2Tx with –OH, –O, –Cl and –F surface terminations; XPS confirms C–Ti–O and C–Ti–OH, and survey shows Ti, C, O, F and Cl","MILD route: LiF/HCl etching of Ti3AlC2 MAX (3.2 g LiF + 60 mL 9 M HCl, 35 °C, 24 h), followed by O2 reflux oxidation at 100 °C and HF removal of in-situ TiO2",Few-layer; ~2 nm thickness from AFM,,1–3 µm,,4.5 nm average in-plane nanopore diameter (range 2–10 nm),,10–84 µm studied; 25 µm used for primary comparisons,1.63–6.41 mg cm-2,3 M H2SO4 aqueous electrolyte,,3 mV s⁻¹,0.5 A g⁻¹,"339 F g⁻¹ (H-Ti3C2Tx-40) at 0.5 A g⁻¹, 25 µm film; 196 F g⁻¹ at 50 A g⁻¹","446 F cm⁻³ (H-Ti3C2Tx-25 at 10 µm, 1 A g⁻¹); 419/291/214 F cm⁻³ at 25/50/84 µm",
4,15,,"2022, Zhang et al.",Ti3C2Tx / g-C3N4 heterostructure (Ti3C2Tx/g-C3N4-2),"Ti3C2Tx with –OH and =O surface terminations; XPS O 1s shows enhanced Ti–C–(OH)x, and Ti–C–Ox peak disappears after heterostructure formation",MILD route: LiF/HCl etching for Ti3C2Tx; g-C3N4 from thermal polymerization of urea; vacuum-assisted filtration/self-assembly of Ti3C2Tx + g-C3N4 into film,"Few-layer / delaminated Ti3C2Tx, described as few-layered after MILD delamination","0.3315 nm lattice fringe from HRTEM; XRD (002) shifted from 6.48° to ~6.16° (2θ), indicating increased interlayer spacing",,,,,,,1 M H2SO4 for three-electrode testing; PVA/H2SO4 gel for solid-state symmetric device,,5 mV s⁻¹,1 A g⁻¹,414 F g⁻¹ for Ti3C2Tx/g-C3N4-2 (3% g-C3N4) at 1 A g⁻¹ in 1 M H2SO4,,
4,21,10.1002/aelm.201800179,"2018, Huang et al.",Ti₃C₂Tₓ,"Ti: 32.4%, C: 35.6%, O: 19.9%, F: 12.1% (XPS)",HCl/LiF selective etching of Ti₃AlC₂ MAX phase at 40°C for 45 h; vacuum-assisted filtration of colloidal ink,,2.04 nm,,,,,4 µm,,PVA/H₂SO₄ gel,,"5, 10, 20, 50, 80, 100 mV s⁻¹","0.25, 0.5, 1.0, 2.5, 5.0 mA cm⁻²",,183 F cm⁻³ at 0.25 mA cm⁻²,73 mF cm⁻² at 0.25 mA cm⁻² (two-electrode)
4,22,10.1002/aelm.201800179,"2018, Huang et al.",Ti₃C₂Tₓ,"Ti: 32.4%, C: 35.6%, O: 19.9%, F: 12.1% (XPS)",HCl/LiF selective etching of Ti₃AlC₂ MAX phase at 40°C for 45 h; vacuum-assisted filtration of colloidal ink,,2.04 nm,,,,,11 µm,,PVA/H₂SO₄ gel,,"5, 10, 20, 50, 80, 100 mV s⁻¹","0.25, 0.5, 1.0, 2.5, 5.0 mA cm⁻²",,122 F cm⁻³ at 0.25 mA cm⁻²,134 mF cm⁻² at 0.25 mA cm⁻² (two-electrode); 292 mF cm⁻² (single electrode)
4,23,10.1002/aelm.201800179,"2018, Huang et al.",Ti₃C₂Tₓ,"Ti: 32.4%, C: 35.6%, O: 19.9%, F: 12.1% (XPS)",HCl/LiF selective etching of Ti₃AlC₂ MAX phase at 40°C for 45 h; vacuum-assisted filtration of colloidal ink,,2.04 nm,,,,,21 µm,,PVA/H₂SO₄ gel,,"5, 10, 20, 50, 80, 100 mV s⁻¹","0.25, 0.5, 1.0, 2.5, 5.0 mA cm⁻²",,162 F cm⁻³ at 0.25 mA cm⁻²; 732 F cm⁻³ (single electrode),340 mF cm⁻² at 0.25 mA cm⁻² (two-electrode); 1360 mF cm⁻² (single electrode)
4,30,10.1039/C8TA05807E,"2018, VahidMohammadi et al.",Ti3C2Tx,"Ti3C2 with -OH, -F, =O terminations",MILD (LiF/HCl etching),Delaminated (single-layer),12.78 Å (c-LP = 25.56 Å),,,,,3.5 µm,1.27 mg cm-2,3 M H2SO4,,20 mV s-1,,340 F g-1,,
4,31,10.1039/C8TA05807E,"2018, VahidMohammadi et al.",Ti3C2Tx,"Ti3C2 with -OH, -F, =O terminations",MILD (LiF/HCl etching),Delaminated (single-layer),12.78 Å (c-LP = 25.56 Å),,,,,10 µm,3.40 mg cm-2,3 M H2SO4,,20 mV s-1,,262 F g-1,,
4,42,10.1088/0957-4484/27/17/172001,"2016, Yoon et al.",Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, =O; clay-like with intercalated water molecules",LiF/HCl etching (safer HF alternative),Multilayer; rolled into dense film,27–28 Å,,,,,Varies; packing density 2.2–3.8 g cm⁻³,,1 M H₂SO₄,,2 mV s⁻¹,,,900 F cm⁻³,
4,52,10.1002/smll.201804732,"2019, Zhang et al.",Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, =O terminations","MILD (LiF/HCl etching of Ti₃AlC₂ at 35°C, 24h)",Delaminated (few-layer),39.3 Å (from SAXS (002) peak; expanded due to PEDOT:PSS intercalation),"~1.3 µm (lateral width, AFM)",,,,,,1 M H₂SO₄ (3-electrode); PVA/H₂SO₄ gel (FSC device),,5 mV s⁻¹,2 A cm⁻³,"~400 F g⁻¹ (at 5 mV s⁻¹, from Fig. 3d)","614.5 F cm⁻³ (at 5 mV s⁻¹, 3-electrode)",
4,53,10.1002/smll.201804732,"2019, Zhang et al.",Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, =O terminations","MILD (LiF/HCl etching of Ti₃AlC₂ at 35°C, 24h)",Delaminated (few-layer),~39.3 Å (SAXS (002) peak at same qy = 0.16 Å⁻¹ as M7P3),"~1.3 µm (lateral width, AFM; same MXene source)",,,,,,1 M H₂SO₄ (3-electrode),,5 mV s⁻¹,,,,
4,54,10.1002/smll.201804732,"2019, Zhang et al.",Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, =O terminations","MILD (LiF/HCl etching of Ti₃AlC₂ at 35°C, 24h)",Delaminated (few-layer),,"~1.3 µm (lateral width, AFM; same MXene source)",,,,,,1 M H₂SO₄ (3-electrode),,5 mV s⁻¹,,,,
4,56,10.1016/j.jallcom.2018.11.172,"2019, Wang et al.",Ti3C2Tx,"Ti3C2 with -O, -OH, -F terminations",LiF/HCl etching + delamination,Delaminated (few-layer),24.4 Å,200 nm – 2 µm,,,,,2.31 mg cm⁻²,1 M H2SO4,,2 mV s⁻¹,8 mA cm⁻²,218 F g⁻¹,,506 mF cm⁻²
5,2,https://doi.org/10.1002/adfm.201701264,2017 Yan et al.,Ti₃C₂Tₓ,"Ti₃C₂ with –O, –OH, –F surface terminations",1 g LiF in 9 M HCl at 35 °C for 24 h; sonicated 60 min under Ar,Delaminated single layers,.51 (M/G-5%); 1.31 (pure MXene) nm,,,,,,,3 M H₂SO₄,68.1 (M/G-5%); 19.6 (pure MXene)m² g⁻¹,2mV s⁻¹,0.5A g⁻¹,335.4F g⁻¹,1040F cm⁻³,
5,35,10.1021/acsnano.2c03351,"2022 Ma, Zhang et al. (Fang Yi*)",Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, =O terminations","LiF/HCl etching of Ti₃AlC₂, delamination",Few-layer (delaminated),1.36 nm,,,,,3–6 µm,,3 M H₂SO₄,,5 mV s⁻¹,,287.9 F g⁻¹,,
5,36,10.1021/acsnano.2c03351,"2022 Ma, Zhang et al. (Fang Yi*)",Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, =O terminations",LiF/HCl + PMMA template sacrificing at 400 °C/Ar,Few-layer (delaminated),,,,,,3–6 µm,,3 M H₂SO₄,,5 mV s⁻¹,,323.4 F g⁻¹,,
5,37,10.1021/acsnano.2c03351,"2022 Ma, Zhang et al. (Fang Yi*)",Ti₃C₂Tₓ,–F replaced by =O via KOH,LiF/HCl + KOH alkali treatment + 400 °C/Ar,Few-layer (delaminated),1.38 nm,,,,,3–6 µm,,3 M H₂SO₄,,5 mV s⁻¹,,408.7 F g⁻¹,,
5,38,10.1021/acsnano.2c03351,"2022 Ma, Zhang et al. (Fang Yi*)",Ti₃C₂Tₓ,–F replaced by =O via KOH,LiF/HCl + PMMA + KOH + 400 °C/Ar,Few-layer (delaminated),,,,,,3–6 µm,,3 M H₂SO₄,,5 mV s⁻¹,,401.2 F g⁻¹,,
5,39,10.1021/acsnano.2c03351,"2022 Ma, Zhang et al. (Fang Yi*)",Ti₃C₂Tₓ,"–F 0.50 at%, N and O from C_PAQ",LiF/HCl + PMMA + in situ PAQ polymerization + KOH + 400 °C/Ar,Few-layer (delaminated),1.70 nm,,,,,3–6 µm,,3 M H₂SO₄,,5 mV s⁻¹,20 A g⁻¹ (cycling test),532.9 F g⁻¹,,
5,40,10.1021/acsnano.2c03351,"2022 Ma, Zhang et al. (Fang Yi*)",Ti₃C₂Tₓ,"–F reduced (3.62 at%), =O increased",LiF/HCl + PMMA + in situ Resin + KOH + 400 °C/Ar,Few-layer (delaminated),1.43 nm,,,,,3–6 µm,,3 M H₂SO₄,,5 mV s⁻¹,,416.7 F g⁻¹,,
5,41,10.1007/s40820-020-00450-0,2020 Wang et al.,Ti₃C₂Tₓ,"Ti₃C₂ with surface terminations (–OH, –F, =O)","LiF/HCl etching (MILD), hand-shaking delamination",Few-layer (~4 nm thick per nanosheet),≈1.28 nm,Hundreds of nm,,,,,~1 mg cm⁻²,1 M H₂SO₄,,3 mV s⁻¹,10 mA cm⁻²,331 F g⁻¹,1225 F cm⁻³,
5,51,10.1002/smtd.202201724,2014 Ghidiu et al.,Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, =O terminations",HCl + LiF (MILD),Nanosheets,,,,,,,,1 M H₂SO₄,,2 mV s⁻¹,,,900 F cm⁻³ @ 2 mV s⁻¹,
5,63,10.1002/smtd.202201724,2017 Lukatskaya et al.,Ti₃C₂Tₓ,Ti₃C₂Tₓ,HCl + LiF,Macropore structure,,,,,,,,3 M H₂SO₄,,10 mV s⁻¹,,,310 F cm⁻³ @ 10 mV s⁻¹,
5,64,10.1002/smtd.202201724,2020 Jiang et al.,Ti₃C₂Tₓ,Ti₃C₂Tₓ,HCl + LiF,Wavy shape,,,,,,,,3 M H₂SO₄,,10 mV s⁻¹,,,1277 F cm⁻³ @ 10 mV s⁻¹,
5,67,10.1002/smtd.202201724,2018 Fan et al.,Ti₃C₂Tₓ,Ti₃C₂Tₓ,HCl + LiF,Continuous micro porous,,,,,,,,3 M H₂SO₄,,,20 A g⁻¹,,828 F cm⁻³ @ 20 A g⁻¹,
5,68,10.1002/smtd.202201724,2019 Zhang et al.,Ti₃C₂Tₓ aerogel,Ti₃C₂Tₓ aerogel,HCl + LiF,2D layered,,,,,,,,3 M H₂SO₄,,1 mV s⁻¹,,414 F g⁻¹ @ 1 mV s⁻¹,,
5,74,10.1002/smtd.202201724,2022 Zhang et al.,Ti₃C₂Tₓ/rGO,Ti₃C₂Tₓ + reduced graphene oxide composite,HCl + LiF,Porous,,,,,,,,PVA/H₂SO₄,,0.5 A g⁻¹,,276 F g⁻¹ @ 0.5 A g⁻¹,,
5,78,10.1002/smtd.202201724,2018 Xia et al.,Ti₃C₂Tₓ/C₁₂E₆/SWCNTs,"Ti₃C₂Tₓ + C₁₂E₆ surfactant + SWCNTs, vertically aligned",LiF + HCl,Vertically aligned,,,,,,,,3 M H₂SO₄,,2000 mV s⁻¹,,200 F g⁻¹ @ 2000 mV s⁻¹,,
5,79,10.1002/smtd.202201724,2020 Li et al.,Ti₃C₂Tₓ/PANI,Ti₃C₂Tₓ + polyaniline composite,LiF + HCl,3D porous,,,,,,,,3 M H₂SO₄,,10 mV s⁻¹,,,1632 F cm⁻³ @ 10 mV s⁻¹,
