source_file,source_path,doi,year,authors,electrode_label,role,is_primary,mxene_formula,mxene_formula__unit,mxene_formula__conf,composition,composition__unit,composition__conf,synthesis_method,synthesis_method__unit,synthesis_method__conf,layer_no,layer_no__unit,layer_no__conf,layer_no__src,interlayer_spacing,interlayer_spacing__unit,interlayer_spacing__conf,interlayer_spacing__src,flake_size,flake_size__unit,flake_size__conf,flake_size__src,porosity,porosity__unit,porosity__conf,porosity__src,pore_diameter,pore_diameter__unit,pore_diameter__conf,pore_diameter__src,tortuosity,tortuosity__unit,tortuosity__conf,electrode_thickness,electrode_thickness__unit,electrode_thickness__conf,electrode_thickness__src,mass_loading,mass_loading__unit,mass_loading__conf,mass_loading__src,electrolyte,electrolyte__unit,electrolyte__conf,ssa,ssa__unit,ssa__conf,ssa__src,scan_rate,scan_rate__unit,scan_rate__conf,scan_rate__src,current_density,current_density__unit,current_density__conf,current_density__src,gravimetric_capacitance,gravimetric_capacitance__unit,gravimetric_capacitance__conf,gravimetric_capacitance__src,volumetric_capacitance,volumetric_capacitance__unit,volumetric_capacitance__conf,volumetric_capacitance__src,areal_capacitance,areal_capacitance__unit,areal_capacitance__conf,areal_capacitance__src,formula_match,formula_reasoning,synthesis_match,synthesis_reasoning,electrolyte_match,electrolyte_reasoning,overall,overall_reasoning
d6ta00010j.pdf,d6ta00010j.pdf,10.1039/d6ta00010j,2026,Zifang Zhao et al.,MPH10,primary,True,Ti3C2Tx,,stated,"Ti3C2Tx/PVA, 10 wt% PVA",,stated,LiF/HCl selective etching; PVA incorporation; hydrazine-induced foaming (5 mL cm−2),,stated,ultrathin,,derived,,13.8,Å,figure,"[UNCONFIRMED] Fig. 3b, olive curve; same calibrated pipeline. Two estimators give 2theta = 6.33° and 6.44° -> d = 13.71-13.96 Å, so 13.8 ± 0.15 Å. Higher angle than MP10 (5.17°), as the text states for hydrazine-treated films. MPH1-MPH15 are within reading precision of each other; do not infer an ordering. [+-4%]",less than 1,μm,derived,,,,stated,,larger than 2,μm,derived,,,,stated,121.8,μm,stated,,1.1,mg cm−2,stated,,PVA/H2SO4 gel electrolyte,,stated,,,stated,,2,mV s−1,stated,,,,stated,,240.77,F g−1,stated,,44.06,F cm−3,stated,,264.84,mF cm−2,stated,,True,Primary formula 'Ti3C2Tx' contains Ti3C2 (Ti3C2Tx or Ti3C2).,True,Synthesis explicitly mentions both LiF and HCl.,True,Electrolyte explicitly mentions H2SO4 (sulfuric acid).,PASS,Passes all criteria.
d6ta00010j.pdf,d6ta00010j.pdf,10.1039/d6ta00010j,2026,Zifang Zhao et al.,MPH15,composite,False,Ti3C2Tx,,stated,"Ti3C2Tx/PVA, 15 wt% PVA",,stated,LiF/HCl selective etching; PVA incorporation; hydrazine-induced foaming (5 mL cm−2),,stated,ultrathin,,derived,,13.9,Å,figure,"[UNCONFIRMED] Fig. 3b, steel-blue curve; same calibrated pipeline. 2theta = 6.28-6.41° -> d = 13.78-14.06 Å. Very weak peak (amplitude ~25 px), hence 5% uncertainty. Higher angle than MP15 (4.68-4.74°), as the text states. MPH1-MPH15 are indistinguishable within reading precision (~13.8-13.9 Å). [+-5%]",less than 1,μm,derived,,,,stated,,larger than 2,μm,derived,,,,stated,,,stated,,,,uncertain,,1 M H2SO4,,derived,,,stated,,2,mV/s,figure,Fig 5c x-axis at leftmost plotted point,,,uncertain,,200,F/g,figure,Fig 5c rate plot at 2 mV/s; +-3%,,,uncertain,,,,uncertain,,True,Primary formula 'Ti3C2Tx' contains Ti3C2 (Ti3C2Tx or Ti3C2).,True,Synthesis explicitly mentions both LiF and HCl.,True,Electrolyte explicitly mentions H2SO4 (sulfuric acid).,PASS,Passes all criteria.
d6ta00010j.pdf,d6ta00010j.pdf,10.1039/d6ta00010j,2026,Zifang Zhao et al.,MPH20,composite,False,Ti3C2Tx,,stated,"Ti3C2Tx/PVA, 20 wt% PVA",,stated,LiF/HCl selective etching; PVA incorporation; hydrazine-induced foaming (5 mL cm−2),,stated,ultrathin,,derived,,14.3,Å,figure,"[UNCONFIRMED] Fig. 3b, teal curve (topmost); same calibrated pipeline. 2theta = 6.11-6.27° -> d = 14.08-14.46 Å. Weak peak (amplitude ~26 px), hence 5% uncertainty. It is the lowest-angle (largest d) member of the MPH series, and still far higher in angle than MP20 (4.33°), consistent with the text statement that hydrazine treatment shifts the (002) peak back to higher angle. [+-5%]",less than 1,μm,derived,,,,stated,,larger than 2,μm,derived,,,,stated,,,stated,,,,uncertain,,1 M H2SO4,,derived,,,stated,,2,mV/s,figure,Fig 5c x-axis at leftmost plotted point,,,uncertain,,197,F/g,figure,Fig 5c rate plot at 2 mV/s; +-3%,,,uncertain,,,,uncertain,,True,Primary formula 'Ti3C2Tx' contains Ti3C2 (Ti3C2Tx or Ti3C2).,True,Synthesis explicitly mentions both LiF and HCl.,True,Electrolyte explicitly mentions H2SO4 (sulfuric acid).,PASS,Passes all criteria.
em4045_down.pdf,em4045_down.pdf,10.20517/energymater.2024.45,2025,Yang et al.,p-MF,control,False,Ti3C2Tx,,stated,Ti3C2Tx,,stated,LiF/HCl etching followed by direct vacuum filtration,,stated,single or few-layer,,derived,,12.6,Å,stated,,,,uncertain,,,,uncertain,,,,uncertain,,,,uncertain,4.47 ± 0.29,μm,stated,,1.22,mg cm-2,derived,[UNVERIFIED] Free-standing film: loading = film density x film thickness. Both stated for this sample: density 2.74 +/- 0.12 g cm-3 (Figure 2B / text) and thickness 4.47 +/- 0.29 um (text). 2.74 g cm-3 x 4.47e-4 cm = 1.225e-3 g cm-2 = 1.22 mg cm-2. Paper never states a mass loading directly. [+-8%],3 M H2SO4,,derived,,,uncertain,,5,mV s-1,stated,,1,A g-1,stated,,258.8,F g-1,stated,,847.6,F cm-3,stated,,,,stated,,True,Primary formula 'Ti3C2Tx' contains Ti3C2 (Ti3C2Tx or Ti3C2).,True,Synthesis explicitly mentions both LiF and HCl.,True,Electrolyte explicitly mentions H2SO4 (sulfuric acid).,PASS,Passes all criteria.
em4045_down.pdf,em4045_down.pdf,10.20517/energymater.2024.45,2025,Yang et al.,a-MF,control,False,Ti3C2Tx,,stated,Ti3C2Tx,,stated,"LiF/HCl etching, vacuum filtration, and Ar annealing (400 °C, 2 h)",,stated,single or few-layer,,derived,,11.8,Å,stated,,,,uncertain,,,,uncertain,,,,uncertain,,,,uncertain,3.17 ± 0.16,μm,stated,,1.22,mg cm-2,derived,[UNVERIFIED] density x thickness = 3.86 +/- 0.17 g cm-3 x 3.17 +/- 0.16 um = 1.224 mg cm-2. Both values stated in the text/Figure 2B. [+-7%],3 M H2SO4,,derived,,,uncertain,,5,mV s-1,stated,,1,A g-1,stated,,325.7,F g-1,stated,,1290,F cm-3,figure,"[UNVERIFIED] Figure 3F (p.8), volumetric capacitance vs current density, first point at 1 A cm-3. Open-circle marker centres taken as the midpoint of the upper and lower arcs; axis calibrated on the 300/600/900/1200 F cm-3 ticks. Calibration check on the same panel at the same x: CDs-MF-1 1346.4 (text 1347.0), CDs-MF-2 1152.7 (text 1153.2), p-MF 846.9 (text 847.6). a-MF (gold) reads 1289.8 -> 1290 F cm-3 at 1 A cm-3. Cross-check: 1290 / 3.86 g cm-3 = 334 F g-1 at 0.26 A g-1, consistent with the stated 325.7 F g-1 at 1 A g-1. [+-2%]",,,stated,,True,Primary formula 'Ti3C2Tx' contains Ti3C2 (Ti3C2Tx or Ti3C2).,True,Synthesis explicitly mentions both LiF and HCl.,True,Electrolyte explicitly mentions H2SO4 (sulfuric acid).,PASS,Passes all criteria.
em4045_down.pdf,em4045_down.pdf,10.20517/energymater.2024.45,2025,Yang et al.,CDs-MF-1,variant,False,Ti3C2Tx,,stated,carbon dots-intercalated Ti3C2Tx,,stated,LiF/HCl etching; gelatin intercalation (3 wt.%); carbonization under Ar,,stated,single or few-layer,,derived,,11.9,A,figure,"[UNVERIFIED] Figure 2D (p.6), 'interlayer spacing (A)' bar chart. Bar tops located by pixel analysis and converted with the panel's own left-axis ticks (10 / 12 / 14 A). Calibration check on the same panel: p-MF 12.60 (text 12.6), a-MF 11.78 (text 11.8), CDs-MF-2 13.39 (text 13.4) - all within 0.02 A. CDs-MF-1 bar reads 11.86 A -> 11.9 A. Consistent with the text: ""The (002) peak of CDs-MF-1 ... exhibited a similar feature to that of the a-MF"". [+-1%]",,,uncertain,,,,uncertain,,,,uncertain,,,,uncertain,3.47 ± 0.13,μm,stated,,1.22,mg cm-2,derived,[UNVERIFIED] density x thickness = 3.52 +/- 0.15 g cm-3 x 3.47 +/- 0.13 um = 1.221 mg cm-2. Both values stated in the text/Figure 2B. [+-6%],3 M H2SO4,,derived,,,uncertain,,5,mV s-1,stated,,1,A g-1,stated,,381.5,F g-1,stated,,"1,347.0",F cm-3,stated,,,,stated,,True,Primary formula 'Ti3C2Tx' contains Ti3C2 (Ti3C2Tx or Ti3C2).,True,Synthesis explicitly mentions both LiF and HCl.,True,Electrolyte explicitly mentions H2SO4 (sulfuric acid).,PASS,Passes all criteria.
em4045_down.pdf,em4045_down.pdf,10.20517/energymater.2024.45,2025,Yang et al.,CDs-MF-2,primary,True,Ti3C2Tx,,stated,carbon dots-intercalated Ti3C2Tx,,stated,LiF/HCl etching; gelatin intercalation (5 wt.%); carbonization under Ar,,stated,single or few-layer,,derived,,13.4,Å,stated,,,,uncertain,,,,uncertain,,,,uncertain,,,,uncertain,4.65 ± 0.04,μm,stated,,1.33,mg cm-2,derived,[UNVERIFIED] density x thickness = 2.85 +/- 0.13 g cm-3 x 4.65 +/- 0.04 um = 1.325 mg cm-2. Both values stated in the text/Figure 2B. [+-5%],3 M H2SO4,,derived,,,uncertain,,5,mV s-1,stated,,1,A g-1,stated,,396.4,F g-1,stated,,"1,153.2",F cm-3,stated,,,,stated,,True,Primary formula 'Ti3C2Tx' contains Ti3C2 (Ti3C2Tx or Ti3C2).,True,Synthesis explicitly mentions both LiF and HCl.,True,Electrolyte explicitly mentions H2SO4 (sulfuric acid).,PASS,Passes all criteria.
em4045_down.pdf,em4045_down.pdf,10.20517/energymater.2024.45,2025,Yang et al.,CDs-MF-3,variant,False,Ti3C2Tx,,stated,carbon dots-intercalated Ti3C2Tx,,stated,LiF/HCl etching; gelatin intercalation (10 wt.%); carbonization under Ar,,stated,single or few-layer,,derived,,13.8,A,derived,"[UNVERIFIED] Text states the peak position: ""the CDs-MF-3 displayed a marginally downward shift in the (002) peak location to 6.4 deg"". Bragg with Cu K-alpha: d = 1.5406 / (2 sin 3.2 deg) = 1.5406 / (2 x 0.055822) = 13.80 A. The paper's own conversions reproduce with the same lambda (6.6 deg -> 13.38 ~ their 13.4; 7.5 deg -> 11.78 ~ their 11.8). Independently confirmed by the Figure 2D bar, which reads 13.82 A. [+-1%]",,,uncertain,,,,uncertain,,,,uncertain,,,,uncertain,4.66 ± 0.11,μm,stated,,1.27,mg cm-2,derived,"[UNVERIFIED] density x thickness = 2.73 +/- 0.11 g cm-3 x 4.66 +/- 0.11 um = 1.272 mg cm-2. Both values stated in the text/Figure 2B. (All five films land at 1.22-1.33 mg cm-2, an internal consistency check on the derivation.) [+-5%]",3 M H2SO4,,derived,,,uncertain,,5,mV s-1,stated,,1,A g-1,stated,,360.3,F g-1,stated,,1032,F cm-3,figure,"[UNVERIFIED] Figure 3F (p.8), same panel and same calibration as above (three stated values reproduced to <0.1%). CDs-MF-3 (cyan) first point reads 1032.2 F cm-3 at 1 A cm-3. Cross-check: 1032 / 2.73 g cm-3 = 378 F g-1 at 0.37 A g-1, consistent with the stated 360.3 F g-1 at 1 A g-1. [+-2%]",,,stated,,True,Primary formula 'Ti3C2Tx' contains Ti3C2 (Ti3C2Tx or Ti3C2).,True,Synthesis explicitly mentions both LiF and HCl.,True,Electrolyte explicitly mentions H2SO4 (sulfuric acid).,PASS,Passes all criteria.
Energy   Environ Materials - 2025 - Mehdi - Enhanced Electrochemical Performance and Theoretical Insights of.pdf,Energy   Environ Materials - 2025 - Mehdi - Enhanced Electrochemical Performance and Theoretical Insights of.pdf,10.1002/eem2.12876,2025,Mehdi et al.,Pure-MXene,control,False,Ti3C2Tx,,stated,Ti3C2Tx,,stated,"HCl/LiF etching of Ti3AlC2, followed by sonication and centrifugation",,stated,few-layer,,stated,,1.18,nm,derived,"Text states exactly: ""The (002) peak of pure-MXene is located at 7.5°."" Bragg: theta = 3.75°, d = 1.5406/(2*sin(3.75°)) = 1.5406/0.13081 = 11.78 A = 1.178 nm. Derived from a text-stated peak position (not read off the figure); Figure 1i XRD is full-range 5-50° so the peak was not measured graphically. [+-2%]",several,microns,stated,,,,stated,,,,stated,,,,stated,,,stated,,,,stated,,1 M H2SO4,,derived,16.3,m2 g−1,stated,,10,mV s−1,derived,"[UNCONFIRMED] The four gravimetric capacitances are reported as one set: ""The calculated gravimetric capacitances for Ni-MXene electrodes were 294, 74, 105, and 208 F g−1, for pure-, 0.5% Ni-, 1% Ni-, and 10% Ni-MXene, respectively."" The companion sentence fixes the condition: ""The volumetric capacitance of the 10% Ni-MXene electrode material was 1540 F cm−3 at a scan rate of 10 mV s−1"", and ""The CV data of pure-MXene at 10 mV s−1 is given in Figure S6"". The 10% row is already filled with scan_rate = 10 mV s−1 and Cg = 208 F g−1, so the same CV condition applies to the pure-MXene value in the same sentence.",,,stated,,294,F g−1,stated,,,,stated,,,,stated,,True,Primary formula 'Ti3C2Tx' contains Ti3C2 (Ti3C2Tx or Ti3C2).,True,Synthesis explicitly mentions both LiF and HCl.,True,Electrolyte explicitly mentions H2SO4 (sulfuric acid).,PASS,Passes all criteria.
Energy   Environ Materials - 2025 - Mehdi - Enhanced Electrochemical Performance and Theoretical Insights of.pdf,Energy   Environ Materials - 2025 - Mehdi - Enhanced Electrochemical Performance and Theoretical Insights of.pdf,10.1002/eem2.12876,2025,Mehdi et al.,0.5% Ni-MXene,composite,False,Ti3C2Tx,,derived,0.5 wt% Ni-intercalated Ti3C2Tx,,stated,HCl/LiF etching of Ti3AlC2; 0.5 wt% 40 nm Ni powder paste-mixed into MXene slurry,,derived,few-layer,,derived,,1.28,nm,derived,"Text states exactly: ""The (002) peak moves to a low angle of 2θ = 6.9, 6.8, and 6.1° for 0.5% Ni-, 1% Ni-, and 10% Ni-MXene, respectively."" For 2θ = 6.9°: theta = 3.45°, d = 1.5406/(2*sin(3.45°)) = 1.5406/0.12035 = 12.80 A = 1.280 nm. Note: applying the same Bragg conversion to the 10% sample (6.1°) gives 1.448 nm vs the 1.33 nm HRTEM value the paper reports for 10%, i.e. XRD and HRTEM disagree by ~9% in this paper; this value is the XRD-based figure. [+-2%]",several,microns,derived,,,,stated,,,,stated,,,,stated,,,stated,,,,stated,,1 M H2SO4,,derived,,,stated,,10,mV s−1,derived,"[UNCONFIRMED] Same sentence set as pure-MXene: ""...gravimetric capacitances ... were 294, 74, 105, and 208 F g−1, for pure-, 0.5% Ni-, 1% Ni-, and 10% Ni-MXene"", with the CV condition pinned by ""The volumetric capacitance of the 10% Ni-MXene electrode material was 1540 F cm−3 at a scan rate of 10 mV s−1"" and the already-filled 10% row (scan_rate = 10 mV s−1, Cg = 208 F g−1).",,,stated,,74,F g−1,stated,,,,stated,,,,stated,,True,Primary formula 'Ti3C2Tx' contains Ti3C2 (Ti3C2Tx or Ti3C2).,True,Synthesis explicitly mentions both LiF and HCl.,True,Electrolyte explicitly mentions H2SO4 (sulfuric acid).,PASS,Passes all criteria.
Energy   Environ Materials - 2025 - Mehdi - Enhanced Electrochemical Performance and Theoretical Insights of.pdf,Energy   Environ Materials - 2025 - Mehdi - Enhanced Electrochemical Performance and Theoretical Insights of.pdf,10.1002/eem2.12876,2025,Mehdi et al.,1% Ni-MXene,composite,False,Ti3C2Tx,,derived,1 wt% Ni-intercalated Ti3C2Tx,,stated,HCl/LiF etching of Ti3AlC2; 1 wt% 40 nm Ni powder paste-mixed into MXene slurry,,derived,few-layer,,derived,,1.30,nm,derived,"Text states exactly: ""The (002) peak moves to a low angle of 2θ = 6.9, 6.8, and 6.1° for 0.5% Ni-, 1% Ni-, and 10% Ni-MXene, respectively."" For 2θ = 6.8°: theta = 3.40°, d = 1.5406/(2*sin(3.40°)) = 1.5406/0.11860 = 12.99 A = 1.299 nm. Same caveat as the 0.5% row: XRD-based; the paper's HRTEM value for the 10% sample (1.33 nm) is ~9% below the XRD-derived 1.448 nm for that sample. [+-2%]",several,microns,derived,,,,stated,,,,stated,,,,stated,,,stated,,,,stated,,1 M H2SO4,,derived,,,stated,,10,mV s−1,derived,"[UNCONFIRMED] Same sentence set as pure-MXene: ""...gravimetric capacitances ... were 294, 74, 105, and 208 F g−1, for pure-, 0.5% Ni-, 1% Ni-, and 10% Ni-MXene"", with the CV condition pinned by ""The volumetric capacitance of the 10% Ni-MXene electrode material was 1540 F cm−3 at a scan rate of 10 mV s−1"" and the already-filled 10% row.",,,stated,,105,F g−1,stated,,,,stated,,,,stated,,True,Primary formula 'Ti3C2Tx' contains Ti3C2 (Ti3C2Tx or Ti3C2).,True,Synthesis explicitly mentions both LiF and HCl.,True,Electrolyte explicitly mentions H2SO4 (sulfuric acid).,PASS,Passes all criteria.
Energy   Environ Materials - 2025 - Mehdi - Enhanced Electrochemical Performance and Theoretical Insights of.pdf,Energy   Environ Materials - 2025 - Mehdi - Enhanced Electrochemical Performance and Theoretical Insights of.pdf,10.1002/eem2.12876,2025,Mehdi et al.,10% Ni-MXene,primary,True,Ti3C2Tx,,derived,10 wt% Ni-intercalated Ti3C2Tx,,stated,HCl/LiF etching of Ti3AlC2; 10 wt% 40 nm Ni powder paste-mixed into MXene slurry,,derived,few-layer,,derived,,1.33,nm,stated,,several,microns,derived,,,,stated,,,,stated,,,,stated,750,nm,stated,,,,stated,,1 M H2SO4,,derived,13.4,m2 g−1,stated,,10,mV s−1,stated,,,,stated,,208,F g−1,stated,,1540,F cm−3,stated,,,,stated,,True,Primary formula 'Ti3C2Tx' contains Ti3C2 (Ti3C2Tx or Ti3C2).,True,Synthesis explicitly mentions both LiF and HCl.,True,Electrolyte explicitly mentions H2SO4 (sulfuric acid).,PASS,Passes all criteria.
Energy   Environ Materials - 2025 - Mehdi - Enhanced Electrochemical Performance and Theoretical Insights of.pdf,Energy   Environ Materials - 2025 - Mehdi - Enhanced Electrochemical Performance and Theoretical Insights of.pdf,10.1002/eem2.12876,2025,Mehdi et al.,15% Ni-MXene,composite,False,Ti3C2Tx,,derived,15 wt% Ni-intercalated Ti3C2Tx,,stated,HCl/LiF etching of Ti3AlC2; 15 wt% 40 nm Ni powder paste-mixed into MXene slurry,,derived,,,stated,,,,stated,,,,stated,,,,stated,,,,stated,,,,stated,,,stated,,,,stated,,1 M H2SO4,,derived,,,stated,,,,uncertain,,,,stated,,151,F g−1,stated,,,,stated,,,,stated,,True,Primary formula 'Ti3C2Tx' contains Ti3C2 (Ti3C2Tx or Ti3C2).,True,Synthesis explicitly mentions both LiF and HCl.,True,Electrolyte explicitly mentions H2SO4 (sulfuric acid).,PASS,Passes all criteria.
kurra2016.pdf,kurra2016.pdf,10.1002/aenm.201601372,2016,Kurra et al.,clay-like Ti3C2 MXene,primary,True,Ti3C2Tx,,stated,"Clay-like Li-intercalated Ti3C2Tx (T = O, OH, F) with acetylene black and PVDF (80:10:10 weight ratio)",,stated,LiF/HCl etching: 1.2 g LiF in 30 mL 6 m HCl; 45 °C for 45 h,,stated,multilayers,,stated,,12.89,A,figure,"[UNVERIFIED] Figure 2e (p.3) XRD: the d-spacing is printed on the figure next to each (0002) peak - red clay-like Ti3C2 MXene trace is labelled ""d = 1.289 nm"" (blue HF-etched ""d = 0.998 nm"", black Ti3AlC2 ""d = 0.929 nm""). Text confirms: clay-like c-lattice parameter ~2.578 nm, and d(0002) = c/2 = 1.289 nm.",,,uncertain,,,,uncertain,,,,uncertain,,,,uncertain,≈125,μm,stated,,≈1,mg cm−2,derived,,1 m H2SO4,,stated,,,uncertain,,20,mV s−1,stated,,,,uncertain,,,,uncertain,,,,uncertain,,25,mF cm−2,stated,,True,Primary formula 'Ti3C2Tx' contains Ti3C2 (Ti3C2Tx or Ti3C2).,True,Synthesis explicitly mentions both LiF and HCl.,True,Electrolyte explicitly mentions H2SO4 (sulfuric acid).,PASS,Passes all criteria.
liu2022.pdf,liu2022.pdf,10.1002/slct.202200690,2022,Xingmin Liu et al.,Ori-M,control,False,Ti3C2Tx,,stated,Ti3C2Tx,,stated,LiF/HCl in situ HF etching followed by vacuum filtration,,stated,,,uncertain,,16.21,Å,stated,,,,uncertain,,,,uncertain,,,,uncertain,,,,uncertain,,,uncertain,,,,uncertain,,1 m H2SO4,,derived,,,uncertain,,5,mV/s,stated,,,,uncertain,,164.6,F/g,stated,,414.8,F/cm3,figure,Cg(164.6 F/g @5 mV/s) x density 2.52 g/cm3 from Fig 6b printed bar label,,,uncertain,,True,Primary formula 'Ti3C2Tx' contains Ti3C2 (Ti3C2Tx or Ti3C2).,True,Synthesis explicitly mentions both LiF and HCl.,True,Electrolyte explicitly mentions H2SO4 (sulfuric acid).,PASS,Passes all criteria.
liu2022.pdf,liu2022.pdf,10.1002/slct.202200690,2022,Xingmin Liu et al.,pH3M,variant,False,Ti3C2Tx,,stated,Ti3C2Tx,,stated,"LiF/HCl in situ HF etching, proton acid treatment (pH=3), vacuum filtration",,stated,,,uncertain,,14.2,Å,figure,Fig 3b XRD (002) 2th~6.2 deg; UNRESOLVED from pH1M/pH0.5M within +-0.05 deg read precision - treat as low confidence,,,uncertain,,,,uncertain,,,,uncertain,,,,uncertain,,,uncertain,,,,uncertain,,1 m H2SO4,,derived,,,uncertain,,,,uncertain,,,,uncertain,,,,uncertain,,,,uncertain,,,,uncertain,,True,Primary formula 'Ti3C2Tx' contains Ti3C2 (Ti3C2Tx or Ti3C2).,True,Synthesis explicitly mentions both LiF and HCl.,True,Electrolyte explicitly mentions H2SO4 (sulfuric acid).,PASS,Passes all criteria.
liu2022.pdf,liu2022.pdf,10.1002/slct.202200690,2022,Xingmin Liu et al.,pH1M,variant,False,Ti3C2Tx,,stated,Ti3C2Tx,,stated,"LiF/HCl in situ HF etching, proton acid treatment (pH=1), vacuum filtration",,stated,,,uncertain,,14.15,Å,figure,"[UNCONFIRMED] Figure 3(b), the zoomed 3-10 deg (002) panel (Ori-M, pH3M, pH1M, pH0.5M). Extracted the native embedded bitmap (xref 46, 1516x538 px), calibrated the panel-b x-axis on the plot frame (left frame = 3 deg at px 427.5, right frame = 10 deg at px 707.0 -> 39.93 px/deg), isolated the light-blue pH1M trace by colour, took the column-wise topmost trace pixel and fitted a parabola to the apex: apex px 128.1 -> 2theta = 6.25 deg -> d = 1.5406/(2*sin(3.123 deg)) = 14.14 A. METHOD VALIDATION on the five (002) peaks the paper does state: Ori-M measured 16.39 vs stated 16.21 A (+1.1%), pH0.5M measured 14.19 vs stated 14.14 A (+0.3%), Ori-MC 16.61 vs 16.53 A (+0.5%), pH3MC 14.95 vs 15.20 A (-1.6%), pH1MC 14.47 vs 14.58 A (-0.7%) -> random error ~+/-1%, no systematic bias. HONEST CAVEAT: the pH3M, pH1M and pH0.5M apexes in Fig 3(b) all fall within 1.4 px (0.03 deg 2theta) of each other, i.e. they are NOT resolvable from one another at this image resolution; my measured ordering (pH3M 6.221, pH0.5M 6.226, pH1M 6.246 deg) is inside the noise and must not be treated as a real ordering. The reported value is therefore anchored on the paper's own bracketing values - pH3M = 14.2 A and pH0.5M = 14.14 A, between which pH1M must lie on the monotonic acid-concentration trend (Ori-M 16.21 > pH3M 14.2 > pH1M > pH0.5M 14.14, matching the strictly monotonic MC series 16.53 > 15.20 > 14.58 > 13.91) - so the true value is confined to 14.14-14.20 A and 14.15 A is the direct-read value inside that bracket. [+-1.5%]",,,uncertain,,,,uncertain,,,,uncertain,,,,uncertain,,,uncertain,,,,uncertain,,1 m H2SO4,,derived,,,uncertain,,5,mV/s,stated,,,,uncertain,,200.4,F/g,stated,,623.2,F/cm3,figure,Cg(200.4 F/g @5 mV/s) x density 3.11 g/cm3 from Fig 6b printed bar label,,,uncertain,,True,Primary formula 'Ti3C2Tx' contains Ti3C2 (Ti3C2Tx or Ti3C2).,True,Synthesis explicitly mentions both LiF and HCl.,True,Electrolyte explicitly mentions H2SO4 (sulfuric acid).,PASS,Passes all criteria.
liu2022.pdf,liu2022.pdf,10.1002/slct.202200690,2022,Xingmin Liu et al.,pH0.5M,variant,False,Ti3C2Tx,,stated,Ti3C2Tx,,stated,"LiF/HCl in situ HF etching, proton acid treatment (pH=0.5), vacuum filtration",,stated,,,uncertain,,14.14,Å,stated,,,,uncertain,,,,uncertain,,,,uncertain,,,,uncertain,,,uncertain,,,,uncertain,,1 m H2SO4,,derived,,,uncertain,,,,uncertain,,,,uncertain,,,,uncertain,,,,uncertain,,,,uncertain,,True,Primary formula 'Ti3C2Tx' contains Ti3C2 (Ti3C2Tx or Ti3C2).,True,Synthesis explicitly mentions both LiF and HCl.,True,Electrolyte explicitly mentions H2SO4 (sulfuric acid).,PASS,Passes all criteria.
liu2022.pdf,liu2022.pdf,10.1002/slct.202200690,2022,Xingmin Liu et al.,Ori-MC,composite,False,Ti3C2Tx,,stated,Ti3C2Tx/SWCNTs,,stated,"LiF/HCl in situ HF etching, SWCNT mixing, vacuum filtration",,stated,,,uncertain,,16.53,Å,stated,,,,uncertain,,,,uncertain,,,,uncertain,,,,uncertain,,,uncertain,,,,uncertain,,1 m H2SO4,,derived,,,uncertain,,5,mV/s,stated,,,,uncertain,,211.7,F/g,stated,,438.2,F/cm3,figure,Cg(211.7 F/g @5 mV/s) x density 2.07 g/cm3 from Fig 6b printed bar label,,,uncertain,,True,Primary formula 'Ti3C2Tx' contains Ti3C2 (Ti3C2Tx or Ti3C2).,True,Synthesis explicitly mentions both LiF and HCl.,True,Electrolyte explicitly mentions H2SO4 (sulfuric acid).,PASS,Passes all criteria.
liu2022.pdf,liu2022.pdf,10.1002/slct.202200690,2022,Xingmin Liu et al.,pH3MC,composite,False,Ti3C2Tx,,stated,Ti3C2Tx/SWCNTs,,stated,"LiF/HCl in situ HF etching, proton acid treatment (pH=3), SWCNT mixing, vacuum filtration",,stated,,,uncertain,,15.20,Å,figure,"Fig 3d XRD (002) 2th=5.81 deg -> Bragg d=lambda/(2 sin th), lambda=1.5406 A (Cu Ka); panel calibrated on stated Ori-MC 16.53 A / pH1MC 14.58 A",,,uncertain,,,,uncertain,,,,uncertain,,,,uncertain,,,uncertain,,,,uncertain,,1 m H2SO4,,derived,,,uncertain,,,,uncertain,,,,uncertain,,,,uncertain,,,,uncertain,,,,uncertain,,True,Primary formula 'Ti3C2Tx' contains Ti3C2 (Ti3C2Tx or Ti3C2).,True,Synthesis explicitly mentions both LiF and HCl.,True,Electrolyte explicitly mentions H2SO4 (sulfuric acid).,PASS,Passes all criteria.
liu2022.pdf,liu2022.pdf,10.1002/slct.202200690,2022,Xingmin Liu et al.,pH1MC,composite,True,Ti3C2Tx,,stated,95% Ti3C2Tx/5% SWCNTs,,stated,"LiF/HCl in situ HF etching, proton acid treatment (pH=1), SWCNT mixing, vacuum filtration",,stated,,,uncertain,,14.58,Å,stated,,,,uncertain,,,,uncertain,,,,uncertain,,,,uncertain,,,uncertain,,,,uncertain,,1 m H2SO4,,derived,,,uncertain,,5,mV/s,stated,,,,uncertain,,270.5,F/g,stated,,627.6,F/cm3,figure,Cg(270.5 F/g @5 mV/s) x density 2.32 g/cm3 from Fig 6b printed bar label,,,uncertain,,True,Primary formula 'Ti3C2Tx' contains Ti3C2 (Ti3C2Tx or Ti3C2).,True,Synthesis explicitly mentions both LiF and HCl.,True,Electrolyte explicitly mentions H2SO4 (sulfuric acid).,PASS,Passes all criteria.
