source_file,source_path,doi,year,authors,electrode_label,role,is_primary,mxene_formula,mxene_formula__unit,mxene_formula__conf,composition,composition__unit,composition__conf,synthesis_method,synthesis_method__unit,synthesis_method__conf,layer_no,layer_no__unit,layer_no__conf,interlayer_spacing,interlayer_spacing__unit,interlayer_spacing__conf,flake_size,flake_size__unit,flake_size__conf,porosity,porosity__unit,porosity__conf,pore_diameter,pore_diameter__unit,pore_diameter__conf,tortuosity,tortuosity__unit,tortuosity__conf,electrode_thickness,electrode_thickness__unit,electrode_thickness__conf,mass_loading,mass_loading__unit,mass_loading__conf,electrolyte,electrolyte__unit,electrolyte__conf,ssa,ssa__unit,ssa__conf,scan_rate,scan_rate__unit,scan_rate__conf,current_density,current_density__unit,current_density__conf,gravimetric_capacitance,gravimetric_capacitance__unit,gravimetric_capacitance__conf,volumetric_capacitance,volumetric_capacitance__unit,volumetric_capacitance__conf,areal_capacitance,areal_capacitance__unit,areal_capacitance__conf
Advanced Materials - 2019 - Tian - Multifunctional Nanocomposites with High Strength and Capacitance Using 2D MXene and 1D.pdf,Advanced Materials - 2019 - Tian - Multifunctional Nanocomposites with High Strength and Capacitance Using 2D MXene and 1D.pdf,10.1002/adma.201902977,2019,Tian et al.,Ti3C2Tx–20% CNF after vacuum pressing,variant,False,Ti3C2Tx,,stated,"Ti3C2Tx (surface terminations −O, −OH, and −F)/carboxymethylated CNF, 20% CNF",,stated,"aqueous mixing, vacuum filtration, and vacuum pressing",,stated,delaminated,,derived,,,uncertain,several hundred,nm,derived,,,uncertain,,,uncertain,,,uncertain,,,uncertain,,,uncertain,3 m sulfuric acid,,derived,,,uncertain,,,uncertain,,,uncertain,,,uncertain,,,uncertain,,,uncertain
Advanced Materials - 2019 - Tian - Multifunctional Nanocomposites with High Strength and Capacitance Using 2D MXene and 1D.pdf,Advanced Materials - 2019 - Tian - Multifunctional Nanocomposites with High Strength and Capacitance Using 2D MXene and 1D.pdf,10.1002/adma.201902977,2019,Tian et al.,Ti3C2Tx–40% CNF after vacuum pressing,variant,False,Ti3C2Tx,,stated,"Ti3C2Tx (surface terminations −O, −OH, and −F)/carboxymethylated CNF, 40% CNF",,stated,"aqueous mixing, vacuum filtration, and vacuum pressing",,stated,delaminated,,derived,,,uncertain,several hundred,nm,derived,,,uncertain,,,uncertain,,,uncertain,,,uncertain,,,uncertain,3 m sulfuric acid,,derived,,,uncertain,,,uncertain,,,uncertain,,,uncertain,,,uncertain,,,uncertain
Advanced Materials - 2019 - Tian - Multifunctional Nanocomposites with High Strength and Capacitance Using 2D MXene and 1D.pdf,Advanced Materials - 2019 - Tian - Multifunctional Nanocomposites with High Strength and Capacitance Using 2D MXene and 1D.pdf,10.1002/adma.201902977,2019,Tian et al.,Ti3C2Tx–60% CNF after vacuum pressing,variant,False,Ti3C2Tx,,stated,"Ti3C2Tx (surface terminations −O, −OH, and −F)/carboxymethylated CNF, 60% CNF",,stated,"aqueous mixing, vacuum filtration, and vacuum pressing",,stated,delaminated,,derived,,,uncertain,several hundred,nm,derived,,,uncertain,,,uncertain,,,uncertain,,,uncertain,,,uncertain,,,uncertain,,,uncertain,,,uncertain,,,uncertain,,,uncertain,,,uncertain,,,uncertain
Advanced Materials - 2019 - Tian - Multifunctional Nanocomposites with High Strength and Capacitance Using 2D MXene and 1D.pdf,Advanced Materials - 2019 - Tian - Multifunctional Nanocomposites with High Strength and Capacitance Using 2D MXene and 1D.pdf,10.1002/adma.201902977,2019,Tian et al.,Ti3C2Tx–80% CNF after vacuum pressing,variant,False,Ti3C2Tx,,stated,"Ti3C2Tx (surface terminations −O, −OH, and −F)/carboxymethylated CNF, 80% CNF",,stated,"aqueous mixing, vacuum filtration, and vacuum pressing",,stated,delaminated,,derived,,,uncertain,several hundred,nm,derived,,,uncertain,,,uncertain,,,uncertain,,,uncertain,,,uncertain,,,uncertain,,,uncertain,,,uncertain,,,uncertain,,,uncertain,,,uncertain,,,uncertain
Advanced Materials - 2019 - Tian - Multifunctional Nanocomposites with High Strength and Capacitance Using 2D MXene and 1D.pdf,Advanced Materials - 2019 - Tian - Multifunctional Nanocomposites with High Strength and Capacitance Using 2D MXene and 1D.pdf,10.1002/adma.201902977,2019,Tian et al.,Ti3C2Tx–5% CNC,composite,False,Ti3C2Tx,,stated,"Ti3C2Tx (surface terminations −O, −OH, and −F)/cellulose nanocrystals, 5% CNC",,stated,aqueous mixing and vacuum filtration,,stated,delaminated,,derived,12.91,Å,stated,several hundred,nm,derived,,,uncertain,,,uncertain,,,uncertain,,,uncertain,,,uncertain,,,uncertain,,,uncertain,,,uncertain,,,uncertain,,,uncertain,,,uncertain,,,uncertain
Advanced Materials - 2019 - Tian - Multifunctional Nanocomposites with High Strength and Capacitance Using 2D MXene and 1D.pdf,Advanced Materials - 2019 - Tian - Multifunctional Nanocomposites with High Strength and Capacitance Using 2D MXene and 1D.pdf,10.1002/adma.201902977,2019,Tian et al.,Ti3C2Tx–10% CNC,composite,False,Ti3C2Tx,,stated,"Ti3C2Tx (surface terminations −O, −OH, and −F)/cellulose nanocrystals, 10% CNC",,stated,aqueous mixing and vacuum filtration,,stated,delaminated,,derived,,,uncertain,several hundred,nm,derived,,,uncertain,,,uncertain,,,uncertain,,,uncertain,,,uncertain,,,uncertain,,,uncertain,,,uncertain,,,uncertain,,,uncertain,,,uncertain,,,uncertain
Advanced Materials - 2019 - Tian - Multifunctional Nanocomposites with High Strength and Capacitance Using 2D MXene and 1D.pdf,Advanced Materials - 2019 - Tian - Multifunctional Nanocomposites with High Strength and Capacitance Using 2D MXene and 1D.pdf,10.1002/adma.201902977,2019,Tian et al.,Ti3C2Tx–20% CNC,composite,False,Ti3C2Tx,,stated,"Ti3C2Tx (surface terminations −O, −OH, and −F)/cellulose nanocrystals, 20% CNC",,stated,aqueous mixing and vacuum filtration,,stated,delaminated,,derived,,,uncertain,several hundred,nm,derived,,,uncertain,,,uncertain,,,uncertain,,,uncertain,,,uncertain,,,uncertain,,,uncertain,,,uncertain,,,uncertain,,,uncertain,,,uncertain,,,uncertain
Advanced Materials - 2019 - Tian - Multifunctional Nanocomposites with High Strength and Capacitance Using 2D MXene and 1D.pdf,Advanced Materials - 2019 - Tian - Multifunctional Nanocomposites with High Strength and Capacitance Using 2D MXene and 1D.pdf,10.1002/adma.201902977,2019,Tian et al.,CNF,reference,False,,,stated,carboxymethylated cellulose nanofibrils (CNF),,stated,vacuum filtration,,stated,,,uncertain,,,uncertain,,,uncertain,,,uncertain,,,uncertain,,,uncertain,,,uncertain,,,uncertain,,,uncertain,,,uncertain,,,uncertain,,,uncertain,,,uncertain,,,uncertain,,,uncertain
Advanced Materials - 2023 - Arslanoglu - 3D Assembly of MXene Networks using a Ceramic Backbone with Controlled Porosity.pdf,Advanced Materials - 2023 - Arslanoglu - 3D Assembly of MXene Networks using a Ceramic Backbone with Controlled Porosity.pdf,10.1002/adma.202304757,2023,Arslanoglu et al.,"MX-PS electrodes with 60% longitudinal porosity, 180 mg mL−1 MXene",primary,True,Ti3C2Tx,,stated,Ti3C2Tx MXene-infiltrated porous silica,,stated,"LiF/HCl minimally intensive layer delamination (MILD), followed by capillary infiltration into freeze-cast silica",,stated,single-layer and delaminated multilayer,,stated,,,stated,,,uncertain,60,%,stated,≈50,μm,stated,,,stated,about 1,mm,derived,2.43,mg cm−2,stated,3 m poly(vinyl alcohol) (PVA)/H2SO4,,derived,,,stated,10,mV s−1,stated,,,uncertain,7.26,F g−1,stated,,,stated,7.24,F cm−2,stated
Advanced Materials - 2023 - Arslanoglu - 3D Assembly of MXene Networks using a Ceramic Backbone with Controlled Porosity.pdf,Advanced Materials - 2023 - Arslanoglu - 3D Assembly of MXene Networks using a Ceramic Backbone with Controlled Porosity.pdf,10.1002/adma.202304757,2023,Arslanoglu et al.,MX-PS supercapacitor prepared with 90 mg mL−1 MXene concentration,variant,False,Ti3C2Tx,,derived,Ti3C2Tx MXene-infiltrated porous silica,,stated,"LiF/HCl MILD, followed by capillary infiltration into freeze-cast silica",,derived,single-layer and delaminated multilayer,,derived,,,stated,,,uncertain,,,uncertain,,,uncertain,,,stated,about 1,mm,derived,,,stated,3 m poly(vinyl alcohol) (PVA)/H2SO4,,derived,,,stated,10,mV s−1,stated,,,uncertain,,,stated,,,stated,3.13,F cm−2,stated
Advanced Materials - 2023 - Arslanoglu - 3D Assembly of MXene Networks using a Ceramic Backbone with Controlled Porosity.pdf,Advanced Materials - 2023 - Arslanoglu - 3D Assembly of MXene Networks using a Ceramic Backbone with Controlled Porosity.pdf,10.1002/adma.202304757,2023,Arslanoglu et al.,"MX-PS electrodes with 40% longitudinal porosity, 180 mg mL−1 MXene",variant,False,Ti3C2Tx,,stated,Ti3C2Tx MXene-infiltrated porous silica,,stated,"LiF/HCl MILD, followed by capillary infiltration into freeze-cast silica",,stated,single-layer and delaminated multilayer,,derived,,,stated,,,uncertain,40,%,stated,≈20,μm,stated,,,stated,about 1,mm,derived,,,stated,3 m poly(vinyl alcohol) (PVA)/H2SO4,,derived,,,stated,10,mV s−1,stated,,,uncertain,,,stated,,,stated,,,stated
Advanced Materials - 2023 - Arslanoglu - 3D Assembly of MXene Networks using a Ceramic Backbone with Controlled Porosity.pdf,Advanced Materials - 2023 - Arslanoglu - 3D Assembly of MXene Networks using a Ceramic Backbone with Controlled Porosity.pdf,10.1002/adma.202304757,2023,Arslanoglu et al.,"MX-PS electrodes with 60% lateral porosity, 180 mg mL−1 MXene",variant,False,Ti3C2Tx,,stated,Ti3C2Tx MXene-infiltrated porous silica,,stated,"LiF/HCl MILD, followed by capillary infiltration into freeze-cast silica",,stated,single-layer and delaminated multilayer,,derived,,,stated,,,uncertain,60,%,stated,≈50,μm,derived,,,stated,about 1,mm,derived,,,stated,3 m poly(vinyl alcohol) (PVA)/H2SO4,,derived,,,stated,10,mV s−1,stated,,,uncertain,,,stated,,,stated,,,stated
Advanced Materials - 2023 - Arslanoglu - 3D Assembly of MXene Networks using a Ceramic Backbone with Controlled Porosity.pdf,Advanced Materials - 2023 - Arslanoglu - 3D Assembly of MXene Networks using a Ceramic Backbone with Controlled Porosity.pdf,10.1002/adma.202304757,2023,Arslanoglu et al.,non-MXene supercapacitor,reference,False,,,stated,non-infiltrated porous silica,,stated,camphene-based unidirectional freeze casting and sintering,,stated,,,stated,,,stated,,,stated,,,uncertain,,,uncertain,,,stated,about 1,mm,derived,,,stated,3 m poly(vinyl alcohol) (PVA)/H2SO4,,derived,,,stated,10,mV s−1,stated,,,uncertain,,,stated,,,stated,,,stated
Advanced Science - 2023 - He - Wide Temperature All‐Solid‐State Ti3C2Tx Quantum Dots L‐Ti3C2Tx Fiber Supercapacitor with.pdf,Advanced Science - 2023 - He - Wide Temperature All‐Solid‐State Ti3C2Tx Quantum Dots L‐Ti3C2Tx Fiber Supercapacitor with.pdf,10.1002/advs.202305991,2024,He et al.,pure L-Ti3C2Tx fiber,control,False,Ti3C2Tx,,stated,L-Ti3C2Tx NSs,,stated,"Natural-sedimentation size selection, LiF/HCl etching, mechanical delamination, wet spinning in 5 wt.% chitosan",,derived,delaminated,,derived,,,uncertain,7.6–9.5,μm,derived,,,uncertain,,,uncertain,,,uncertain,,,uncertain,,,uncertain,1 M H2SO4,,derived,,,uncertain,,,uncertain,1,A cm−3,derived,,,uncertain,1158,F cm−3,stated,,,uncertain
Advanced Science - 2023 - He - Wide Temperature All‐Solid‐State Ti3C2Tx Quantum Dots L‐Ti3C2Tx Fiber Supercapacitor with.pdf,Advanced Science - 2023 - He - Wide Temperature All‐Solid‐State Ti3C2Tx Quantum Dots L‐Ti3C2Tx Fiber Supercapacitor with.pdf,10.1002/advs.202305991,2024,He et al.,Q1M9 fiber,variant,False,Ti3C2Tx,,stated,Ti3C2Tx QDs/L-Ti3C2Tx NSs (1:9),,stated,"LiF/HCl etching, mechanical delamination, Ti3C2Tx-QD ultrasonication, wet spinning in 5 wt.% chitosan",,derived,delaminated,,derived,,,uncertain,7.6–9.5,μm,derived,,,uncertain,,,uncertain,,,uncertain,,,uncertain,,,uncertain,1 M H2SO4,,derived,,,uncertain,,,uncertain,1,A cm−3,derived,,,uncertain,,,uncertain,,,uncertain
Advanced Science - 2023 - He - Wide Temperature All‐Solid‐State Ti3C2Tx Quantum Dots L‐Ti3C2Tx Fiber Supercapacitor with.pdf,Advanced Science - 2023 - He - Wide Temperature All‐Solid‐State Ti3C2Tx Quantum Dots L‐Ti3C2Tx Fiber Supercapacitor with.pdf,10.1002/advs.202305991,2024,He et al.,Q2M8 fiber,variant,False,Ti3C2Tx,,stated,Ti3C2Tx QDs/L-Ti3C2Tx NSs (2:8),,stated,"LiF/HCl etching, mechanical delamination, Ti3C2Tx-QD ultrasonication, wet spinning in 5 wt.% chitosan",,derived,delaminated,,derived,,,uncertain,7.6–9.5,μm,derived,,,uncertain,,,uncertain,,,uncertain,,,uncertain,,,uncertain,1 M H2SO4,,derived,,,uncertain,,,uncertain,1,A cm−3,derived,,,uncertain,,,uncertain,,,uncertain
Advanced Science - 2023 - He - Wide Temperature All‐Solid‐State Ti3C2Tx Quantum Dots L‐Ti3C2Tx Fiber Supercapacitor with.pdf,Advanced Science - 2023 - He - Wide Temperature All‐Solid‐State Ti3C2Tx Quantum Dots L‐Ti3C2Tx Fiber Supercapacitor with.pdf,10.1002/advs.202305991,2024,He et al.,Q3M7 fiber,primary,True,Ti3C2Tx,,stated,Ti3C2Tx QDs/L-Ti3C2Tx NSs (3:7),,stated,"Natural-sedimentation size selection, LiF/HCl etching, mechanical delamination, Ti3C2Tx-QD ultrasonication, wet spinning in 5 wt.% chitosan",,stated,delaminated,,derived,,,uncertain,7.6–9.5,μm,derived,,,uncertain,,,uncertain,,,uncertain,,,uncertain,,,uncertain,1 M H2SO4,,stated,,,uncertain,,,uncertain,1,A cm−3,stated,,,uncertain,1560,F cm−3,stated,,,uncertain
Advanced Science - 2023 - He - Wide Temperature All‐Solid‐State Ti3C2Tx Quantum Dots L‐Ti3C2Tx Fiber Supercapacitor with.pdf,Advanced Science - 2023 - He - Wide Temperature All‐Solid‐State Ti3C2Tx Quantum Dots L‐Ti3C2Tx Fiber Supercapacitor with.pdf,10.1002/advs.202305991,2024,He et al.,Q4M6 fiber,variant,False,Ti3C2Tx,,stated,Ti3C2Tx QDs/L-Ti3C2Tx NSs (4:6),,stated,"LiF/HCl etching, mechanical delamination, Ti3C2Tx-QD ultrasonication, wet spinning in 5 wt.% chitosan",,derived,delaminated,,derived,,,uncertain,7.6–9.5,μm,derived,,,uncertain,,,uncertain,,,uncertain,,,uncertain,,,uncertain,1 M H2SO4,,derived,,,uncertain,,,uncertain,1,A cm−3,derived,,,uncertain,,,uncertain,,,uncertain
Advanced Science - 2023 - He - Wide Temperature All‐Solid‐State Ti3C2Tx Quantum Dots L‐Ti3C2Tx Fiber Supercapacitor with.pdf,Advanced Science - 2023 - He - Wide Temperature All‐Solid‐State Ti3C2Tx Quantum Dots L‐Ti3C2Tx Fiber Supercapacitor with.pdf,10.1002/advs.202305991,2024,He et al.,Q3M7 fiber prepared in MgSO4/EtOH,variant,False,Ti3C2Tx,,stated,Ti3C2Tx QDs/L-Ti3C2Tx NSs (3:7),,stated,"LiF/HCl etching, mechanical delamination, Ti3C2Tx-QD ultrasonication, wet spinning in MgSO4/EtOH",,stated,delaminated,,derived,,,uncertain,7.6–9.5,μm,derived,,,uncertain,,,uncertain,,,uncertain,,,uncertain,,,uncertain,1 M H2SO4,,derived,,,uncertain,,,uncertain,1,A g−1,derived,,,uncertain,805,F cm−3,stated,,,uncertain
Advanced Science - 2023 - He - Wide Temperature All‐Solid‐State Ti3C2Tx Quantum Dots L‐Ti3C2Tx Fiber Supercapacitor with.pdf,Advanced Science - 2023 - He - Wide Temperature All‐Solid‐State Ti3C2Tx Quantum Dots L‐Ti3C2Tx Fiber Supercapacitor with.pdf,10.1002/advs.202305991,2024,He et al.,Q3M7 fiber prepared in NH4Cl/NH4OH,variant,False,Ti3C2Tx,,stated,Ti3C2Tx QDs/L-Ti3C2Tx NSs (3:7),,stated,"LiF/HCl etching, mechanical delamination, Ti3C2Tx-QD ultrasonication, wet spinning in NH4Cl/NH4OH",,stated,delaminated,,derived,,,uncertain,7.6–9.5,μm,derived,,,uncertain,,,uncertain,,,uncertain,,,uncertain,,,uncertain,1 M H2SO4,,derived,,,uncertain,,,uncertain,1,A g−1,derived,,,uncertain,878,F cm−3,stated,,,uncertain
Advanced Science - 2023 - He - Wide Temperature All‐Solid‐State Ti3C2Tx Quantum Dots L‐Ti3C2Tx Fiber Supercapacitor with.pdf,Advanced Science - 2023 - He - Wide Temperature All‐Solid‐State Ti3C2Tx Quantum Dots L‐Ti3C2Tx Fiber Supercapacitor with.pdf,10.1002/advs.202305991,2024,He et al.,Q3M7 fiber prepared in CaCl2/IPA,variant,False,Ti3C2Tx,,stated,Ti3C2Tx QDs/L-Ti3C2Tx NSs (3:7),,stated,"LiF/HCl etching, mechanical delamination, Ti3C2Tx-QD ultrasonication, wet spinning in CaCl2/IPA",,stated,delaminated,,derived,,,uncertain,7.6–9.5,μm,derived,,,uncertain,,,uncertain,,,uncertain,,,uncertain,,,uncertain,1 M H2SO4,,derived,,,uncertain,,,uncertain,1,A g−1,derived,,,uncertain,912,F cm−3,stated,,,uncertain
ae2c00653 (1).pdf,ae2c00653 (1).pdf,10.1021/acsaem.2c00653,2022,Kaitlyn Prenger et al.,Na−Ti3C2Tx,variant,False,Ti3C2Tx,,stated,"Na−Ti3C2Tx (0.13 Na per Ti3C2Tx formula unit); 90 wt % Ti3C2Tx, 5 wt % carbon black, 5 wt % PTFE",,stated,LiCl in 10 wt % HF etching followed by NaCl ion exchange,,stated,multilayer,,stated,12.26 & 10.58,Å,stated,,,uncertain,,,uncertain,,,uncertain,,,uncertain,30–35 and 70–77,μm,stated,4.2–5.2 and 10.2–13.4,mg/cm2,stated,1 M H2SO4 aqueous electrolyte,,derived,,,uncertain,,,uncertain,5,A/g,stated,265,F/g,stated,,,uncertain,3.7,F/cm2,stated
ae2c00653 (1).pdf,ae2c00653 (1).pdf,10.1021/acsaem.2c00653,2022,Kaitlyn Prenger et al.,K−Ti3C2Tx,primary,True,Ti3C2Tx,,stated,"K−Ti3C2Tx (0.11 K per Ti3C2Tx formula unit); 90 wt % Ti3C2Tx, 5 wt % carbon black, 5 wt % PTFE",,stated,LiCl in 10 wt % HF etching followed by KCl ion exchange,,stated,multilayer,,stated,12.06,Å,stated,,,uncertain,,,uncertain,,,uncertain,,,uncertain,"31, 74, and 103",μm,stated,"4.2–5.2, 10.2–13.4, and 20.1",mg/cm2,stated,1 M H2SO4 aqueous electrolyte,,derived,,,uncertain,,,uncertain,,,uncertain,up to 300,F/g,stated,,,uncertain,∼5.7,F/cm2,stated
ae2c00653 (1).pdf,ae2c00653 (1).pdf,10.1021/acsaem.2c00653,2022,Kaitlyn Prenger et al.,Mg−Ti3C2Tx,variant,False,Ti3C2Tx,,stated,"Mg−Ti3C2Tx (0.06 Mg per Ti3C2Tx formula unit); 90 wt % Ti3C2Tx, 5 wt % carbon black, 5 wt % PTFE",,stated,LiCl in 10 wt % HF etching followed by MgCl2 ion exchange,,stated,multilayer,,stated,14.47 & 9.98,Å,stated,,,uncertain,,,uncertain,,,uncertain,,,uncertain,30–35 and 70–77,μm,stated,4.2–5.2 and 10.2–13.4,mg/cm2,stated,1 M H2SO4 aqueous electrolyte,,derived,,,uncertain,,,uncertain,5,A/g,stated,214,F/g,stated,,,uncertain,,,uncertain
ae2c00653 (1).pdf,ae2c00653 (1).pdf,10.1021/acsaem.2c00653,2022,Kaitlyn Prenger et al.,pristine Ti3C2Tx,control,False,Ti3C2Tx,,stated,"pristine Ti3C2Tx; 90 wt % Ti3C2Tx, 5 wt % carbon black, 5 wt % PTFE",,stated,LiCl in 10 wt % HF etching followed by HCl treatment (non-intercalated control),,stated,multilayer,,stated,10.67 & 9.79,Å,stated,,,uncertain,,,uncertain,,,uncertain,,,uncertain,30–35 and 70–77,μm,stated,4.2–5.2 and 10.2–13.4,mg/cm2,stated,1 M H2SO4 aqueous electrolyte,,derived,,,uncertain,,,uncertain,5,A/g,stated,187.5,F/g,stated,,,uncertain,,,uncertain
ae2c00653.pdf,ae2c00653.pdf,10.1021/acsaem.2c00653,2022,Prenger et al.,pristine Ti3C2Tx,control,False,Ti3C2Tx,,stated,"pristine Ti3C2Tx, 90 wt % Ti3C2Tx, 5 wt % carbon black, 5 wt % PTFE",,stated,LiCl-assisted 10 wt % HF etching followed by HCl treatment/soaking,,stated,multilayer,,stated,10.67 & 9.79,Å,stated,,,stated,,,stated,,,stated,,,stated,∼30,μm,stated,4.2–5.2,mg/cm2,derived,1 M H2SO4 aqueous electrolyte,,derived,,,stated,,,uncertain,5,A/g,stated,187.5,F/g,stated,,,stated,,,uncertain
ae2c00653.pdf,ae2c00653.pdf,10.1021/acsaem.2c00653,2022,Prenger et al.,Na−Ti3C2Tx,variant,False,Ti3C2Tx,,stated,"Na−Ti3C2Tx, 90 wt % Ti3C2Tx, 5 wt % carbon black, 5 wt % PTFE",,stated,LiCl-assisted 10 wt % HF etching followed by Na+ ion exchange in 1 M NaCl,,stated,multilayer,,stated,12.26 & 10.58,Å,stated,,,stated,,,stated,,,stated,,,stated,70–77,μm,stated,10.2–13.4,mg/cm2,derived,1 M H2SO4 aqueous electrolyte,,derived,,,stated,,,uncertain,5,A/g,stated,265,F/g,stated,,,stated,3.7,F/cm2,stated
ae2c00653.pdf,ae2c00653.pdf,10.1021/acsaem.2c00653,2022,Prenger et al.,K−Ti3C2Tx,primary,True,Ti3C2Tx,,stated,"K−Ti3C2Tx, 90 wt % Ti3C2Tx, 5 wt % carbon black, 5 wt % PTFE",,stated,LiCl-assisted 10 wt % HF etching followed by K+ ion exchange in 1 M KCl,,stated,multilayer,,stated,12.06,Å,stated,,,stated,,,stated,,,stated,,,stated,103,μm,stated,20.1,mg/cm2,stated,1 M H2SO4 aqueous electrolyte,,derived,,,stated,,,uncertain,,,uncertain,up to 300,F/g,stated,,,stated,∼5.7,F/cm2,stated
ae2c00653.pdf,ae2c00653.pdf,10.1021/acsaem.2c00653,2022,Prenger et al.,Mg−Ti3C2Tx,variant,False,Ti3C2Tx,,stated,"Mg−Ti3C2Tx, 90 wt % Ti3C2Tx, 5 wt % carbon black, 5 wt % PTFE",,stated,LiCl-assisted 10 wt % HF etching followed by Mg2+ ion exchange in 0.5 M MgCl2,,stated,multilayer,,stated,14.47 & 9.98,Å,stated,,,stated,,,stated,,,stated,,,stated,∼30,μm,stated,4.2–5.2,mg/cm2,derived,1 M H2SO4 aqueous electrolyte,,derived,,,stated,,,uncertain,5,A/g,stated,214,F/g,stated,,,stated,,,uncertain
an4c01912.pdf,an4c01912.pdf,10.1021/acsanm.4c01912,2024,Yao et al.,Ti3C2Tx,control,False,Ti3C2Tx,,stated,"Ti3C2Tx (Tx = -O, -OH, and -F)",,stated,"LiF/HCl selective etching of Ti3AlC2, followed by Ar-assisted ultrasonication and vacuum filtration",,stated,few-layer,,stated,1.17,nm,stated,,,stated,,,stated,,,stated,,,stated,,,stated,,,stated,1 M ZnSO4,,stated,11.4,m2 g−1,stated,,,stated,1,A g−1,stated,212,F g−1,stated,,,stated,,,stated
an4c01912.pdf,an4c01912.pdf,10.1021/acsanm.4c01912,2024,Yao et al.,A-Ti3C2Tx,control,False,Ti3C2Tx,,stated,Ti3C2Tx,,stated,Ti3C2Tx calcined at 350 °C under Ar,,stated,few-layer,,derived,,,stated,,,stated,,,stated,,,stated,,,stated,,,stated,,,stated,1 M H2SO4,,derived,,,stated,,,stated,,,stated,,,stated,,,stated,,,stated
an4c01912.pdf,an4c01912.pdf,10.1021/acsanm.4c01912,2024,Yao et al.,N−Ti3C2Tx−350 °C,primary,True,Ti3C2Tx,,stated,N−Ti3C2Tx,,stated,LiF/HCl etched Ti3C2Tx film annealed with urea at 350 °C under Ar for 3 h,,stated,few-layer,,derived,1.33,nm,stated,,,stated,,,stated,,,stated,,,stated,,,stated,,,stated,1 M H2SO4,,stated,19.5,m2 g−1,stated,,,stated,1,A g−1,stated,390,F g−1,stated,,,stated,,,stated
an4c01912.pdf,an4c01912.pdf,10.1021/acsanm.4c01912,2024,Yao et al.,N−Ti3C2Tx−400 °C,variant,False,Ti3C2Tx,,stated,N−Ti3C2Tx,,stated,Ti3C2Tx film annealed with urea at 400 °C under Ar,,stated,few-layer,,derived,,,stated,,,stated,,,stated,,,stated,,,stated,,,stated,,,stated,1 M H2SO4,,derived,,,stated,,,stated,,,stated,,,stated,,,stated,,,stated
an4c01912.pdf,an4c01912.pdf,10.1021/acsanm.4c01912,2024,Yao et al.,N−Ti3C2Tx−450 °C,variant,False,Ti3C2Tx,,stated,N−Ti3C2Tx,,stated,Ti3C2Tx film annealed with urea at 450 °C under Ar,,stated,few-layer,,derived,,,stated,,,stated,,,stated,,,stated,,,stated,,,stated,,,stated,1 M H2SO4,,derived,,,stated,,,stated,,,stated,,,stated,,,stated,,,stated
an4c01912.pdf,an4c01912.pdf,10.1021/acsanm.4c01912,2024,Yao et al.,MnO2−CNTs,reference,False,,,stated,MnO2−CNTs (MnO2:CNT = 1:1),,stated,"MnO2 and CNT mixed by cell crusher at 1:1, then vacuum filtered",,stated,,,stated,,,stated,,,stated,,,stated,,,stated,,,stated,,,stated,,,stated,1 M ZnSO4/0.01 M MnSO4,,stated,,,stated,,,stated,,,stated,,,stated,,,stated,,,stated
boota2015.pdf,boota2015.pdf,10.1002/adma.201504705,2016,Boota et al.,pristine Ti3C2Tx films,control,False,Ti3C2Tx,,stated,Ti3C2Tx,,stated,"LiF/HCl etching (MILD), followed by delamination",,stated,delaminated,,stated,,,stated,,,stated,,,stated,,,stated,,,stated,,,stated,,,stated,1 M H2SO4,,derived,,,stated,,,stated,,,stated,,,stated,,,stated,,,stated
boota2015.pdf,boota2015.pdf,10.1002/adma.201504705,2016,Boota et al.,PPy/Ti3C2Tx (1:2),primary,True,Ti3C2Tx,,stated,"PPy/Ti3C2Tx (1:2), 8 wt% PPy",,stated,"LiF/HCl etching (MILD), delamination, and oxidant-free in situ pyrrole polymerization",,stated,delaminated,,stated,≈10,Å,stated,,,stated,,,stated,,,stated,,,stated,≈13,µm,stated,0.93,mg cm−2,stated,1 M H2SO4,,stated,,,stated,5,mV s−1,stated,,,stated,416,F g−1,stated,1000,F cm−3,stated,,,stated
boota2015.pdf,boota2015.pdf,10.1002/adma.201504705,2016,Boota et al.,PPy/Ti3C2Tx (1:1),variant,False,Ti3C2Tx,,stated,PPy/Ti3C2Tx (1:1),,stated,"LiF/HCl etching (MILD), delamination, and oxidant-free in situ pyrrole polymerization",,stated,delaminated,,stated,,,stated,,,stated,,,stated,,,stated,,,stated,,,stated,,,stated,1 M H2SO4,,derived,,,stated,5,mV s−1,stated,,,stated,,,stated,,,stated,,,stated
c8dt04374d.pdf,c8dt04374d.pdf,10.1039/c8dt04374d,2019,Li et al.,Ti3C2Tx,control,False,Ti3C2Tx,,stated,Ti3C2Tx,,stated,LiF/HCl etching,,stated,,,stated,12.8,Å,stated,,,stated,,,stated,,,stated,,,stated,,,stated,,,derived,1 M H2SO4,,derived,16.2,m2 g−1,stated,2,mV s−1,stated,,,stated,241,F g−1,stated,952,F cm−3,stated,,,stated
c8dt04374d.pdf,c8dt04374d.pdf,10.1039/c8dt04374d,2019,Li et al.,Ti3C2Tx-H,variant,False,Ti3C2Tx,,stated,Ti3C2Tx,,stated,LiF/HCl etching followed by concentrated H2SO4 treatment,,stated,,,stated,,,stated,,,stated,,,stated,,,stated,,,stated,,,stated,,,derived,1 M H2SO4,,derived,,,stated,,,stated,,,stated,,,stated,,,stated,,,stated
