paper_id,target_cap_F_g,interlayer_A,scan_rate_mV_s,current_density_A_g,mass_loading_mg_cm2,electrode_thickness_um,ssa_m2_g,flake_size_um,pore_diameter_nm,h2so4_M,layer_class___missing__,layer_class_delaminated,layer_class_multilayer,layer_class_single_or_few_layer,composition_family_doped_mxene,composition_family_mxene_carbon_composite,composition_family_mxene_inorganic_composite,composition_family_mxene_polymer_composite,composition_family_pristine_mxene,composition_family_structured_pristine_mxene,electrolyte_is_gel_False,electrolyte_is_gel_True
10.1038/nenergy.2017.105,450.0,-6.5777903,20.761286,-0.75384635,2.0199256,8.508312,-0.1003975,0.18657112,-0.71108407,45.525806,2.7507155,-0.8427947,0.24849227,9.941356,-6.665109,-0.5099953,0.0,0.9963623,-7.3856254,-0.9005302,1.6223518,0.85388803
10.1038/nenergy.2017.105,380.0,-10.547206,19.505627,-0.5471212,-0.18557733,-7.620546,0.12114141,0.4662014,-0.614782,42.118435,2.4773695,-0.81923944,0.28497523,10.299602,-6.6368628,-0.4387598,0.0,0.92201054,13.22715,5.99738,1.837662,1.0699658
10.1038/nenergy.2017.105,370.0,-9.022801,16.978489,1.6890877,2.0706713,-6.508358,-1.4317849,0.44494352,-0.6493485,37.573116,2.488775,-0.6314776,0.58248013,9.290736,-6.561289,-0.49080122,0.0,0.88616794,12.201502,6.646786,1.801947,1.0696493
10.1038/nenergy.2017.105,354.0,-8.751677,-1.5448434,-1.2400484,0.5923506,-5.9997478,-1.5052886,0.6997129,-0.5707664,32.510986,2.301698,-0.512013,0.47412574,8.320128,-6.754901,-0.67832553,0.0,0.6463733,14.854041,6.030559,2.02601,1.0330307
10.1038/nenergy.2017.105,310.0,-8.129978,-24.080877,-0.51132786,11.807941,7.520603,-1.4228082,0.15243107,-0.5716561,23.296934,1.9749281,-0.9394055,0.10504618,5.7008095,-6.869108,-0.6050426,0.0,0.45732927,-7.917853,-0.5856487,1.8013843,0.87860006
10.1038/nenergy.2017.105,280.0,-9.279416,-35.3773,-0.5814818,11.700898,3.9590726,-1.7808284,-0.17261168,-0.6058251,20.836748,1.870791,-0.95790726,0.10504618,5.42023,-6.9829555,-0.6050426,0.0,0.4079375,-8.028613,-0.62727517,1.7248565,0.83014065
10.1038/nenergy.2017.105,125.0,-12.060385,-50.200275,-2.2747762,-4.387469,-12.633349,-2.0988867,-0.9025333,-0.6230304,17.509266,1.3165808,-0.8761564,0.2854457,4.9932823,-7.239969,-0.80349296,0.0,0.50514233,-7.8579283,-0.611052,1.555694,0.8008593
10.1021/acsnano.3c11551,252.5,-8.706878,-43.30501,-4.6200027,1.3328557,-2.7141883,12.104784,0.49188718,-0.58548963,15.885543,2.3428407,3.3154113,0.08926155,-6.638079,-6.95752,-0.6484669,0.0,0.38828474,12.299276,2.7546382,1.989211,0.88423
10.1002/adfm.202102874,31.0,-12.972683,-46.357307,-1.8348064,-7.929873,-4.5045867,-8.357817,-0.42080742,-0.6583905,14.526716,-6.183463,-1.170031,0.11079736,-7.551174,-7.353686,-1.3618146,0.0,0.15029131,-8.861309,-0.57257015,1.3966248,0.71414304
10.1002/adfm.202102874,295.0,-1.1428443,-26.168056,-1.3980551,10.047198,3.2551088,-1.1045264,0.1368362,-0.58049846,21.925705,-6.6256967,-1.0681444,0.12606093,-6.309867,-7.0178638,-1.2340482,0.0,0.16710274,-7.4154134,-0.5076622,1.6545898,0.81099784
10.1002/adfm.202102874,197.0,-5.244871,-54.00477,-2.6257334,-0.87420213,-0.6906001,-1.7003311,-0.0087391045,-0.5983688,21.716644,-6.537419,-1.4290999,0.08860794,-5.2496877,-7.2889676,-1.1091331,0.0,0.27892834,-6.844115,-0.473572,1.4509486,0.769829
10.1002/adfm.202102874,206.0,-7.162071,-54.98885,-4.7609844,0.6706542,-2.8215942,13.031454,-4.960052,-0.66458404,14.148592,-5.8522058,-1.0886165,-0.0072146114,-7.082841,-7.095589,3.2652192,0.0,0.41279495,9.779071,-0.055935528,1.8095812,0.8586403
10.1038/s41586-018-0109-z,265.0,-14.936595,-29.815865,-1.6393962,-0.04132761,4.2450805,-2.94769,1.1275158,-0.5512025,21.904284,2.020455,1.448522,0.06354766,-7.7702274,-6.980821,2.9835393,0.0,0.13294607,11.510965,-0.7748348,1.7473646,0.85828346
10.1038/s41586-018-0109-z,236.0,-14.549091,-29.22044,-1.7952069,0.16817452,-3.6629965,-3.2568207,1.4001882,-0.56098366,21.79734,1.8863671,1.5771161,0.059575893,-7.3598757,-7.029714,2.9835393,0.0,0.17427239,10.972215,-0.78713363,1.744572,0.8626624
10.1038/s41586-018-0109-z,256.0,-14.833699,-33.921364,-1.9973241,-2.658671,-6.4618287,-2.5860887,2.9284706,-0.55070037,17.164272,1.16912,1.4002552,0.23409492,-6.3550735,-7.069637,3.5406344,0.0,0.15180337,9.635452,-0.7794363,1.7515746,0.8618774
10.1038/s41586-018-0109-z,268.0,-14.744482,-32.89146,-1.7792888,-1.0884334,-6.507828,-2.6148353,2.9225397,-0.55070037,18.329184,1.4444047,1.35952,0.23409492,-6.3550735,-7.0700154,3.5406344,0.0,0.15180337,9.713044,-0.7794363,1.7515746,0.8618774
10.1002/smll.202205947,258.0,-2.0304036,13.49868,1.0324937,0.4770983,-12.337143,-3.9620516,0.04602758,-0.741116,32.350292,1.7508945,-1.0537881,0.20723754,6.4052677,-6.635823,-0.51534927,0.0,0.948728,-7.277788,-0.72999734,1.584272,0.8719865
10.1002/smll.202205947,198.0,-10.899358,-34.061653,-2.2772722,-1.0129845,2.5964904,-2.9917815,-3.730639,-0.59409297,19.503439,-7.2022715,-0.75991535,0.111425005,-7.351106,-7.133028,-1.2953722,0.0,0.050191168,-7.479845,-0.6699107,1.5636064,0.8208576
10.1002/smll.202205947,223.0,-10.625926,-33.40317,-2.2941723,-0.9743366,2.5690947,-2.961022,0.9545528,-0.5868707,19.687689,-7.2022715,-0.75991535,0.111425005,-7.125169,-7.100364,-1.2953722,0.0,0.050191168,-7.2924757,-0.6699107,1.5474627,0.8208576
10.1002/smll.201802225,532.0,70.36674,24.729311,0.87666816,1.8094647,12.236378,0.8639474,0.501317,-0.68748915,47.56,3.1966403,3.3683133,0.31530207,-8.323418,-6.6239324,1.8742056,0.0,0.59633946,31.622255,-0.3215546,1.6600139,0.92844474
10.1002/smll.201804732,258.2,-9.875095,-4.932155,-2.5637949,-0.69758165,-3.2085724,-4.7269425,-1.9041446,-0.7594669,-18.432964,1.2389771,6.883678,0.122764006,-2.5508633,-7.138846,-0.63328516,0.0,-0.5747212,8.304331,-1.0036503,1.6211886,0.728001
ssrn-5211970.pdf,281.0,-9.585535,15.283931,8.448958,0.22230098,3.713735,-7.0305576,-0.01982316,-0.86127824,-20.481264,1.3341215,6.8263526,0.44495752,-4.6397195,-6.963261,-0.44777542,0.0,0.53276503,-3.957719,-1.0745661,1.2783707,0.68780684
ssrn-5211970.pdf,298.0,4.8136683,17.243336,7.976813,-0.06578695,4.1598897,-7.27912,-0.11933288,-0.8806162,-21.65851,1.3273661,6.862444,0.44495752,-3.8116198,-6.8958645,-0.47400972,0.0,0.61999875,-3.676125,-0.78468484,1.3157398,0.7347693
ssrn-5211970.pdf,401.0,25.155497,14.881869,7.6461844,1.7307984,4.8839283,-5.6836553,0.0059389845,-0.83498365,-20.142376,1.335129,7.338306,0.56110376,-3.6245852,-6.8149,-0.4580943,0.0,0.3184797,-5.4732633,-0.68997306,1.3349793,0.7367467
10.1002/sus2.61,213.8,-6.111503,11.559937,-2.3164117,-1.3134859,-7.5974197,-6.194436,-0.10448148,-0.8468284,-27.421366,1.4587089,-2.545068,0.23628774,3.827061,-7.012882,-0.48804548,0.0,0.5338585,-5.091176,-0.8693726,1.4203283,0.72208583
10.25259/ajc_264_2024,315.5,0.40155375,23.48424,-4.0019064,2.7275424,7.6049194,13.572211,-0.019455932,-0.75970024,31.006212,2.7176201,-1.1817334,-2.1921303,-5.625748,-6.644679,-0.12617101,0.0,0.52440345,-12.945002,-0.21494663,1.7882164,0.94743115
10.25259/ajc_264_2024,436.0,-1.5825758,25.552784,7.612456,3.2832994,8.148379,25.229527,0.3812611,-0.7842997,30.055437,2.758917,-1.2304116,-1.3472176,-6.907626,-6.3341618,1.9011394,0.0,0.8520014,8.892127,0.15476274,1.7804065,0.982509
