DOI,Year & Author,Mxene formula,Composition,Synthesis method,Layer No,Interlayer spacing (d),Flake Size,Porosity,Pore Diameter,Tortuosity,Electrode Thickness,Mass Loading,Electrolyte,SSA,Scan Rate,Current Density,Gravimetric Capacitance,Volumetric Capacitance,Areal Capacitance
10.1002/smll.202202203,"2022, Lv & Zhang et al.",Ti₃C₂Tₓ,"Ti₃C₂ with -O, -OH, -F terminations; PS80 used as sacrificial template","LiF/HCl etching + PS80 templating (6:1 MXene:PS), vacuum filtration, annealing 450 °C under Ar",Monolayer flakes; some regional restacking noted,"15.2 Å (XRD (002) at ~5.8°, after PS assembly)",300–500 nm (SEM),Not reported,~80 nm (matches PS80 template),Not reported,Not reported,~0.16 mg (1×1 mm electrode),1 M H₂SO₄ (aqueous),Not reported,2 mV s⁻¹,Not reported,457 F g⁻¹ at 2 mV s⁻¹; 105 F g⁻¹ at 1000 mV s⁻¹,1089 F cm⁻³ at 2 mV s⁻¹; 246 F cm⁻³ at 1000 mV s⁻¹,Not reported
10.1002/smll.202202203,"2022, Lv & Zhang et al.",Ti₃C₂Tₓ,"Ti₃C₂ with -O, -OH, -F terminations; PS310 template (size matches flakes)","LiF/HCl etching + PS310 templating (6:1 MXene:PS), vacuum filtration, annealing 450 °C under Ar",Monolayer flakes; minimum restacking (optimal template match),"15.2 Å (XRD (002) at 5.8°, confirmed pre- and post-annealing)",300–500 nm (SEM); template 310 nm closely matches,Not reported,~310 nm (matches PS310 template),Not reported,Not reported,~0.16 mg (1×1 mm electrode),1 M H₂SO₄ (aqueous),Not reported,2 mV s⁻¹,1 A g⁻¹,474 ± 12 F g⁻¹ at 2 mV s⁻¹; 115 F g⁻¹ at 1000 mV s⁻¹,1121 F cm⁻³ at 2 mV s⁻¹; 268 F cm⁻³ at 1000 mV s⁻¹,Not reported
10.1002/smll.202202203,"2022, Lv & Zhang et al.",Ti₃C₂Tₓ,"Ti₃C₂ with -O, -OH, -F terminations; PS570 template (oversized vs flakes)","LiF/HCl etching + PS570 templating (6:1 MXene:PS), vacuum filtration, annealing 450 °C under Ar",Monolayer flakes; large pores and thick stacked walls between spheres,Not reported,300–500 nm (SEM); template 570 nm oversized,Not reported,~570 nm (matches PS570 template),Not reported,Not reported,~0.16 mg (1×1 mm electrode),1 M H₂SO₄ (aqueous),Not reported,2 mV s⁻¹,Not reported,424 F g⁻¹ at 2 mV s⁻¹; 98 F g⁻¹ at 1000 mV s⁻¹,810 F cm⁻³ at 2 mV s⁻¹; 140 F cm⁻³ at 1000 mV s⁻¹,Not reported
10.1002/smll.202202203,"2022, Lv & Zhang et al.",Ti₃C₂Tₓ,"Ti₃C₂ with -O, -OH, -F terminations + SWCNT (5 wt%) as conductive spacer","LiF/HCl etching + PS310 templating + SWCNT dispersion (5 wt%, STDC surfactant), vacuum filtration, annealing 450 °C under Ar",Monolayer flakes in foam; CNTs enrich nanosized channels,Not reported,300–500 nm (SEM),Not reported,"~310 nm (PS-templated) + nanosized CNT-induced pores (BET in SI, values not stated)",Not reported,Not reported,~0.16 mg (1×1 mm electrode),1 M H₂SO₄ (aqueous); PVA-H₂SO₄ gel for assembled SC,"Not reported (BET in SI, values not stated in main text)",2 mV s⁻¹,1 A g⁻¹,462 ± 8 F g⁻¹ at 2 mV s⁻¹; 205 F g⁻¹ at 1000 mV s⁻¹ (44% retention),1007 F cm⁻³ at 2 mV s⁻¹; 445 F cm⁻³ at 1000 mV s⁻¹,Not reported
10.1021/acsomega.3c02002,2023; Aravind et al.,Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, =O terminations","LiF/HCl (MILD etching) at 45 °C, 24–45 h","Multilayer, delaminated",Larger than HF-etched (exact value not reported),Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,900 F cm⁻³,Not reported
10.1021/acsomega.3c02002,2023; Aravind et al.,Ti₃C₂Tₓ,Mesoporous Ti₃C₂Tₓ,LiF etching (Zhang et al.),Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,2079 F cm⁻³,Not reported
10.1021/acsomega.3c02002,2023; Aravind et al.,Ti₃C₂Tₓ,Ti₃C₂ with –OH and =O terminations; fluorine-free,Alkali etching (1 M NH₄Cl + 0.2 M TMAOH),Single or bilayer,Increased vs HF (exact value not reported),Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,2 A g⁻¹,368.1 F g⁻¹,Not reported,Not reported
10.1021/acsomega.3c02002,2023; Aravind et al.,Ti₃C₂Tₓ,Fluoride-free Ti₃C₂Tₓ; anodic decomposition of Al from Ti₃AlC₂,Electrochemical etching (binary aqueous electrolyte); in situ NH₄OH intercalation,Exfoliated sheets,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Binary aqueous electrolyte,Not reported,10 mV s⁻¹,Not reported,Not reported,439 F cm⁻³,Not reported
10.1021/acsomega.3c02002,2023; Aravind et al.,Ti₃C₂Tₓ,Ti₃C₂ with –Cl and –O terminations; F-free,Electrochemical etching in mixed LiOH/LiCl (Chen et al.),Not reported,Increased (–Cl large ionic size),Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,LiOH + LiCl,Not reported,Not reported,Not reported,323.7 F g⁻¹,Not reported,Not reported
10.1021/acsomega.3c02002,2023; Aravind et al.,MoN,MoN films,Salt-templated method (bottom-up; Xiao et al.),Film,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,H₂SO₄ (concentration not specified),Not reported,Not reported,Not reported,Not reported,928 F cm⁻³,Not reported
10.1021/acsomega.3c02002,2023; Aravind et al.,Ti₃C₂Tₓ/PVA,Ti₃C₂Tₓ with PVA confinement between flakes,PVA confinement (method not specified),Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,KOH,Not reported,2 mV s⁻¹,Not reported,Not reported,530 F cm⁻³,Not reported
10.1021/acsomega.3c02002,2023; Aravind et al.,Ti₃C₂Tₓ,Few-layered Ti₃C₂Tₓ in deep eutectic solvents,Water-free etching in deep eutectic solvents at room temperature,Few-layer,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,2 mV s⁻¹,Not reported,320 F g⁻¹,Not reported,Not reported
10.1021/acsomega.3c02002,2023; Aravind et al.,(Mo₂/₃Y₁/₃)₂C,Mo/Y carbide with in-plane elemental order; from (Mo₂/₃Y₁/₃)₂AlC i-MAX,Etching of i-MAX phase (Al removal; Persson et al.),Film,Not reported,Not reported,Not reported,Not reported,Not reported,1.2 µm,Not reported,1 M KOH,Not reported,2 mV s⁻¹,Not reported,Not reported,1500 F cm⁻³,Not reported
10.1021/acsomega.3c02002,2023; Aravind et al.,Mo₁.₃₃CTₓ,Mo carbide with in-plane vacancy ordering; from (Mo₂/₃Sc₁/₃)₂AlC,HF etching (selective etching of Al and Sc; Halim et al.),Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,2 µm,Not reported,1 M H₂SO₄,Not reported,2 mV s⁻¹,Not reported,Not reported,1100–1308 F cm⁻³,Not reported
10.1002/adfm.202102874,"2021, Wu et al.",Ti3C2Tx,Ti3C2 with surface terminations (Tx); pure nanosheet film,LiF/HCl etching of Ti3AlC2 MAX phase; vacuum filtration,"Multilayer, delaminated",Not reported,Not reported,Low; 15 wt% trapped water,Not reported,High; tortuous ion-transport paths noted,3 µm,1.19 mg cm-2,3 M H2SO4 (aqueous),8.4 m2 g-1,10–2000 mV s-1,Not reported,Not reported,~978 F cm-3 at 10 mV s-1; ~10% retention at 2000 mV s-1,Not reported
10.1002/adfm.202102874,"2021, Wu et al.",Ti3C2Tx,Ti3C2Tx nanosheets + 25 wt% Ti3C2Tx microgel,LiF/HCl etching; microgel reassembly by vacuum filtration,"Multilayer, delaminated",Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,3 M H2SO4 (aqueous),Not reported,10–2000 mV s-1,Not reported,Not reported,~200 F cm-3 at 2000 mV s-1; ~30% retention,Not reported
10.1002/adfm.202102874,"2021, Wu et al.",Ti3C2Tx,Ti3C2Tx nanosheets + 50 wt% Ti3C2Tx microgel; mesopore-rich film,LiF/HCl etching; microgel reassembly by vacuum filtration,"Multilayer, delaminated",Not reported,Not reported,61 wt% trapped water; mesopore-dominated,3–5 nm,Reduced vs. Ti3C2Tx film; relaxation time 200 ms,3.5 µm,1.16 mg cm-2,3 M H2SO4 (aqueous),~33 m2 g-1 (from Fig. 2g),10–2000 mV s-1,2 A g-1 (flexible device GCD),~300 F g-1 at 2000 mV s-1,978 F cm-3 at 10 mV s-1; 736 F cm-3 at 2000 mV s-1 (75% retention),Not reported
10.1002/adfm.202102874,"2021, Wu et al.",Ti3C2Tx,Ti3C2Tx nanosheets + 75 wt% Ti3C2Tx microgel,LiF/HCl etching; microgel reassembly by vacuum filtration,"Multilayer, delaminated",Not reported,Not reported,Not reported,3–5 nm,Not reported,Not reported,Not reported,3 M H2SO4 (aqueous),~50 m2 g-1 (from Fig. 2g),10–2000 mV s-1,Not reported,~300 F g-1 at 2000 mV s-1,<736 F cm-3 at 2000 mV s-1; slightly below RAMX-50%,Not reported
10.1002/adfm.202102874,"2021, Wu et al.",Ti3C2Tx,100% Ti3C2Tx microgel with ~5 wt% rGO (from hydrogel crosslinking),LiF/HCl etching; GO-assisted gelation; probe sonication to form microgel; vacuum filtration,3D crosslinked multilayer,Decreased significantly after vacuum drying (exact value not reported),~570 nm average microgel particle diameter,Highest among all films,3–5 nm,Not reported,Not reported,Not reported,3 M H2SO4 (aqueous),65.4 m2 g-1,10–2000 mV s-1,Not reported,~300 F g-1 at 2000 mV s-1,Lowest volumetric at 2000 mV s-1 due to low density (~2.6 g cm-3),Not reported
10.1002/smll.201802225,"2018, Wang, Qin et al.",Ti3C2Tx,"Ti3C2 with -F, -O, -OH terminations",MILD (LiF/HCl etching + delamination),Delaminated (single/few-layer),Not reported,Not reported,Not reported,Not reported,Not reported,120 µm (yarn diameter),97.4 wt%,3 M H2SO4,Not reported,5 mV s-1,2 mA cm-2,428 F g-1,1083 F cm-3,3188 mF cm-2
10.1002/smll.201802225,"2018, Wang, Qin et al.",Ti3C2Tx,"Ti3C2 with -F, -O, -OH terminations",MILD (LiF/HCl etching + delamination),Delaminated (single/few-layer),Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,86.2 wt%,3 M H2SO4,Not reported,5 mV s-1,2 mA cm-2,Not reported,Not reported,Not reported
10.1002/smll.201802225,"2018, Wang, Qin et al.",Ti3C2Tx,"Ti3C2 with -F, -O, -OH terminations",MILD (LiF/HCl etching + delamination),Delaminated (single/few-layer),Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,69.2 wt%,3 M H2SO4,Not reported,5 mV s-1,2 mA cm-2,Not reported,Not reported,Not reported
10.2139/ssrn.4354743,2023; Liu et al.,Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, =O terminations",LiF/HCl etching (MILD); vacuum filtered layered film,Few-layer (~1.3 nm single layer by TEM),1.10 nm,1 µm,Not reported,2–4 nm (mesopore; no micropores),Not reported,Not reported,Not reported,3 M H₂SO₄,17.8 m² g⁻¹,2 mV s⁻¹,1 A g⁻¹,258 F g⁻¹,Not reported,Not reported
10.2139/ssrn.4354743,2023; Liu et al.,Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, =O terminations",LiF/HCl etching + Na⁺ ion-assisted 3D porous assembly,Not reported,1.06 nm,19 µm (agglomerated nanoparticles),Not reported,2–4 nm + ~20 nm mesopores; weak micropore at 1.2 nm,Not reported,Not reported,Not reported,3 M H₂SO₄,25.4 m² g⁻¹,2 mV s⁻¹,1 A g⁻¹,293 F g⁻¹,Not reported,Not reported
10.2139/ssrn.4354743,2023; Liu et al.,Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, =O terminations",LiF/HCl etching + Mg²⁺ ion-assisted 3D porous assembly,Not reported,1.43 nm,54 µm (agglomerated nanoparticles),Not reported,5–10 nm mesopores; enhanced micropore at 1.2 nm,Not reported,Not reported,Not reported,3 M H₂SO₄,33.0 m² g⁻¹,2 mV s⁻¹,1 A g⁻¹,420 F g⁻¹,Not reported,Not reported
10.2139/ssrn.4354743,2023; Liu et al.,Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, =O terminations",LiF/HCl etching + Al³⁺ ion-assisted 3D porous assembly,Not reported,1.36 nm,200 µm (agglomerated nanoparticles),Not reported,2–4 nm + ~20 nm mesopores; no micropores,Not reported,Not reported,Not reported,3 M H₂SO₄,43.7 m² g⁻¹,2 mV s⁻¹,1 A g⁻¹,288 F g⁻¹,Not reported,Not reported
10.1088/2515-7639/ab78f1,"Tontini et al., 2020",Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, =O terminations",Delamination + vacuum filtration,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,1C / 36C,410 mAh g⁻¹ (1C); 110 mAh g⁻¹ (36C),Not reported,Not reported
10.1088/2515-7639/ab78f1,"Tontini et al., 2020",Ti₃C₂Tₓ,Ti₃C₂ with surface terminations,Not reported,Multilayer,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,0.2 A g⁻¹,203 mAh g⁻¹,Not reported,Not reported
10.1088/2515-7639/ab78f1,"Tontini et al., 2020",N-Ti₃C₂Tₓ/S,Ti₃C₂ with surface terminations (fluorine-free),Fluorine-free synthesis (alkali treatment),Multilayer,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,20 mA g⁻¹ / 5 A g⁻¹,175 mAh g⁻¹ (20 mA g⁻¹); 60 mAh g⁻¹ (5 A g⁻¹),Not reported,Not reported
10.1088/2515-7639/ab78f1,"Tontini et al., 2020",Ti₃C₂Tₓ/S,Ti₃C₂ with N-doping and sulfur composite,Acid/alkali crumpling + sulfur compositing,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,5.1 mg cm⁻²,Not reported,Not reported,Not reported,0.2C / 2C,585 mAh g⁻¹ (0.2C); 418 mAh g⁻¹ (2C),Not reported,Not reported
10.1088/2515-7639/ab78f1,"Tontini et al., 2020",Ti₃C₂Tₓ,Ti₃C₂ crumpled via HCl,HCl acid-induced crumpling,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,20 mA g⁻¹ / 0.5 A g⁻¹,250 mAh g⁻¹ (20 mA g⁻¹); 120 mAh g⁻¹ (0.5 A g⁻¹),Not reported,Not reported
10.1088/2515-7639/ab78f1,"Tontini et al., 2020",Ti₃C₂Tₓ,Ti₃C₂ crumpled via LiOH,LiOH-induced crumpling,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,0.1 A g⁻¹ / 1.0 A g⁻¹,157 mAh g⁻¹ (0.1 A g⁻¹); 238 mAh g⁻¹ (1.0 A g⁻¹),Not reported,Not reported
10.1088/2515-7639/ab78f1,"Tontini et al., 2020",Ti₃C₂Tₓ,Ti₃C₂ crumpled via NaOH,NaOH-induced crumpling,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,0.1 A g⁻¹ / 1.0 A g⁻¹,130 mAh g⁻¹ (0.1 A g⁻¹); 61 mAh g⁻¹ (1.0 A g⁻¹),Not reported,Not reported
10.1088/2515-7639/ab78f1,"Tontini et al., 2020",Ti₃C₂Tₓ,Ti₃C₂ crumpled via KOH,KOH-induced crumpling,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,0.1 A g⁻¹ / 1.0 A g⁻¹,45 mAh g⁻¹ (0.1 A g⁻¹); 97 mAh g⁻¹ (1.0 A g⁻¹),Not reported,Not reported
10.1088/2515-7639/ab78f1,"Tontini et al., 2020",N-Ti₃C₂Tₓ/S,N-doped Ti₃C₂ with sulfur composite,N-doping + acid crumpling + sulfur annealing,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,5.1 mg cm⁻²,Not reported,Not reported,Not reported,0.2C / 2C,1144 mAh g⁻¹ (0.2C); 610 mAh g⁻¹ (2C),Not reported,Not reported
10.1088/2515-7639/ab78f1,"Tontini et al., 2020",Na₀.₂₃TiO₂/Ti₃C₂,Ti₃C₂ with Na₀.₂₃TiO₂ nanobelt composite,In situ hydrothermal,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,5 A g⁻¹,178 mAh g⁻¹ (5 A g⁻¹),Not reported,Not reported
10.1088/2515-7639/ab78f1,"Tontini et al., 2020",MoS₂/Ti₃C₂@C,Ti₃C₂ with MoS₂ and amorphous carbon nanoplating,In situ hydrothermal MoS₂ + C nanoplating,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,0.2 A g⁻¹ / 20 A g⁻¹,1130 mAh g⁻¹ (0.2 A g⁻¹); 580 mAh g⁻¹ (20 A g⁻¹),Not reported,Not reported
10.1088/2515-7639/ab78f1,"Tontini et al., 2020",CNTs@Ti₃C₂,Ti₃C₂ with in situ grown CNTs,In situ microwave CVD CNT synthesis,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,1 A g⁻¹ / 10 A g⁻¹,430 mAh g⁻¹ (1 A g⁻¹); 175 mAh g⁻¹ (10 A g⁻¹),Not reported,Not reported
10.1088/2515-7639/ab78f1,"Tontini et al., 2020",Ti₃C₂(OH)₂,"Ti₃C₂ fluorine-free with –OH terminations, nanoribbon morphology","Fluorine-free hydrothermal (KOH, 180°C)",Not reported,Not reported,~700 nm (wide nanoribbons),Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,0.1 A g⁻¹,120 mAh g⁻¹ (0.1 A g⁻¹),Not reported,Not reported
10.1088/2515-7639/ab78f1,"Tontini et al., 2020",Ti₃C₂Tₓ (alkalized nanoribbons),Ti₃C₂ alkalized to form nanoribbons with expanded interlayer,KOH alkalization + shaking 72 h,Not reported,Not reported,~700 nm (narrow nanoribbons),Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,20 mA g⁻¹ / 0.3 A g⁻¹,141 mAh g⁻¹ K-ion (20 mA g⁻¹); 60 mAh g⁻¹ (0.3 A g⁻¹),Not reported,Not reported
10.1088/2515-7639/ab78f1,"Tontini et al., 2020",Ti₃C₂Tₓ/S (alkalized nanoribbons),Ti₃C₂ alkalized nanoribbon framework with sulfur,KOH alkalization + sulfur loading,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,0.7–1 mg cm⁻²,Not reported,Not reported,Not reported,0.5C / 10C,632 mAh g⁻¹ (0.5C); 288 mAh g⁻¹ (10C),Not reported,Not reported
10.1088/2515-7639/ab78f1,"Tontini et al., 2020",Mo₂CTₓ,"Mo₂C with surface terminations, hollow sphere morphology",PMMA sacrificial template + vacuum filtration,Not reported,Not reported,200 nm–2 µm (tunable),Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,50 mA g⁻¹ / 5 A g⁻¹,370 mAh g⁻¹ (50 mA g⁻¹); 130 mAh g⁻¹ (5 A g⁻¹),Not reported,Not reported
10.1088/2515-7639/ab78f1,"Tontini et al., 2020",Ti₃C₂Tₓ,"Ti₃C₂ with surface terminations, hollow sphere morphology",PMMA sacrificial template + vacuum filtration,Not reported,Not reported,200 nm–2 µm (tunable),Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,50 mA g⁻¹ / 5 A g⁻¹,330 mAh g⁻¹ (50 mA g⁻¹); 124 mAh g⁻¹ (5 A g⁻¹),Not reported,Not reported
10.1088/2515-7639/ab78f1,"Tontini et al., 2020",V₂CTₓ,"V₂C with surface terminations, hollow sphere morphology",PMMA sacrificial template + vacuum filtration,Not reported,Not reported,200 nm–2 µm (tunable),Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,50 mA g⁻¹ / 5 A g⁻¹,340 mAh g⁻¹ (50 mA g⁻¹); 174 mAh g⁻¹ (5 A g⁻¹),Not reported,Not reported
10.1088/2515-7639/ab78f1,"Tontini et al., 2020",Ti₃C₂/rGO,"Ti₃C₂ with reduced graphene oxide, macroporous foam",Ti₃C₂/GO hydrazine vapor reduction + annealing,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,50 mA g⁻¹ / 4 A g⁻¹,336 mAh g⁻¹ (50 mA g⁻¹); 99 mAh g⁻¹ (4 A g⁻¹),Not reported,Not reported
10.1088/2515-7639/ab78f1,"Tontini et al., 2020",Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, =O terminations, ultra-thin film",Delamination + vacuum filtration,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,90 nm,Not reported,3 M H₂SO₄,Not reported,10 mV s⁻¹,Not reported,450 F g⁻¹,Not reported,Not reported
10.1088/2515-7639/ab78f1,"Tontini et al., 2020",Ti₃C₂Tₓ,"Ti₃C₂ clay, rolled compact film",Rolling of MXene-clay,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,5 µm,Not reported,1 M H₂SO₄,Not reported,2 mV s⁻¹,Not reported,246 F g⁻¹,Not reported,Not reported
10.1088/2515-7639/ab78f1,"Tontini et al., 2020",Ti₃C₂Tₓ,"Ti₃C₂ clay, rolled compact film",Rolling of MXene-clay,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,30 µm,Not reported,1 M H₂SO₄,Not reported,2 mV s⁻¹,Not reported,182 F g⁻¹,Not reported,Not reported
10.1088/2515-7639/ab78f1,"Tontini et al., 2020",Ti₃C₂Tₓ,"Ti₃C₂ clay, rolled compact film",Rolling of MXene-clay,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,75 µm,Not reported,1 M H₂SO₄,Not reported,2 mV s⁻¹,Not reported,161 F g⁻¹,Not reported,Not reported
10.1088/2515-7639/ab78f1,"Tontini et al., 2020",Ti₃C₂Tₓ,Ti₃C₂ porous particles with carbon black,Low-concentration freeze-drying + slurry,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,4 µm,1 mg cm⁻²,1 M NaCl / 6 M KOH,Not reported,5 mV s⁻¹,Not reported,156 F g⁻¹ (NaCl); 205 F g⁻¹ (KOH),Not reported,Not reported
10.1088/2515-7639/ab78f1,"Tontini et al., 2020",Ti₃C₂Tₓ,"Ti₃C₂ hollow spheres, macroporous film",PMMA sacrificial template + vacuum filtration,Not reported,Not reported,200 nm–2 µm,Not reported,Not reported,Not reported,13 µm,0.43 mg cm⁻²,3 M H₂SO₄,Not reported,10 mV s⁻¹,Not reported,316 F g⁻¹,Not reported,Not reported
10.1088/2515-7639/ab78f1,"Tontini et al., 2020",Ti₃C₂Tₓ,"Ti₃C₂ hollow spheres, macroporous film",PMMA sacrificial template + vacuum filtration,Not reported,Not reported,200 nm–2 µm,Not reported,Not reported,Not reported,25 µm,0.9 mg cm⁻²,3 M H₂SO₄,Not reported,10 mV s⁻¹,Not reported,314 F g⁻¹,Not reported,Not reported
10.1088/2515-7639/ab78f1,"Tontini et al., 2020",Ti₃C₂Tₓ,"Ti₃C₂ hollow spheres, macroporous film",PMMA sacrificial template + vacuum filtration,Not reported,Not reported,200 nm–2 µm,Not reported,Not reported,Not reported,180 µm,4.3 mg cm⁻²,3 M H₂SO₄,Not reported,10 mV s⁻¹,Not reported,310 F g⁻¹,Not reported,Not reported
10.1088/2515-7639/ab78f1,"Tontini et al., 2020",Mo₂CTₓ,"Mo₂C hollow spheres, macroporous film",PMMA sacrificial template + vacuum filtration,Not reported,Not reported,200 nm–2 µm,Not reported,Not reported,Not reported,30 µm,0.6 mg cm⁻²,3 M H₂SO₄,Not reported,Not reported,3 mA cm⁻²,160 F g⁻¹,Not reported,Not reported
10.1088/2515-7639/ab78f1,"Tontini et al., 2020",Ti₃C₂Tₓ/Bacterial Cellulose,"Ti₃C₂ with bacterial cellulose, macroporous foam",MXene + bacterial cellulose assembly,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,5 mg cm⁻²,3 M H₂SO₄,Not reported,3 mA cm⁻²,Not reported,416 F g⁻¹,Not reported,2084 mF cm⁻²
10.1088/2515-7639/ab78f1,"Tontini et al., 2020",Ti₃C₂Tₓ,"Ti₃C₂ with EDA functionalization, aerogel",EDA functionalization + freeze-drying,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,2 mg cm⁻²,1 M KOH,176.3 m² g⁻¹,2 mV s⁻¹,Not reported,87 F g⁻¹,Not reported,Not reported
10.1088/2515-7639/ab78f1,"Tontini et al., 2020",Ti₃C₂Tₓ,"Ti₃C₂ with EDA functionalization, aerogel",EDA functionalization + freeze-drying,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,15 mg cm⁻²,1 M KOH,Not reported,2 mV s⁻¹,Not reported,68 F g⁻¹,Not reported,Not reported
10.1088/2515-7639/ab78f1,"Tontini et al., 2020",Ti₃C₂Tₓ,Ti₃C₂ freeze-cast aerogel,Uncontrolled freeze-casting,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,1 M Na₂SO₄,Not reported,2 mV s⁻¹,Not reported,67 F g⁻¹,Not reported,Not reported
10.1088/2515-7639/ab78f1,"Tontini et al., 2020",Ti₃C₂Tₓ/NiO,"Ti₃C₂ with 50 wt% NiO, freeze-cast composite aerogel",Freeze-casting + NiO composite,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,1 M Na₂SO₄,Not reported,2 mV s⁻¹,Not reported,77 F g⁻¹,Not reported,Not reported
10.1088/2515-7639/ab78f1,"Tontini et al., 2020",Ti₃C₂Tₓ,"Ti₃C₂ with thiourea dioxide/NH₃ functionalization, aerogel; density ~27 mg cm⁻³",Thiox + ammonia functionalization + freeze-drying,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,0.14 mg cm⁻²,3 M H₂SO₄,Not reported,10 mV s⁻¹,Not reported,438 F g⁻¹,Not reported,Not reported
10.1088/2515-7639/ab78f1,"Tontini et al., 2020",Ti₃C₂Tₓ,"Ti₃C₂ with thiourea dioxide/NH₃ functionalization, aerogel; high mass loading",Thiox + ammonia functionalization + freeze-drying,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,1.82 mg cm⁻²,3 M H₂SO₄,Not reported,10 mV s⁻¹,Not reported,427 F g⁻¹,Not reported,Not reported
10.1088/2515-7639/ab78f1,"Tontini et al., 2020",Ti₃C₂Tₓ,"Ti₃C₂ with Fe²⁺ cation-induced gelation, freeze-dried aerogel",Fe²⁺ cation-induced gelation + freeze-drying,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,3 M H₂SO₄,27 m² g⁻¹,Not reported,Not reported,272 F g⁻¹,Not reported,Not reported
10.1088/2515-7639/ab78f1,"Tontini et al., 2020",Ti₃C₂Tₓ,Ti₃C₂ unidirectional freeze-cast aerogel; porosity >99%,Unidirectional freeze-casting (5°C min⁻¹ to −70°C),Not reported,Not reported,Not reported,>99%,Lamellar spacing 28–48 µm,Not reported,10 mm,Not reported,3 M H₂SO₄,Not reported,10 mV s⁻¹,Not reported,282 F g⁻¹,3 F cm⁻³,Not reported
