DOI,Year & Author,Mxene formula,Composition,Synthesis method,Layer No,Interlayer spacing (d),Flake Size,Porosity,Pore Diameter,Tortuosity,Electrode Thickness,Mass Loading,Electrolyte,SSA,Scan Rate,Current Density,Gravimetric Capacitance,Volumetric Capacitance,Areal Capacitance
10.1039/c9ta02190f,"2019, Zheng et al.",Ti₃C₂Tₓ,"Ti₃C₂ with surface terminations (–OH, –F, =O)",LiF/HCl etching (MILD),Single-layer / delaminated,1.45 nm,1–3 µm,,,,3.2 µm,,EMIMBF₄/PVDF-HFP ionogel,,50 mV s⁻¹,0.1 mA cm⁻²,,133 F cm⁻³,42 mF cm⁻²
10.1021/acsnano.6b07668,"2017, Luo et al.",Ti₃C₂,"Ti₃C₂ with –OH, –F, =O terminations","HF etching of Ti₃AlC₂ (40% HF, 24 h, RT), freeze-dried",Multilayer,0.977 nm,,,,,,,1 M LiPF₆ in EC/DEC/EMC (1:1:1) + 1 wt% FEC,,,0.1 A g⁻¹,,,
10.1021/acsnano.6b07668,"2017, Luo et al.",Ti₃C₂,Ti₃C₂ intercalated with CTA⁺ surfactant,"HF etching + CTAB prepillaring at 40 °C, 24 h (0.15 g CTAB in 40 mL solution)",Multilayer,2.230 nm,,,,,,,1 M LiPF₆ in EC/DEC/EMC (1:1:1) + 1 wt% FEC,,,0.1 A g⁻¹,248 mAh g⁻¹,,
10.1021/acsnano.6b07668,"2017, Luo et al.",Ti₃C₂,"Ti₃C₂ with Sn(IV) nanocomplex, no surfactant",HF etching + direct SnCl₄ immersion without CTAB prepillaring (control sample),Multilayer,0.977 nm,,,,,,,1 M LiPF₆ in EC/DEC/EMC (1:1:1) + 1 wt% FEC,,,0.1 A g⁻¹,218 mAh g⁻¹,,
10.1021/acsnano.6b07668,"2017, Luo et al.",Ti₃C₂,Ti₃C₂ with CTA⁺ + Sn(IV) nanocomplex; 8.41 wt% Sn; Ti/Sn ratio 5.99,"HF etching → CTAB prepillaring (40 °C, 24 h) → SnCl₄·5H₂O intercalation (24 h); ion-exchange",Multilayer,Decreased from 2.230 nm after Sn⁴⁺ intercalation (exact value not reported),,,,,,,1 M LiPF₆ in EC/DEC/EMC (1:1:1) + 1 wt% FEC,,0.1–2 mV s⁻¹,0.1 / 1 A g⁻¹,765 mAh g⁻¹ (0.1 A g⁻¹); 506 mAh g⁻¹ (1 A g⁻¹),,
10.1016/j.electacta.2018.02.019,"2018, Qian et al.",Ti3C2Tx,"Ti3C2 with -OH, -F, =O terminations","LiF/HCl etching, DMSO delamination",Delaminated multilayer,1.344 nm (after 5000 cycles),,,,,40 µm,,2 M LiCl (aqueous),,5 mV s-1,1 mA cm-2,,"463 F cm-3 (GCD, 1 mA cm-2)",
10.1016/j.electacta.2018.02.019,"2018, Qian et al.",Ti3C2Tx,"Ti3C2 with -OH, -F, =O terminations","LiF/HCl etching, DMSO delamination",Delaminated multilayer,1.313 nm (after 5000 cycles),,,,,40 µm,,2 M NaCl (aqueous),,5 mV s-1,1 mA cm-2,,"316 F cm-3 (GCD, 1 mA cm-2)",
10.1016/j.electacta.2018.02.019,"2018, Qian et al.",Ti3C2Tx,"Ti3C2 with -OH, -F, =O terminations","LiF/HCl etching, DMSO delamination",Delaminated multilayer,1.305 nm (after 5000 cycles),,,,,40 µm,,2 M KCl (aqueous),,5 mV s-1,1 mA cm-2,,"508 F cm-3 (GCD, 1 mA cm-2)",
10.1038/s41467-020-19992-3,"2020, Gao et al.",Ti₃C₂Tₓ,"Ti₃C₂ with surface terminations (–OH, –F, =O)","HF/HCl etching of Ti₃AlC₂ MAX phase, LiCl delamination",Delaminated single layer,10.8 Å,~250 nm,,,High (qualitative),~10 µm,>1.8 mg cm⁻²,1 M EMIM-TFSI/Li-TFSI (1:1) in ACN,,10 mV s⁻¹,,50 F g⁻¹,,
10.1038/s41467-020-19992-3,"2020, Gao et al.",Ti₃C₂Tₓ,"Ti₃C₂ + knotted CNTs (17 wt%); thin ~15 nm, thick ~55 nm CNTs",HF/HCl etching + LiCl delamination; knotted CNTs via two-stage fluidized bed CVD; self-assembly vacuum filtration,Delaminated; 3D misaligned,15.8 Å,~250 nm,,,Reduced (qualitative),~10 µm,>1.8 mg cm⁻²,1 M EMIM-TFSI/Li-TFSI (1:1) in ACN,,10 mV s⁻¹,,130 F g⁻¹,276 F cm⁻³,
10.1038/s41467-020-19992-3,"2020, Gao et al.",Ti₃C₂Tₓ,Ti₃C₂ + knotted CNTs (9 wt%),HF/HCl etching + LiCl delamination; knotted CNTs via two-stage fluidized bed CVD; self-assembly vacuum filtration,Delaminated; partially disrupted stacking,14.7 Å,~250 nm,,,Partially reduced (qualitative),~10 µm,>1.8 mg cm⁻²,1 M EMIM-TFSI/Li-TFSI (1:1) in ACN,,10 mV s⁻¹,,~100 F g⁻¹,,
10.1038/s41467-020-19992-3,"2020, Gao et al.",Ti₃C₂Tₓ,Ti₃C₂ + commercial non-knotted MWCNTs (~35 nm uniform diameter),HF/HCl etching + LiCl delamination; commercial MWCNTs; self-assembly vacuum filtration,Delaminated; 2D stacked,,~250 nm,,,High (qualitative),,,1 M EMIM-TFSI/Li-TFSI (1:1) in ACN,,10–500 mV s⁻¹,,,,
10.1557/s43577-021-00150-z,"2021, Wang & Bannenberg",Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, =O terminations",,,,,,,,,,H₂SO₄ (acidic aqueous),,,,,1500 F cm⁻³,
10.1557/s43577-021-00150-z,"2021, Wang & Bannenberg",Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, =O terminations",HF etching of Ti₃AlC₂ MAX phase; macropores via polymer nanosphere template + annealing,,,,,,,13–180 µm,,H₂SO₄ (acidic aqueous),,100 V s⁻¹,,,,
10.1557/s43577-021-00150-z,"2021, Wang & Bannenberg",Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, =O terminations",HF etching of Ti₃AlC₂ MAX phase; film by rolling,Multilayer,,,,,,5–75 µm,,,19.6 m² g⁻¹,,,,370–900 F cm⁻³,
10.1557/s43577-021-00150-z,"2021, Wang & Bannenberg",Ti₃C₂Tₓ,Ti₃C₂ with surface terminations,Mechanical shearing of discotic lamellar liquid-crystal phase,,,,,,,40–320 µm,,,,Up to 100 V s⁻¹,,,,
10.1557/s43577-021-00150-z,"2021, Wang & Bannenberg",Ti₃C₂Cl₂,Ti₃C₂ with –Cl terminations,Etching of Ti₃ZnC₂ in ZnCl₂ Lewis acidic molten salt,,,,,,,,,Li⁺-based organic electrolyte,,,,,,
10.1007/s40843-022-2243-2,"2022, Hu et al.",Ti3C2Tx,"Ti3C2 with -OH, -F, =O terminations",HF etching of Ti3AlC2 (6 mol/L HF),Multilayer,9.6 Å,,,,,,,1 mol/L H2SO4,,2 mV/s,,,,
10.1007/s40843-022-2243-2,"2022, Hu et al.",Ti3C2Tx,"Ti3C2 with -OH, -F, =O; Li+ intercalated","HF etching + 1 mol/L Li2SO4 immersion 36 h, dried 60°C",Multilayer,12.1 Å,,,,,,,1 mol/L H2SO4,,2 mV/s,,~150 F/g,,
10.1007/s40843-022-2243-2,"2022, Hu et al.",Ti3C2Tx,"Ti3C2 with -OH, -F, =O; Na+ intercalated","HF etching + 1 mol/L Na2SO4 immersion 36 h, dried 60°C",Multilayer,,,,,,,,1 mol/L H2SO4,,2 mV/s,,~180 F/g,,
10.1007/s40843-022-2243-2,"2022, Hu et al.",Ti3C2Tx,"Ti3C2 with -OH, -F, =O; K+ intercalated","HF etching + saturated K2SO4 immersion 36 h, dried 60°C",Multilayer,,,,,,,,1 mol/L H2SO4,,2 mV/s,,~220 F/g,,
10.1007/s40843-022-2243-2,"2022, Hu et al.",Ti3C2Tx,"Ti3C2 with -OH, -F, =O; Cs+ intercalated (dehydrated, pore center)","HF etching + 1 mol/L Cs2SO4 immersion 36 h, dried 60°C",Multilayer,12.6 Å,,,,,,,1 mol/L H2SO4,,2 mV/s,,254 F/g,,
10.1007/s40843-022-2243-2,"2022, Hu et al.",Ti3C2Tx,"Ti3C2 with -OH, -F, =O; Mg2+ intercalated","HF etching + 1 mol/L MgSO4 immersion 36 h, dried 60°C",Multilayer,,,,,,,,1 mol/L H2SO4,,,,,,
10.1007/s40843-022-2243-2,"2022, Hu et al.",Ti3C2Tx,"Ti3C2 with -OH, -F, =O; Zn2+ intercalated (dehydrated, uneven spacing)","HF etching + 1 mol/L ZnSO4 immersion 36 h, dried 60°C",Multilayer,~12.1 Å,,,,,,,1 mol/L H2SO4,,20 mV/s,,,,
10.1007/s40843-022-2243-2,"2022, Hu et al.",Ti3C2Tx,"Ti3C2 with reduced -F, increased =O/-OH; Cs+ intercalated","HF etching + 1 mol/L CsOH immersion 36 h, dried 60°C",Multilayer,~12.6 Å,,,,,,,1 mol/L H2SO4,,2 mV/s,,~725% of pristine,,
10.1002/smsc.202500367,"2025, Li et al.",Ti₃C₂Tₓ,"Ti₃C₂ with –F, =O, –OH terminations",MILD (LiF/HCl etching of Ti₃AlC₂),Multilayer,14.65–14.79 Å (0–1 V),,,,,~2 mm,~1–2 mg,1M H₂SO₄,<10 m² g⁻¹,,,>100 F g⁻¹,,
10.1002/smsc.202500367,"2025, Li et al.",Ti₃C₂Tₓ,"Ti₃C₂ with –F, =O, –OH terminations",MILD (LiF/HCl etching of Ti₃AlC₂),Multilayer,16.3–17.0 Å (0–1 V),,,,,~2 mm,~1–2 mg,1M LiCl,<10 m² g⁻¹,,0.03 A g⁻¹,62.8 F g⁻¹,,
10.1002/smsc.202500367,"2025, Li et al.",Ti₃C₂Tₓ,"Ti₃C₂ with –F, =O, –OH terminations",MILD (LiF/HCl etching of Ti₃AlC₂),Multilayer,15.6–17.3 Å (0–1 V),,,,,~2 mm,~1–2 mg,1M NaCl,<10 m² g⁻¹,,0.03 A g⁻¹,50.1 F g⁻¹,,
10.1002/smsc.202500367,"2025, Li et al.",Ti₃C₂Tₓ,"Ti₃C₂ with –F, =O, –OH terminations",MILD (LiF/HCl etching of Ti₃AlC₂),Multilayer,16.4–16.9 Å (0–1 V),,,,,~2 mm,~1–2 mg,1M KCl,<10 m² g⁻¹,,0.03 A g⁻¹,56.8 F g⁻¹,,
10.1002/smsc.202500367,"2025, Li et al.",Ti₃C₂Tₓ,"Ti₃C₂ with –F, =O, –OH terminations",MILD (LiF/HCl etching of Ti₃AlC₂),Multilayer,14.9–15.2 Å (0–1 V),,,,,~2 mm,~1–2 mg,1M RbCl,<10 m² g⁻¹,,0.03 A g⁻¹,49.9 F g⁻¹,,
10.1002/smsc.202500367,"2025, Li et al.",Ti₃C₂Tₓ,"Ti₃C₂ with –F, =O, –OH terminations",MILD (LiF/HCl etching of Ti₃AlC₂),Multilayer,"13.96–14.0 Å (1–0 V, negligible change)",,,,,~2 mm,~1–2 mg,1M CsCl,<10 m² g⁻¹,,0.03 A g⁻¹,44.9 F g⁻¹,,
10.1002/smsc.202500367,"2025, Li et al.",Ti₃C₂Tₓ,"Ti₃C₂ with –F, =O, –OH terminations",MILD (LiF/HCl etching of Ti₃AlC₂),Multilayer,14.24–14.49 Å (0–1 V),,,,,~2 mm,~1–2 mg,1M NH₄Cl,<10 m² g⁻¹,,,,,
