paper_id,source_file,doi,interlayer_A,scan_rate_mV_s,current_density_A_g,mass_loading_mg_cm2,electrode_thickness_um,ssa_m2_g,flake_size_um,pore_diameter_nm,h2so4_M,layer_class,composition_family,synthesis_family,electrolyte_is_gel,target_cap_F_g,target_is_approximate,target_outlier_flag
10.1021/acsnano.2c03351,ma2022.pdf,10.1021/acsnano.2c03351,13.600000000000001,5.0,,,,,,,3.0,single_or_few_layer,pristine_mxene,LiF_HCl_MILD,False,287.9,False,False
10.3390/molecules30020241,molecules-30-00241.pdf,10.3390/molecules30020241,13.2,,1.0,1.6,,12.082,1.3,,,delaminated,pristine_mxene,LiF_HCl_MILD,False,289.0,False,False
10.3390/molecules30020241,molecules-30-00241.pdf,10.3390/molecules30020241,13.2,,,1.6,,,0.6,,,delaminated,pristine_mxene,LiF_HCl_MILD,False,,,False
10.3390/molecules30020241,molecules-30-00241.pdf,10.3390/molecules30020241,13.2,,,1.6,,,0.4,,,delaminated,pristine_mxene,LiF_HCl_MILD,False,,,False
10.3390/molecules30020241,molecules-30-00241.pdf,10.3390/molecules30020241,13.2,,1.0,1.6,,19.898,0.25,4.81,,delaminated,pristine_mxene,LiF_HCl_MILD,False,658.0,False,False
10.1038/nature13970,nature13970.pdf,10.1038/nature13970,,2.0,,1.85,5.0,,,,1.0,multilayer,pristine_mxene,LiF_HCl_MILD,False,245.0,False,False
10.1038/nature13970,nature13970.pdf,10.1038/nature13970,,2.0,,8.8,30.0,,,,1.0,multilayer,pristine_mxene,LiF_HCl_MILD,False,182.0,False,False
10.1038/nature13970,nature13970.pdf,10.1038/nature13970,,2.0,,16.5,75.0,,,,1.0,multilayer,pristine_mxene,LiF_HCl_MILD,False,161.0,False,False
10.1038/nenergy.2017.105,nenergy2017105.pdf,10.1038/nenergy.2017.105,,,,,0.09,,,,3.0,single_or_few_layer,pristine_mxene,LiF_HCl_MILD,False,450.0,False,False
10.1038/nenergy.2017.105,nenergy2017105.pdf,10.1038/nenergy.2017.105,,2.0,,1.2,3.0,,,,3.0,single_or_few_layer,structured_pristine_mxene,LiF_HCl_MILD,False,380.0,False,False
10.1038/nenergy.2017.105,nenergy2017105.pdf,10.1038/nenergy.2017.105,,2.0,10.0,5.3,13.0,,,,3.0,single_or_few_layer,structured_pristine_mxene,LiF_HCl_MILD,False,370.0,False,False
10.1038/nenergy.2017.105,nenergy2017105.pdf,10.1038/nenergy.2017.105,,5.0,,11.3,40.0,,,,3.0,single_or_few_layer,structured_pristine_mxene,LiF_HCl_MILD,False,354.0,False,False
10.1038/nenergy.2017.105,nenergy2017105.pdf,10.1038/nenergy.2017.105,26.8,10.0,,0.43,13.0,,,,3.0,single_or_few_layer,pristine_mxene,LiF_HCl_MILD,False,310.0,False,False
10.1038/nenergy.2017.105,nenergy2017105.pdf,10.1038/nenergy.2017.105,26.8,1000.0,,0.9,25.0,,,,3.0,single_or_few_layer,pristine_mxene,LiF_HCl_MILD,False,280.0,False,False
10.1038/nenergy.2017.105,nenergy2017105.pdf,10.1038/nenergy.2017.105,26.8,1000.0,,4.3,180.0,,,,3.0,single_or_few_layer,pristine_mxene,LiF_HCl_MILD,False,125.0,False,False
10.1038/nenergy.2017.105,nenergy2017105.pdf,10.1038/nenergy.2017.105,26.8,,,3.7,130.0,,,,3.0,single_or_few_layer,pristine_mxene,LiF_HCl_MILD,False,,,False
10.1021/acsnano.3c11551,nn3c11551.pdf,10.1021/acsnano.3c11551,14.0,10.0,,,,20.0,,,3.0,delaminated,structured_pristine_mxene,LiF_HCl_MILD,False,252.5,False,False
10.1021/acsnano.9b07325,nn9b07325.pdf,10.1021/acsnano.9b07325,,2.0,,3.5,1.5,,0.3,,,single_or_few_layer,pristine_mxene,LiF_HCl_MILD,True,,,False
10.1021/acsnano.9b07325,nn9b07325.pdf,10.1021/acsnano.9b07325,,2.0,,4.3,3.5,,0.3,,,single_or_few_layer,pristine_mxene,LiF_HCl_MILD,True,,,False
10.1021/acsnano.9b07325,nn9b07325.pdf,10.1021/acsnano.9b07325,,2.0,,6.7,12.0,,0.3,,,multilayer,pristine_mxene,LiF_HCl_MILD,True,,,False
10.1021/acsnano.9b07325,nn9b07325.pdf,10.1021/acsnano.9b07325,,2.0,,10.7,75.0,,0.3,,,multilayer,pristine_mxene,LiF_HCl_MILD,True,,,False
10.1021/acsnano.9b07325,nn9b07325.pdf,10.1021/acsnano.9b07325,,2.0,,2.2,,,0.3,,,single_or_few_layer,pristine_mxene,LiF_HCl_MILD,True,,,False
10.1021/acsnano.9b07325,nn9b07325.pdf,10.1021/acsnano.9b07325,,2.0,,3.0,,,0.3,,,single_or_few_layer,pristine_mxene,LiF_HCl_MILD,True,,,False
10.1021/acsnano.9b07325,nn9b07325.pdf,10.1021/acsnano.9b07325,,2.0,,5.4,,,0.3,,,multilayer,pristine_mxene,LiF_HCl_MILD,True,,,False
10.1021/acsnano.9b07325,nn9b07325.pdf,10.1021/acsnano.9b07325,,2.0,,9.3,,,0.3,,,multilayer,pristine_mxene,LiF_HCl_MILD,True,,,False
10.1021/acsnano.9b07325,nn9b07325.pdf,10.1021/acsnano.9b07325,,,,,,,0.3,,,,pristine_mxene,LiF_HCl_MILD,True,,,False
10.1002/adfm.202102874,Reassembly-of-MXene-Hydrogels-into-Flexible-Films-towards-Compact-and-Ultrafast-Supercapacitors.pdf,10.1002/adfm.202102874,14.8,2000.0,,1.19,3.0,8.4,,,3.0,,pristine_mxene,LiF_HCl_MILD,False,31.0,False,False
10.1002/adfm.202102874,Reassembly-of-MXene-Hydrogels-into-Flexible-Films-towards-Compact-and-Ultrafast-Supercapacitors.pdf,10.1002/adfm.202102874,13.899999999999999,2000.0,,,,,,,3.0,,pristine_mxene,LiF_HCl_MILD,False,,,False
10.1002/adfm.202102874,Reassembly-of-MXene-Hydrogels-into-Flexible-Films-towards-Compact-and-Ultrafast-Supercapacitors.pdf,10.1002/adfm.202102874,13.899999999999999,10.0,,1.16,3.5,,,,3.0,,pristine_mxene,LiF_HCl_MILD,False,295.0,False,False
10.1002/adfm.202102874,Reassembly-of-MXene-Hydrogels-into-Flexible-Films-towards-Compact-and-Ultrafast-Supercapacitors.pdf,10.1002/adfm.202102874,13.899999999999999,2000.0,,,,,,,3.0,,pristine_mxene,LiF_HCl_MILD,False,197.0,False,False
10.1002/adfm.202102874,Reassembly-of-MXene-Hydrogels-into-Flexible-Films-towards-Compact-and-Ultrafast-Supercapacitors.pdf,10.1002/adfm.202102874,13.799999999999999,2000.0,,,,65.4,0.5700000000000001,,3.0,,mxene_carbon_composite,LiF_HCl_MILD,False,206.0,False,False
10.1007/s40820-024-01567-2,s40820-024-01567-2.pdf,10.1007/s40820-024-01567-2,13.54,10.0,,,0.05,,1.0,,2.0,delaminated,pristine_mxene,LiF_HCl_MILD,True,,,False
10.1007/s40820-024-01567-2,s40820-024-01567-2.pdf,10.1007/s40820-024-01567-2,,,,,0.05,,1.0,,,delaminated,pristine_mxene,LiF_HCl_MILD,True,,,False
10.1038/s41586-018-0109-z,s41586-018-0109-z.pdf,10.1038/s41586-018-0109-z,,10.0,,,6.0,,0.219,,3.0,delaminated,mxene_carbon_composite,LiF_HCl_MILD,False,265.0,False,False
10.1038/s41586-018-0109-z,s41586-018-0109-z.pdf,10.1038/s41586-018-0109-z,,10.0,,,35.0,,0.219,,3.0,delaminated,mxene_carbon_composite,LiF_HCl_MILD,False,236.0,False,False
10.1038/s41586-018-0109-z,s41586-018-0109-z.pdf,10.1038/s41586-018-0109-z,,2000.0,,,40.0,,0.219,,3.0,delaminated,mxene_carbon_composite,LiF_HCl_MILD,False,,,False
10.1038/s41586-018-0109-z,s41586-018-0109-z.pdf,10.1038/s41586-018-0109-z,,2000.0,,1.4,95.0,,0.219,,3.0,delaminated,mxene_carbon_composite,LiF_HCl_MILD,False,,,False
10.1038/s41586-018-0109-z,s41586-018-0109-z.pdf,10.1038/s41586-018-0109-z,,2000.0,,2.8,200.0,,0.219,,3.0,delaminated,mxene_carbon_composite,LiF_HCl_MILD,False,,,False
10.1038/s41586-018-0109-z,s41586-018-0109-z.pdf,10.1038/s41586-018-0109-z,,10.0,,3.6,245.0,,0.219,,3.0,delaminated,mxene_carbon_composite,LiF_HCl_MILD,False,256.0,False,False
10.1038/s41586-018-0109-z,s41586-018-0109-z.pdf,10.1038/s41586-018-0109-z,,10.0,,6.16,320.0,,0.219,,3.0,delaminated,mxene_carbon_composite,LiF_HCl_MILD,False,268.0,False,False
10.1038/s41586-018-0109-z,s41586-018-0109-z.pdf,10.1038/s41586-018-0109-z,,,,,,,0.219,,3.0,delaminated,pristine_mxene,LiF_HCl_MILD,False,,,False
10.1002/smtd.202500499,Small Methods - 2025 - Kouchi - StableTi3C2Tx MXene Ink Formulation and High‐Resolution Aerosol Jet Printing for.pdf,10.1002/smtd.202500499,12.3,,,,1.9,,,,3.0,single_or_few_layer,pristine_mxene,LiF_HCl_MILD,True,,,False
10.1002/smtd.202500499,Small Methods - 2025 - Kouchi - StableTi3C2Tx MXene Ink Formulation and High‐Resolution Aerosol Jet Printing for.pdf,10.1002/smtd.202500499,12.3,,,,1.25,,,,,single_or_few_layer,pristine_mxene,LiF_HCl_MILD,True,,,False
10.1002/smsc.202500367,Small Science - 2025 - Li - Operando X‐Ray Diffraction Study of MXene Electrode Structure in Supercapacitors with Alkali.pdf,10.1002/smsc.202500367,14.79,,,,2000.0,,,,1.0,,pristine_mxene,LiF_HCl_MILD,False,,,False
10.1002/smll.202205947,Small_2022_Guo_Thickness80_90Independent_Capacitive_Performance_of_Holey_Ti3C2Tx_Film_Prepared_through_a_Mild_Oxidation.pdf,10.1002/smll.202205947,14.1,,0.5,,25.0,,,,3.0,single_or_few_layer,pristine_mxene,LiF_HCl_MILD,False,258.0,False,False
10.1002/smll.202205947,Small_2022_Guo_Thickness80_90Independent_Capacitive_Performance_of_Holey_Ti3C2Tx_Film_Prepared_through_a_Mild_Oxidation.pdf,10.1002/smll.202205947,,10.0,,,10.0,,0.28,,3.0,,pristine_mxene,LiF_HCl_MILD,False,198.0,False,False
10.1002/smll.202205947,Small_2022_Guo_Thickness80_90Independent_Capacitive_Performance_of_Holey_Ti3C2Tx_Film_Prepared_through_a_Mild_Oxidation.pdf,10.1002/smll.202205947,,10.0,,,10.0,,0.24,,3.0,,pristine_mxene,LiF_HCl_MILD,False,223.0,False,False
10.1002/smll.201802225,smll.201802225.pdf,10.1002/smll.201802225,12.6,,,,,,,,3.0,delaminated,mxene_carbon_composite,LiF_HCl_MILD,False,,,False
10.1002/smll.201802225,smll.201802225.pdf,10.1002/smll.201802225,12.6,,,,,,,,3.0,delaminated,mxene_carbon_composite,LiF_HCl_MILD,False,,,False
10.1002/smll.201802225,smll.201802225.pdf,10.1002/smll.201802225,12.6,,,,,,,,3.0,delaminated,mxene_carbon_composite,LiF_HCl_MILD,False,532.0,False,False
10.1002/smll.201804732,smll.201804732.pdf,10.1002/smll.201804732,,,,,,,1.3,,1.0,delaminated,mxene_polymer_composite,LiF_HCl_MILD,False,,,False
10.1002/smll.201804732,smll.201804732.pdf,10.1002/smll.201804732,,,,,,,1.3,,1.0,delaminated,mxene_polymer_composite,LiF_HCl_MILD,False,,,False
10.1002/smll.201804732,smll.201804732.pdf,10.1002/smll.201804732,39.3,,,,,,1.3,,1.0,delaminated,mxene_polymer_composite,LiF_HCl_MILD,False,,,False
10.1002/smll.201804732,smll.201804732.pdf,10.1002/smll.201804732,39.3,5.0,,,,,1.3,,1.0,delaminated,mxene_polymer_composite,LiF_HCl_MILD,False,258.2,False,False
ssrn-5211970.pdf,ssrn-5211970.pdf,,14.8,,1.0,,,,,,1.0,delaminated,pristine_mxene,LiF_HCl_MILD,False,281.0,False,False
ssrn-5211970.pdf,ssrn-5211970.pdf,,13.5,,1.0,,,,,,1.0,delaminated,pristine_mxene,LiF_HCl_MILD,False,298.0,False,False
ssrn-5211970.pdf,ssrn-5211970.pdf,,10.95,,1.0,,,,,,1.0,delaminated,pristine_mxene,LiF_HCl_MILD,False,401.0,False,False
10.1002/sus2.61,SusMat - 2022 - Chu - Boosting the energy density of aqueous MXene‐based supercapacitor by integrating 3D conducting.pdf,10.1002/sus2.61,12.8,,,,1.5,,,,1.0,single_or_few_layer,pristine_mxene,LiF_HCl_MILD,False,213.8,False,False
10.25259/ajc_264_2024,UmNiN2dEUVBhcGowc2U1aUxJSk9aQT09.pdf,10.25259/AJC_264_2024,12.13,2.0,,,,29.69,,,3.0,multilayer,pristine_mxene,LiF_HCl_MILD,False,315.5,False,False
10.25259/ajc_264_2024,UmNiN2dEUVBhcGowc2U1aUxJSk9aQT09.pdf,10.25259/AJC_264_2024,13.85,,1.0,,,35.57,,,3.0,multilayer,mxene_carbon_composite,LiF_HCl_MILD,False,436.0,False,False
10.1002/adfm.201705506,zhang2018.pdf,10.1002/adfm.201705506,,,,,0.69,,1.2,,,single_or_few_layer,pristine_mxene,LiF_HCl_MILD,True,,,False
10.1002/adfm.201705506,zhang2018.pdf,10.1002/adfm.201705506,,,,,0.69,,1.2,,,single_or_few_layer,pristine_mxene,LiF_HCl_MILD,True,,,False
10.1002/adfm.201705506,zhang2018.pdf,10.1002/adfm.201705506,,,,,0.69,,1.2,,,single_or_few_layer,pristine_mxene,LiF_HCl_MILD,True,,,False
10.1002/adfm.201705506,zhang2018.pdf,10.1002/adfm.201705506,,5.0,,,0.099,,1.2,,,single_or_few_layer,pristine_mxene,LiF_HCl_MILD,True,,,False
10.1002/adfm.201705506,zhang2018.pdf,10.1002/adfm.201705506,,10.0,,,,,1.2,,,single_or_few_layer,pristine_mxene,LiF_HCl_MILD,True,,,False
